crop_name,adm_id,date,tmin,tmax,prec,rad,tavg,et0,vpd,cwb
maize,MX09,20010103,7.014,19.057,0.035,16214814.0,12.584,2.987,14.111,-2.952
maize,MX10,20010103,6.986,14.258,1.212,9904621.0,9.791,1.862,7.999,-0.65
maize,MX11,20010103,9.03,19.605,0.021,14251474.0,13.207,2.835,13.106,-2.814
maize,MX12,20010103,18.043,30.11,0.0,18960712.0,23.425,4.042,31.533,-4.042
maize,MX13,20010103,5.976,13.574,0.186,11843783.0,8.899,1.992,6.985,-1.806
maize,MX14,20010103,10.227,19.992,0.048,13573130.0,14.597,2.65,12.812,-2.602
maize,MX15,20010103,6.077,17.175,0.077,15531608.0,10.882,2.675,11.596,-2.598
maize,MX16,20010103,10.244,20.914,0.147,14427878.0,14.965,2.766,14.466,-2.619
maize,MX17,20010103,15.19,27.083,0.002,18109050.0,20.463,3.855,26.156,-3.853
maize,MX18,20010103,15.37,24.93,0.114,11427527.0,20.061,2.556,16.367,-2.442
maize,MX19,20010103,3.898,9.971,0.402,6933793.5,6.536,1.269,4.744,-0.867
maize,MX20,20010103,15.314,21.885,4.017,11545304.0,17.817,2.92,11.886,1.097
maize,MX21,20010103,9.185,19.367,0.116,15688097.0,13.458,3.442,15.199,-3.326
maize,MX22,20010103,7.184,15.548,0.033,12244000.0,10.166,2.34,8.447,-2.307
maize,MX23,20010103,19.576,27.83,0.109,12037789.0,22.789,3.16,19.695,-3.051
maize,MX24,20010103,8.115,11.808,2.272,5358509.0,9.338,1.187,3.953,1.085
maize,MX25,20010103,17.772,28.87,0.001,7776221.5,22.445,3.092,26.213,-3.091
maize,MX26,20010103,14.426,26.057,0.0,12314354.0,19.163,2.865,24.212,-2.865
maize,MX27,20010103,19.386,23.629,2.098,5473648.0,21.08,1.781,8.49,0.317
maize,MX28,20010103,6.633,11.102,0.697,5848412.0,8.155,1.608,5.529,-0.911
maize,MX29,20010103,5.034,13.858,0.08,14179772.0,8.779,2.474,8.238,-2.394
maize,MX30,20010103,15.278,18.608,3.102,4604873.5,16.49,1.514,6.34,1.588
maize,MX31,20010103,18.165,27.077,0.095,11914184.0,21.942,3.174,19.001,-3.079
maize,MX32,20010103,7.867,16.357,0.298,12104728.0,11.629,2.14,9.163,-1.842
maize,MX01,20010104,6.55,19.971,0.0,18006716.0,12.147,2.953,14.127,-2.953
maize,MX02,20010104,11.556,23.633,0.001,11764183.0,17.12,3.389,25.067,-3.388
maize,MX03,20010104,16.825,30.425,0.0,15710271.0,23.014,4.282,32.043,-4.282
maize,MX04,20010104,16.124,25.419,0.142,11195144.0,20.54,3.655,18.234,-3.513
maize,MX05,20010104,4.276,17.693,0.0,15352606.0,10.296,2.181,12.487,-2.181
maize,MX06,20010104,17.986,32.819,0.0,18352294.0,23.818,4.322,35.707,-4.322
maize,MX07,20010104,16.86,25.261,0.314,15202821.0,19.89,3.493,17.515,-3.179
maize,MX08,20010104,2.445,16.73,0.07,13858215.0,8.795,2.106,12.354,-2.036
maize,MX09,20010104,6.16,20.25,0.0,19436458.0,11.58,3.242,15.807,-3.242
maize,MX10,20010104,6.137,19.003,0.006,15574570.0,11.966,2.357,13.681,-2.351
maize,MX11,20010104,7.873,21.811,0.001,17824400.0,13.391,3.162,17.106,-3.161
maize,MX12,20010104,17.264,29.835,0.003,19561804.0,22.648,3.892,31.428,-3.889
maize,MX13,20010104,5.4,17.223,0.007,18318350.0,9.723,2.648,11.208,-2.641
maize,MX14,20010104,9.432,22.663,0.0,17095970.0,15.126,3.081,17.581,-3.081
maize,MX15,20010104,5.052,18.858,0.001,19411644.0,10.544,3.018,14.132,-3.017
maize,MX16,20010104,9.439,23.364,0.0,18035290.0,15.159,3.301,19.459,-3.301
maize,MX17,20010104,13.97,25.916,0.0,19167008.0,18.669,3.697,23.846,-3.697
maize,MX18,20010104,16.091,28.855,0.0,17115682.0,21.674,3.513,25.307,-3.513
maize,MX19,20010104,4.937,18.394,0.0,15049929.0,10.925,2.194,13.118,-2.194
maize,MX20,20010104,14.767,20.582,2.335,10876158.0,16.864,2.566,10.645,-0.231
maize,MX21,20010104,8.256,20.357,0.012,18258142.0,12.947,3.375,16.222,-3.363
maize,MX22,20010104,6.748,18.965,0.017,18275068.0,10.936,2.978,13.141,-2.961
maize,MX23,20010104,18.157,25.338,0.215,10210126.0,21.336,3.212,16.235,-2.997
maize,MX24,20010104,7.531,17.744,0.01,15133916.0,11.323,2.125,9.707,-2.115
maize,MX25,20010104,17.869,31.729,0.0,15592657.0,23.613,4.004,32.571,-4.004
maize,MX26,20010104,14.991,27.579,0.001,14648720.0,20.183,3.195,26.266,-3.194
maize,MX27,20010104,18.195,23.151,4.011,9742938.0,20.219,2.373,9.128,1.638
maize,MX28,20010104,6.706,19.52,0.007,15494632.0,12.311,2.285,13.053,-2.278
maize,MX29,20010104,4.085,17.446,0.001,18542830.0,9.542,2.919,12.6,-2.918
maize,MX30,20010104,14.744,18.662,1.044,7358385.5,16.085,1.551,6.263,-0.507
maize,MX31,20010104,15.722,23.449,0.064,8763580.0,19.559,3.132,14.653,-3.068
maize,MX32,20010104,6.877,19.484,0.0,17604124.0,12.352,2.689,13.491,-2.689
maize,MX01,20010105,7.232,22.413,0.007,18094008.0,14.334,3.044,17.627,-3.037
maize,MX02,20010105,12.478,22.153,0.518,8190863.5,16.578,2.835,22.091,-2.317
maize,MX03,20010105,16.866,30.923,0.004,15448872.0,23.581,4.297,31.932,-4.293
maize,MX04,20010105,12.469,26.665,0.0,18354226.0,18.668,3.646,24.354,-3.646
maize,MX05,20010105,6.85,21.644,0.0,15732292.0,13.553,2.554,17.226,-2.554
maize,MX06,20010105,17.156,30.536,0.003,18162346.0,22.866,3.638,27.035,-3.635
maize,MX07,20010105,16.305,26.751,0.144,19057460.0,20.217,3.829,20.497,-3.685
maize,MX08,20010105,2.581,18.568,0.017,14786378.0,10.424,2.112,14.482,-2.095
maize,MX09,20010105,6.47,20.726,0.0,20029608.0,12.729,3.5,17.254,-3.5
maize,MX10,20010105,6.996,21.78,0.068,16530083.0,13.908,2.568,17.62,-2.5
maize,MX11,20010105,8.088,24.029,0.0,18863528.0,15.244,3.342,20.956,-3.342
maize,MX12,20010105,16.699,30.323,0.079,19397158.0,23.139,3.67,31.996,-3.591
maize,MX13,20010105,5.793,20.114,0.001,19109994.0,11.465,3.107,15.202,-3.106
maize,MX14,20010105,9.496,24.653,0.0,18510750.0,16.59,3.219,20.839,-3.219
maize,MX15,20010105,5.257,19.663,0.001,19826010.0,11.48,3.277,15.782,-3.276
maize,MX16,20010105,9.531,24.414,0.003,19151940.0,16.441,3.386,21.487,-3.383
maize,MX17,20010105,13.508,26.996,0.0,19598636.0,19.516,3.785,26.334,-3.785
maize,MX18,20010105,15.455,28.73,0.0,17592984.0,21.426,3.175,23.795,-3.175
maize,MX19,20010105,7.699,22.715,0.0,16168418.0,14.222,2.617,17.85,-2.617
maize,MX20,20010105,14.242,24.193,0.125,15503819.0,18.592,3.133,15.836,-3.008
maize,MX21,20010105,7.446,22.564,0.001,20102432.0,13.968,3.612,19.943,-3.611
maize,MX22,20010105,6.223,21.745,0.0,19150662.0,12.916,3.235,17.746,-3.235
maize,MX23,20010105,15.139,25.8,0.0,18551964.0,19.083,3.502,20.253,-3.502
maize,MX24,20010105,8.544,22.404,0.0,17364758.0,14.849,2.724,15.046,-2.724
maize,MX25,20010105,17.069,31.734,0.0,15758866.0,23.602,4.157,32.22,-4.157
maize,MX26,20010105,13.293,28.204,0.011,14558133.0,20.509,3.185,26.457,-3.174
maize,MX27,20010105,16.028,24.524,0.047,14097639.0,19.441,2.694,13.743,-2.647
maize,MX28,20010105,10.258,23.887,0.0,16064650.0,16.356,2.694,16.337,-2.694
maize,MX29,20010105,4.26,19.228,0.0,20231968.0,10.178,3.416,15.309,-3.416
maize,MX30,20010105,14.649,22.868,0.085,13575284.0,18.047,2.332,11.274,-2.247
maize,MX31,20010105,13.198,25.056,0.0,17735622.0,18.328,3.516,20.372,-3.516
maize,MX32,20010105,8.115,21.968,0.015,17762306.0,14.681,2.858,17.114,-2.843
maize,MX01,20010106,7.148,22.98,0.074,17725114.0,14.577,3.013,18.407,-2.939
maize,MX02,20010106,11.867,23.588,0.002,12415700.0,16.981,2.179,22.98,-2.177
maize,MX03,20010106,17.369,28.116,0.0,15275389.0,21.16,4.117,22.4,-4.117
maize,MX04,20010106,12.926,28.814,0.0,18607786.0,19.714,3.92,28.588,-3.92
maize,MX05,20010106,7.985,23.771,0.341,15665682.0,15.736,2.858,20.354,-2.517
maize,MX06,20010106,17.507,29.764,0.467,16210517.0,22.618,3.276,22.778,-2.809
maize,MX07,20010106,15.964,27.579,0.022,19279026.0,20.481,3.8,22.265,-3.778
maize,MX08,20010106,3.542,14.321,1.815,12341321.0,9.405,1.954,9.001,-0.139
maize,MX09,20010106,6.34,21.783,0.0,20419106.0,13.158,3.412,19.954,-3.412
maize,MX10,20010106,6.592,21.947,0.084,16463394.0,13.917,3.227,18.712,-3.143
maize,MX11,20010106,7.778,25.222,0.0,19036186.0,15.587,3.251,23.628,-3.251
maize,MX12,20010106,17.824,30.736,0.069,18984030.0,23.364,3.698,31.023,-3.629
maize,MX13,20010106,4.865,21.28,0.001,19594388.0,11.677,3.161,17.798,-3.16
maize,MX14,20010106,9.142,25.426,0.029,18252932.0,16.706,3.225,22.022,-3.196
maize,MX15,20010106,4.855,20.42,0.003,20169032.0,11.603,3.179,17.406,-3.176
maize,MX16,20010106,9.116,25.202,0.024,19016964.0,16.207,3.261,22.689,-3.237
maize,MX17,20010106,14.166,28.045,0.0,19770550.0,20.164,3.882,28.774,-3.882
maize,MX18,20010106,14.513,27.813,0.006,17645208.0,20.568,3.078,20.663,-3.072
maize,MX19,20010106,8.61,24.018,0.24,15971321.0,15.762,2.756,18.386,-2.516
maize,MX20,20010106,15.206,25.554,0.059,17959612.0,19.412,3.485,17.748,-3.426
maize,MX21,20010106,7.758,23.351,0.001,20365326.0,14.75,3.651,21.925,-3.65
maize,MX22,20010106,5.826,23.055,0.0,19305348.0,13.461,3.156,20.303,-3.156
maize,MX23,20010106,13.778,26.409,0.0,18945030.0,19.044,3.553,20.111,-3.553
maize,MX24,20010106,9.576,23.483,0.029,16771188.0,15.801,2.696,15.354,-2.667
maize,MX25,20010106,16.767,30.002,0.01,15030669.0,22.938,3.776,27.899,-3.766
maize,MX26,20010106,14.783,26.29,0.61,13518242.0,19.922,3.069,22.525,-2.459
maize,MX27,20010106,15.445,25.259,0.0,17582804.0,19.244,3.005,15.568,-3.005
maize,MX28,20010106,12.469,25.6,0.0,15639818.0,18.408,2.902,16.348,-2.902
maize,MX29,20010106,3.55,19.937,0.001,20604690.0,10.752,3.309,17.042,-3.308
maize,MX30,20010106,15.521,24.72,0.071,15813651.0,19.023,2.75,13.485,-2.679
maize,MX31,20010106,13.0,26.597,0.0,17854886.0,18.652,3.452,22.914,-3.452
maize,MX32,20010106,8.137,22.468,0.11,17409742.0,14.772,3.078,17.995,-2.968
maize,MX01,20010107,7.38,22.622,0.0,18745574.0,14.446,3.485,19.099,-3.485
maize,MX02,20010107,9.436,22.443,0.0,11073215.0,15.753,1.976,20.604,-1.976
maize,MX03,20010107,14.218,24.439,0.0,15487088.0,18.404,3.213,15.657,-3.213
maize,MX04,20010107,13.819,31.109,0.0,18337644.0,22.395,4.491,29.904,-4.491
maize,MX05,20010107,10.062,21.846,0.037,15576838.0,15.126,3.563,17.583,-3.526
maize,MX06,20010107,17.823,29.755,0.536,16373989.0,22.796,3.288,22.778,-2.752
maize,MX07,20010107,15.817,28.949,0.024,20128180.0,21.579,3.913,24.813,-3.889
maize,MX08,20010107,3.283,13.933,0.025,14363843.0,8.13,2.149,9.599,-2.124
maize,MX09,20010107,6.381,22.617,0.05,19655840.0,13.899,3.469,19.823,-3.419
maize,MX10,20010107,7.694,20.748,0.002,16995856.0,12.972,3.214,17.259,-3.212
maize,MX11,20010107,8.875,25.401,0.0,19189012.0,16.207,3.765,24.629,-3.765
maize,MX12,20010107,17.136,31.023,0.048,19019438.0,23.709,3.81,30.993,-3.762
maize,MX13,20010107,5.72,23.022,0.033,19324312.0,13.959,3.543,20.214,-3.51
maize,MX14,20010107,9.611,24.695,0.013,18824832.0,16.407,3.537,21.718,-3.524
maize,MX15,20010107,5.512,20.462,0.221,19389700.0,12.256,3.192,16.28,-2.971
maize,MX16,20010107,9.454,24.835,0.124,18725056.0,16.297,3.364,21.507,-3.24
maize,MX17,20010107,14.419,28.218,0.047,19438538.0,20.907,3.754,28.033,-3.707
maize,MX18,20010107,14.446,26.954,0.02,17477988.0,19.941,3.036,19.474,-3.016
maize,MX19,20010107,11.171,24.805,0.454,15907158.0,16.989,3.389,19.895,-2.935
maize,MX20,20010107,14.832,26.741,0.088,19418816.0,20.306,3.515,18.97,-3.427
maize,MX21,20010107,8.81,23.675,0.134,20125914.0,15.929,3.617,21.619,-3.483
maize,MX22,20010107,7.122,23.669,0.002,19276122.0,14.698,3.857,21.486,-3.855
maize,MX23,20010107,14.356,27.149,0.296,13613309.0,20.81,2.909,17.529,-2.613
maize,MX24,20010107,11.14,25.033,0.087,16919040.0,17.414,3.227,17.882,-3.14
maize,MX25,20010107,16.452,28.326,0.0,15620056.0,21.137,3.402,23.942,-3.402
maize,MX26,20010107,12.963,24.573,0.001,14777235.0,17.847,2.779,19.513,-2.778
maize,MX27,20010107,15.274,26.846,0.0,18611576.0,20.937,3.465,16.245,-3.465
maize,MX28,20010107,15.889,26.603,0.164,14481826.0,20.247,3.036,16.666,-2.872
maize,MX29,20010107,4.669,20.571,0.184,20326292.0,12.131,3.308,17.46,-3.124
maize,MX30,20010107,15.153,25.976,0.048,17760618.0,19.895,3.064,15.047,-3.016
maize,MX31,20010107,12.446,28.683,0.0,17737172.0,20.651,3.987,25.27,-3.987
maize,MX32,20010107,8.142,21.281,0.0,18095270.0,14.026,3.311,16.888,-3.311
maize,MX01,20010108,7.156,20.99,0.002,17387122.0,13.838,3.198,16.718,-3.196
maize,MX02,20010108,10.109,18.993,0.305,7250824.0,14.506,1.903,13.927,-1.598
maize,MX03,20010108,12.986,23.63,0.0,15791439.0,18.161,2.99,14.052,-2.99
maize,MX04,20010108,18.318,30.753,0.014,14679574.0,23.515,3.668,25.547,-3.654
maize,MX05,20010108,6.165,14.085,0.316,11057712.0,9.422,2.45,9.278,-2.134
maize,MX06,20010108,18.593,29.916,0.155,15622713.0,23.14,3.35,23.108,-3.195
maize,MX07,20010108,16.226,27.983,0.095,19225620.0,21.291,3.993,22.259,-3.898
maize,MX08,20010108,3.313,11.866,0.011,14004793.0,6.797,2.279,8.45,-2.268
maize,MX09,20010108,7.443,20.333,0.564,14828048.0,12.902,2.927,15.625,-2.363
maize,MX10,20010108,6.157,17.885,0.0,13715145.0,10.997,2.409,13.654,-2.409
maize,MX11,20010108,8.579,23.459,0.046,16544520.0,15.126,3.216,20.215,-3.17
maize,MX12,20010108,17.86,30.981,0.245,18169048.0,23.973,3.698,30.902,-3.453
maize,MX13,20010108,7.196,16.246,0.46,10647280.0,10.405,2.165,9.436,-1.705
maize,MX14,20010108,9.917,24.307,0.013,17281456.0,16.387,3.217,20.939,-3.204
maize,MX15,20010108,6.059,18.459,0.768,15423099.0,11.214,2.725,13.078,-1.957
maize,MX16,20010108,9.644,24.155,0.096,16683601.0,16.166,3.121,20.435,-3.025
maize,MX17,20010108,15.028,28.046,0.184,18340064.0,21.359,3.766,28.193,-3.582
maize,MX18,20010108,14.747,26.564,0.0,15416872.0,19.875,2.727,18.335,-2.727
maize,MX19,20010108,7.665,15.025,2.353,5952028.0,10.758,2.015,8.923,0.338
maize,MX20,20010108,16.376,24.393,3.303,14379858.0,19.716,3.107,14.32,0.196
maize,MX21,20010108,8.991,21.249,0.502,16138794.0,14.507,3.318,17.565,-2.816
maize,MX22,20010108,8.532,20.56,0.155,16229062.0,12.501,3.269,14.834,-3.114
maize,MX23,20010108,18.598,28.052,0.45,13757927.0,22.644,2.977,18.035,-2.527
maize,MX24,20010108,10.376,17.83,2.445,8575001.0,13.413,2.164,8.712,0.281
maize,MX25,20010108,14.777,26.818,0.0,14880809.0,19.988,2.884,20.193,-2.884
maize,MX26,20010108,12.334,23.735,0.017,15072262.0,17.278,2.556,17.157,-2.539
maize,MX27,20010108,17.96,26.578,0.704,16428302.0,22.064,3.076,13.347,-2.372
maize,MX28,20010108,11.794,18.84,0.686,8675083.0,14.607,2.905,12.304,-2.219
maize,MX29,20010108,5.082,16.485,0.883,14224754.0,9.957,2.531,10.729,-1.648
maize,MX30,20010108,16.791,22.35,3.526,10611709.0,19.049,2.428,9.833,1.098
maize,MX31,20010108,16.306,30.002,0.001,15616004.0,22.525,3.414,25.625,-3.413
maize,MX32,20010108,8.014,20.257,0.005,16093836.0,13.535,2.98,16.053,-2.975
maize,MX01,20010109,9.475,17.844,0.108,13022892.0,13.418,3.06,11.627,-2.952
maize,MX02,20010109,8.411,17.726,0.453,11652786.0,12.955,1.779,10.103,-1.326
maize,MX03,20010109,13.025,22.389,0.117,14886831.0,16.707,3.62,15.223,-3.503
maize,MX04,20010109,18.891,29.393,0.153,12800258.0,23.346,3.618,23.112,-3.465
maize,MX05,20010109,4.698,14.524,1.163,11389250.0,9.182,2.446,10.018,-1.283
maize,MX06,20010109,17.993,26.858,3.788,14645333.0,21.583,2.862,17.001,0.926
maize,MX07,20010109,17.069,26.285,0.541,17274036.0,20.332,3.686,18.903,-3.145
maize,MX08,20010109,1.642,12.761,5.809,12052306.0,5.107,2.073,8.755,3.736
maize,MX09,20010109,7.623,19.237,0.787,14466869.0,12.721,2.762,13.655,-1.975
maize,MX10,20010109,6.806,18.439,0.667,15363112.0,11.377,3.697,14.369,-3.03
maize,MX11,20010109,9.583,20.743,1.776,15130268.0,14.232,2.746,13.815,-0.97
maize,MX12,20010109,18.016,27.688,4.851,14689753.0,22.098,2.987,20.501,1.864
maize,MX13,20010109,7.167,16.494,3.757,12209392.0,10.663,2.046,9.028,1.711
maize,MX14,20010109,10.938,20.921,1.106,13598797.0,15.393,2.748,13.006,-1.642
maize,MX15,20010109,6.518,16.692,2.201,13876648.0,10.886,2.343,10.058,-0.142
maize,MX16,20010109,10.789,20.177,1.803,14767731.0,15.019,2.626,11.873,-0.823
maize,MX17,20010109,15.607,25.564,3.114,15895274.0,19.898,3.225,21.222,-0.111
maize,MX18,20010109,16.138,23.517,5.768,9628166.0,19.238,1.976,11.387,3.792
maize,MX19,20010109,6.582,13.48,1.115,8550338.0,9.759,1.819,6.826,-0.704
maize,MX20,20010109,16.044,22.97,1.385,12380685.0,18.508,2.759,12.983,-1.374
maize,MX21,20010109,9.729,20.045,3.823,15134366.0,14.131,2.886,14.116,0.937
maize,MX22,20010109,8.544,19.541,3.888,13371543.0,12.347,2.394,12.365,1.494
maize,MX23,20010109,18.564,28.393,0.041,16357452.0,22.576,3.589,19.565,-3.548
maize,MX24,20010109,9.501,13.848,4.231,6939675.5,11.145,1.575,5.665,2.656
maize,MX25,20010109,14.816,25.378,1.983,13861598.0,18.892,2.732,17.121,-0.749
maize,MX26,20010109,11.601,20.049,2.993,11206758.0,14.481,2.414,12.686,0.579
maize,MX27,20010109,19.441,24.993,1.698,12532711.0,21.191,2.427,10.367,-0.729
maize,MX28,20010109,11.266,16.246,3.237,6050541.0,13.889,1.666,7.514,1.571
maize,MX29,20010109,6.095,16.402,5.019,14183697.0,10.658,2.447,9.921,2.572
maize,MX30,20010109,16.572,20.084,2.155,6055116.5,17.67,1.572,7.391,0.583
maize,MX31,20010109,18.374,27.531,0.342,13078606.0,21.93,3.447,18.31,-3.105
maize,MX32,20010109,9.338,16.964,0.112,11700158.0,12.72,2.874,11.094,-2.762
maize,MX01,20010110,7.785,20.94,0.0,18772726.0,13.365,3.782,15.894,-3.782
maize,MX02,20010110,6.975,19.192,0.07,13126296.0,13.402,2.06,11.844,-1.99
maize,MX03,20010110,8.898,22.535,0.0,16915574.0,15.885,3.409,18.642,-3.409
maize,MX04,20010110,18.558,29.099,0.033,11336428.0,23.179,3.862,23.493,-3.829
maize,MX05,20010110,5.757,17.197,3.411,14808882.0,10.691,2.596,11.706,0.815
maize,MX06,20010110,17.166,27.97,0.392,15992210.0,21.589,3.262,21.251,-2.87
maize,MX07,20010110,16.683,28.363,0.06,19197038.0,21.512,3.845,23.366,-3.785
maize,MX08,20010110,-0.055,9.03,0.396,14761112.0,3.186,1.94,6.959,-1.544
maize,MX09,20010110,8.085,17.689,0.501,13262150.0,12.11,2.532,10.829,-2.031
maize,MX10,20010110,6.412,19.111,0.256,18244732.0,11.446,4.349,16.898,-4.093
maize,MX11,20010110,8.015,21.74,0.033,16560582.0,14.267,3.092,16.218,-3.059
maize,MX12,20010110,17.26,27.167,1.728,15729328.0,21.817,3.01,19.829,-1.282
maize,MX13,20010110,7.279,19.462,0.18,15711431.0,12.47,2.913,13.66,-2.733
maize,MX14,20010110,9.219,22.305,0.07,17091924.0,15.204,3.125,16.184,-3.055
maize,MX15,20010110,6.098,16.045,0.556,14140218.0,10.5,2.432,9.521,-1.876
