adm_id,awc,bulk_density,year,max_cum_gdd1,max_cum_gdd2,max_cum_gdd3,max_cum_gdd4,max_cum_gdd5,max_cum_gdd6,max_cum_gdd7,max_cum_gdd8,max_cum_gdd9,max_cum_prec1,max_cum_prec2,max_cum_prec3,max_cum_prec4,max_cum_prec5,max_cum_prec6,max_cum_prec7,max_cum_prec8,max_cum_prec9,mean_cum_cwb1,mean_cum_cwb2,mean_cum_cwb3,mean_cum_cwb4,mean_cum_cwb5,mean_cum_cwb6,mean_cum_cwb7,mean_cum_cwb8,mean_cum_cwb9,mean_prec1,mean_prec2,mean_prec3,mean_prec4,mean_prec5,mean_prec6,mean_prec7,mean_prec8,mean_prec9,mean_rad1,mean_rad2,mean_rad3,mean_rad4,mean_rad5,mean_rad6,mean_rad7,mean_rad8,mean_rad9,mean_tavg1,mean_tavg2,mean_tavg3,mean_tavg4,mean_tavg5,mean_tavg6,mean_tavg7,mean_tavg8,mean_tavg9,mean_tmax1,mean_tmax2,mean_tmax3,mean_tmax4,mean_tmax5,mean_tmax6,mean_tmax7,mean_tmax8,mean_tmax9,mean_tmin1,mean_tmin2,mean_tmin3,mean_tmin4,mean_tmin5,mean_tmin6,mean_tmin7,mean_tmin8,mean_tmin9,tmin<0p1,tmin<0p2,tmin<0p3,tmin<0p4,tmin<0p5,tmin<0p6,tmin<0p7,tmin<0p8,tmin<0p9,tmax>35p1,tmax>35p2,tmax>35p3,tmax>35p4,tmax>35p5,tmax>35p6,tmax>35p7,tmax>35p8,tmax>35p9,prec<1p1,prec<1p2,prec<1p3,prec<1p4,prec<1p5,prec<1p6,prec<1p7,prec<1p8,prec<1p9,max_cum_fpar2,max_cum_fpar3,max_cum_fpar4,max_cum_fpar5,max_cum_fpar6,max_cum_fpar7,max_cum_fpar8,max_cum_fpar9,max_cum_ndvi2,max_cum_ndvi3,max_cum_ndvi4,max_cum_ndvi5,max_cum_ndvi6,max_cum_ndvi7,max_cum_ndvi8,max_cum_ndvi9,mean_ssm1,mean_ssm2,mean_ssm3,mean_ssm4,mean_ssm5,mean_ssm6,mean_ssm7,mean_ssm8,mean_ssm9,yield
MX12,13.381,1.455,2014,0.0,139.846,654.455,1187.759,1691.956,2137.131,2608.35,2954.76,0.0,0.0,0.20599999999999996,3.406,16.286,141.367,391.416,516.192,666.636,0.0,0.0,-24.60311111111111,-129.4310322580645,-302.4950666666667,-433.2123548387097,-375.20633333333336,-287.04054838709675,-307.26004166666667,0.0,0.0,0.022888888888888886,0.1032258064516129,0.42933333333333334,4.034870967741935,8.334966666666666,4.025032258064517,6.2684999999999995,0.0,0.0,22772276.666666668,24142966.129032258,25671074.866666667,22278786.774193548,20464358.8,23474169.19354839,22225312.25,0.0,0.0,25.538444444444444,26.600290322580648,27.776799999999998,26.26441935483871,24.839166666666664,25.200612903225807,24.43375,0.0,0.0,33.272999999999996,34.163870967741936,35.28556666666667,32.64709677419355,29.91946666666667,30.474129032258062,29.346500000000002,0.0,0.0,18.59488888888889,19.528645161290324,20.690266666666666,21.00125806451613,20.9176,20.878258064516128,20.598916666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,31.0,27.0,9.0,0.0,6.0,0.0,0.0,32.12,121.878,204.865,308.18,469.472,664.066,878.361,0.0,0.354,1.693,2.678,4.302,7.029,9.915,12.197,0.0,0.0,5.370444444444445,4.96641935483871,4.503866666666666,5.209677419354839,6.8737,7.241032258064516,7.112333333333333,0.0,1.858
MX13,14.796,1.464,2014,0.0,24.961,220.612,454.215,660.401,874.873,1071.432,1271.897,1298.29,0.0,2.397,34.116,69.356,159.648,361.55,485.057,589.034,619.479,0.0,-8.99625,-74.97770967741936,-203.61433333333335,-283.7985161290323,-308.54929999999996,-210.37770967741935,-252.31825806451613,-262.42975,0.0,0.59925,1.0231935483870969,1.1746666666666667,2.912645161290323,6.730066666666667,3.9840967741935485,3.3540967741935486,7.61125,0.0,21834150.0,23454747.16129032,25254630.2,23474825.741935484,20835569.933333334,22927204.967741936,23047659.35483871,17616047.75,0.0,16.24025,16.31132258064516,17.786766666666665,16.65116129032258,17.149066666666666,16.340612903225807,16.466612903225805,16.59825,0.0,24.42575,24.67841935483871,25.9393,23.774903225806455,22.951266666666665,22.274677419354838,22.698,21.94525,0.0,9.42775,9.233,10.596599999999999,11.114612903225806,12.946366666666668,12.00183870967742,11.838709677419354,12.78275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,20.0,13.0,9.0,8.0,8.0,0.0,0.0,94.789,186.488,290.64300000000003,430.541,603.2379999999999,779.045,834.218,0.361,1.773,2.826,4.474,6.664,9.175,11.649000000000001,0.0,0.0,4.7145,4.5897741935483864,4.317966666666666,4.672193548387097,5.079400000000001,5.5683870967741935,5.242999999999999,5.385,3.153
MX14,14.163,1.49,2014,0.0,99.927,383.534,723.754,1076.409,1407.304,1713.348,1915.834,0.0,0.0,0.068,3.282,9.76,84.711,290.11899999999997,462.408,578.577,0.0,0.0,-28.593666666666664,-136.52525806451615,-310.1374333333333,-457.6238064516129,-475.5075,-387.66306451612905,-381.2187619047619,0.0,0.0,0.005666666666666667,0.1036774193548387,0.21593333333333334,2.417774193548387,6.846933333333333,5.557709677419354,5.531857142857143,0.0,0.0,22510850.333333332,25241869.741935484,26597908.466666665,23573987.967741936,21689123.0,23137065.35483871,22981877.14285714,0.0,0.0,18.32725,19.148612903225807,21.340666666666667,21.375967741935483,21.029833333333332,19.872387096774194,19.642190476190475,0.0,0.0,26.626083333333337,27.54532258064516,29.49573333333333,28.689096774193548,27.57763333333333,26.342064516129035,25.997666666666667,0.0,0.0,10.650166666666665,11.253096774193548,13.271766666666668,15.086322580645161,16.2167,15.403064516129032,15.235428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,31.0,28.0,16.0,5.0,2.0,0.0,0.0,33.652,128.484,210.234,295.0,426.05,614.7570000000001,830.362,0.0,0.754,2.143,3.072,4.365,6.4879999999999995,9.26,11.453,0.0,0.0,4.699666666666666,4.245258064516129,3.6961333333333335,4.043516129032258,4.9989,5.675774193548388,5.710142857142857,0.0,7.296
MX15,15.248,1.372,2014,0.0,20.345,183.857,371.762,545.395,709.713,855.8199999999999,998.635,0.0,0.0,0.56,20.454,77.132,241.158,531.309,758.096,991.42,0.0,0.0,-10.26475,-84.04935483870969,-202.30943333333335,-260.8194193548387,-150.76546666666667,42.83500000000001,128.22661290322583,0.0,0.0,0.14,0.641741935483871,1.8892666666666666,5.291161290322581,9.6717,7.315709677419355,7.526580645161291,0.0,0.0,23125129.0,24632026.64516129,25112736.8,22694432.903225806,20453426.3,22175691.48387097,21881428.64516129,0.0,0.0,15.08625,15.27458064516129,16.2635,15.601064516129032,15.477266666666667,14.713129032258063,14.606935483870968,0.0,0.0,22.97275,23.143032258064515,23.737466666666666,22.10474193548387,20.833733333333335,20.44022580645161,20.269483870967743,0.0,0.0,7.7245,7.7990645161290315,9.156466666666667,9.974387096774194,11.161200000000001,10.433,10.209451612903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,16.0,9.0,1.0,1.0,1.0,0.0,0.0,68.646,137.528,224.278,359.24899999999997,538.722,731.125,0.0,0.303,1.492,2.401,3.9699999999999998,6.281,8.928,11.639,0.0,0.0,5.7692499999999995,5.427516129032258,5.041066666666667,5.3104516129032255,6.1569666666666665,6.972354838709678,7.142548387096775,0.0,2.218
MX16,14.622,1.507,2014,0.0,93.166,381.36,714.463,1034.713,1330.629,1606.426,1819.766,0.0,0.0,0.427,5.711,24.301000000000002,149.837,380.373,595.021,769.442,0.0,0.0,-25.87409090909091,-127.7783870967742,-287.1844333333333,-397.05458064516125,-364.2556333333333,-224.26690322580646,-168.74652000000003,0.0,0.0,0.038818181818181814,0.1704516129032258,0.6196666666666667,4.049548387096774,7.684533333333333,6.924129032258064,6.976839999999999,0.0,0.0,22365642.363636363,24844679.032258064,25559175.8,22332643.29032258,20738446.033333335,22162184.19354839,21669534.16,0.0,0.0,18.469636363636365,19.29658064516129,21.10343333333333,20.330645161290324,19.863866666666663,18.89667741935484,18.5336,0.0,0.0,26.802818181818182,27.656,29.135366666666666,27.335935483870966,26.031366666666667,25.190838709677422,24.609479999999998,0.0,0.0,10.94509090909091,11.380548387096775,13.354966666666666,14.56090322580645,15.3709,14.634387096774194,14.31836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,30.0,22.0,13.0,5.0,0.0,0.0,0.0,35.457,141.054,233.6,327.449,471.03700000000003,667.655,883.866,0.0,0.815,2.367,3.435,4.989,7.4239999999999995,10.381,12.615,0.0,0.0,5.241454545454546,4.721967741935484,4.113033333333333,4.501516129032258,5.4663,6.221903225806451,6.6,0.0,4.485
MX17,13.863,1.454,2014,0.0,56.821,521.2479999999999,996.601,1428.538,1812.099,2218.836,2622.667,0.0,0.0,0.29,3.936,33.347,207.157,514.008,634.213,838.654,0.0,0.0,-12.3865,-105.78935483870967,-269.6151,-372.3235483870968,-242.10649999999998,-141.36935483870968,-174.05832258064515,0.0,0.0,0.0725,0.11761290322580646,0.9803666666666666,5.606774193548387,10.228366666666666,3.87758064516129,6.594870967741936,0.0,0.0,22846171.0,24205334.70967742,25008788.933333334,22282391.096774194,20849148.7,23681218.64516129,23203413.870967742,0.0,0.0,24.20525,24.981516129032258,25.8451,23.933451612903227,22.78536666666667,23.120548387096772,23.026806451612902,0.0,0.0,31.29475,31.909870967741934,33.1066,30.34864516129032,27.990166666666667,28.882774193548386,28.43783870967742,0.0,0.0,17.082,17.333451612903225,18.418833333333335,18.47383870967742,18.457366666666665,17.97816129032258,18.01577419354839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,20.0,10.0,1.0,7.0,2.0,0.0,0.0,77.718,149.219,232.06900000000002,360.797,530.496,734.505,0.0,0.313,1.519,2.424,3.814,6.162,8.7,11.594,0.0,0.0,6.0585,5.571290322580645,5.033966666666667,5.663548387096774,7.646733333333333,8.401354838709677,8.023193548387097,0.0,3.29
MX18,13.732,1.443,2014,0.0,129.139,475.235,862.775,1315.767,1753.006,2189.216,2521.702,0.0,0.0,0.013000000000000001,6.8020000000000005,10.041,69.883,355.397,565.332,831.232,0.0,0.0,-27.352249999999998,-120.47170967741935,-280.2149,-433.07451612903225,-414.60026666666664,-271.6297096774194,-167.70876,0.0,0.0,0.0010833333333333335,0.219,0.10796666666666668,1.9303870967741934,9.517133333333334,6.772096774193549,10.636,0.0,0.0,21961847.666666668,24450063.16129032,26887495.666666668,24900379.70967742,19549812.566666666,21991268.06451613,21218921.6,0.0,0.0,20.761583333333334,21.164387096774195,22.918,24.61264516129032,24.574633333333335,24.071290322580648,23.29944,0.0,0.0,29.276333333333337,29.489032258064515,31.498533333333334,32.17638709677419,30.1884,30.00048387096774,28.77552,0.0,0.0,13.988666666666667,14.45790322580645,15.724166666666667,18.51974193548387,20.633366666666667,20.28009677419355,20.10192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,28.0,29.0,21.0,0.0,2.0,0.0,0.0,47.421,171.943,272.065,367.06100000000004,497.64300000000003,676.679,879.514,0.0,1.0470000000000002,2.892,4.073,5.565,7.735,10.475,12.677,0.0,0.0,3.829916666666667,3.6836774193548387,3.2098,3.4131612903225808,4.8877,5.301387096774193,5.6288800000000005,0.0,4.695
MX19,12.117,1.486,2014,0.0,116.539,330.408,663.252,1028.952,1465.884,1918.936,2259.955,0.0,0.0,7.420999999999999,60.068,82.672,158.422,243.673,305.828,353.246,0.0,0.0,-31.34786666666667,-84.09322580645163,-209.96503333333334,-330.7286774193548,-448.68986666666666,-530.775193548387,-650.926347826087,0.0,0.0,0.4947333333333333,1.6982903225806452,0.7534666666666666,2.443548387096774,2.8417000000000003,2.005,2.0616521739130436,0.0,0.0,18783741.333333332,19865946.580645163,23705284.7,23207508.612903226,23436655.8,24311091.80645161,23992152.260869566,0.0,0.0,17.769266666666667,16.899,21.094800000000003,21.796774193548387,24.5644,24.61458064516129,24.82691304347826,0.0,0.0,25.960533333333334,24.130225806451612,28.58673333333333,28.856,31.09173333333333,31.34867741935484,31.671565217391304,0.0,0.0,11.132533333333333,10.989225806451612,14.714733333333333,16.12732258064516,19.568499999999997,19.38432258064516,19.670478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,21.0,22.0,18.0,16.0,18.0,9.0,0.0,37.949,155.308,268.182,375.06,486.342,605.54,730.2570000000001,0.0,0.865,2.661,3.943,5.575,7.267,8.959,10.199,0.0,0.0,4.1914,4.24858064516129,3.7884666666666664,3.9740322580645158,3.8215999999999997,4.018774193548387,3.7436086956521737,0.0,1.4809999999999999
MX20,13.078,1.416,2014,0.0,183.43,610.299,1068.65,1510.29,1942.875,2393.843,2569.792,0.0,0.0,8.318999999999999,46.518,92.71,278.377,511.367,688.055,743.191,0.0,0.0,-32.126714285714286,-108.53661290322582,-233.38383333333334,-277.07290322580644,-175.35026666666667,-78.62396774193547,-118.27591666666666,0.0,0.0,0.5942142857142857,1.232225806451613,1.5397333333333334,5.989258064516129,7.766333333333334,5.699612903225806,4.594666666666667,0.0,0.0,20775180.35714286,21559939.48387097,23668333.266666666,20472198.870967742,20011137.666666668,22071952.741935484,22955191.666666668,0.0,0.0,23.10214285714286,23.769967741935485,25.278366666666667,24.246451612903225,24.419500000000003,24.547354838709676,24.66241666666667,0.0,0.0,29.553785714285713,30.195032258064515,31.888033333333333,29.580032258064517,29.246133333333333,29.483774193548385,29.858833333333333,0.0,0.0,17.38807142857143,18.22616129032258,19.622400000000003,20.231806451612904,20.968433333333333,20.76306451612903,20.714916666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,19.0,8.0,0.0,4.0,1.0,0.0,38.215,145.17700000000002,246.36,370.583,537.818,716.991,833.365,0.0,0.9139999999999999,2.674,3.918,5.97,8.672,11.385,12.044,0.0,0.0,6.534928571428572,6.321612903225806,5.893066666666667,6.369483870967742,7.3960333333333335,7.364612903225806,7.0609166666666665,0.0,1.334
MX21,14.354,1.463,2014,0.0,75.201,350.171,640.249,902.236,1151.85,1396.201,1606.588,0.0,0.0,2.71,24.708,67.505,274.434,522.446,637.908,710.561,0.0,0.0,-22.151555555555557,-112.19335483870968,-250.62653333333336,-298.19503225806454,-189.2994,-101.62890322580645,-170.09080000000003,0.0,0.0,0.3011111111111111,0.7096129032258065,1.4265666666666665,6.675129032258065,8.267066666666667,3.7245806451612906,2.90612,0.0,0.0,22756241.555555556,24116154.129032258,25026873.533333335,22490713.258064516,21060910.2,23599997.903225806,23543026.4,0.0,0.0,18.355666666666664,18.87,19.669266666666665,18.451193548387096,18.32046666666667,17.882290322580644,18.41548,0.0,0.0,25.840666666666667,26.279193548387095,27.240333333333336,24.860806451612905,23.807633333333335,24.062096774193545,24.803960000000004,0.0,0.0,10.796444444444443,11.186870967741935,12.264333333333333,13.033096774193549,13.740566666666666,12.668161290322582,13.019200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,19.0,8.0,7.0,12.0,5.0,0.0,23.198,89.352,153.45600000000002,231.40800000000002,353.652,515.004,690.911,0.0,0.293,1.4289999999999998,2.285,3.666,5.728,8.096,9.943999999999999,0.0,0.0,5.160888888888889,4.879967741935483,4.495666666666667,5.151129032258065,6.328266666666667,6.675096774193548,6.271559999999999,0.0,1.785
MX22,14.798,1.473,2014,0.0,53.836999999999996,299.824,579.806,824.622,1080.681,1310.566,1549.628,0.0,0.0,1.8319999999999999,14.818,49.231,137.388,362.83299999999997,484.396,582.49,0.0,0.0,-16.788714285714285,-112.31429032258065,-274.4662333333333,-366.49922580645165,-411.6553,-295.61035483870967,-342.0034838709677,0.0,0.0,0.2617142857142857,0.4189032258064516,1.1470999999999998,2.843774193548387,7.514833333333333,3.9213870967741937,3.164322580645161,0.0,0.0,22637102.57142857,24468909.48387097,26001789.133333333,23503001.580645163,21360884.666666668,23133762.80645161,23449368.51612903,0.0,0.0,17.691,17.93506451612903,19.332733333333334,17.897290322580645,18.5353,17.41564516129032,17.71167741935484,0.0,0.0,26.16371428571429,26.515806451612903,27.629066666666667,25.443193548387097,25.134433333333334,23.71090322580645,24.31509677419355,0.0,0.0,9.718,10.12616129032258,11.626766666666667,12.02141935483871,13.750566666666666,13.08258064516129,12.878354838709678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,23.0,16.0,14.0,13.0,14.0,0.0,0.0,91.001,172.675,263.868,396.59000000000003,571.842,756.267,0.0,0.33,1.651,2.579,4.11,6.308,8.917,11.41,0.0,0.0,6.057142857142857,5.757935483870968,5.331833333333334,5.575354838709678,6.0956,6.889903225806451,6.827935483870967,0.0,4.021
MX24,12.983,1.469,2014,0.0,125.065,404.301,768.923,1143.912,1541.397,1934.232,2274.5,0.0,0.0,5.802,45.243,66.198,139.544,321.523,449.379,512.683,0.0,0.0,-28.962357142857144,-103.75570967741936,-236.34716666666665,-353.4172580645161,-407.652,-341.9931290322581,-421.7055,0.0,0.0,0.4144285714285714,1.2722903225806452,0.6984999999999999,2.366,6.065966666666666,4.124387096774194,2.434769230769231,0.0,0.0,19571809.42857143,21216617.64516129,24223048.566666666,22881752.612903226,22068657.233333334,23192158.16129032,24108333.769230768,0.0,0.0,18.933214285714286,19.007612903225805,22.154066666666665,22.096419354838712,23.2495,22.672096774193548,23.08723076923077,0.0,0.0,26.042714285714286,26.167032258064516,29.5154,28.552612903225807,28.815966666666668,27.920290322580644,28.760269230769232,0.0,0.0,12.718785714285714,13.059483870967743,15.680266666666666,16.864677419354837,19.229133333333333,18.69503225806452,18.67642307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,21.0,15.0,6.0,15.0,10.0,0.0,37.332,147.365,250.009,351.06399999999996,471.518,614.407,765.654,0.0,0.883,2.6390000000000002,3.917,5.534,7.402,9.494,11.125,0.0,0.0,4.723571428571428,4.654806451612903,4.1437333333333335,4.404,4.8503,5.1211935483870965,4.736307692307692,0.0,1.3569999999999998
MX25,14.331,1.562,2014,0.0,141.81900000000002,518.502,943.08,1480.58,2081.363,2658.302,3056.609,0.0,0.0,0.056,8.95,9.074,9.883,66.297,269.617,427.673,0.0,0.0,-28.293666666666667,-122.05732258064516,-287.37576666666666,-478.2814193548387,-660.2919999999999,-644.1997419354839,-616.1965909090909,0.0,0.0,0.004666666666666667,0.2869032258064516,0.0041333333333333335,0.026096774193548385,1.8804666666666667,6.558709677419355,7.184363636363636,0.0,0.0,20447172.166666668,23249497.64516129,26726107.2,27250705.48387097,23916266.066666666,20145976.70967742,19297434.318181816,0.0,0.0,21.818250000000003,22.151064516129033,24.1526,27.338709677419356,30.0261,28.610935483870968,28.104863636363635,0.0,0.0,30.9415,30.278612903225806,32.40376666666667,34.79109677419355,35.59983333333333,33.44841935483871,32.61659090909091,0.0,0.0,14.315666666666667,15.169290322580645,16.751766666666665,20.067258064516132,24.9083,24.687129032258067,24.64968181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,23.0,4.0,0.0,0.0,0.0,12.0,30.0,30.0,31.0,18.0,7.0,1.0,0.0,61.227,237.345,385.615,495.626,581.496,676.912,789.731,0.0,1.145,3.396,4.889,6.39,7.614,9.222,10.644,0.0,0.0,3.048583333333333,3.0413548387096774,2.379633333333333,2.073322580645161,2.9701999999999997,4.781290322580645,4.935818181818181,0.0,9.208
MX26,13.998,1.527,2014,0.0,110.72800000000001,435.559,823.875,1337.461,1966.6100000000001,2551.36,2943.79,0.0,0.0,0.030000000000000002,7.313,7.576,7.829999999999999,15.188999999999998,163.794,268.771,0.0,0.0,-24.021,-112.04283870967741,-278.86539999999997,-480.3251290322581,-696.0759999999999,-775.9446774193549,-815.8453333333333,0.0,0.0,0.0027272727272727275,0.23493548387096772,0.008766666666666667,0.008193548387096775,0.2453,4.793709677419354,4.998904761904762,0.0,0.0,19816468.0,22566856.51612903,26387252.333333332,28774852.580645163,27275304.066666666,21195120.032258064,20730785.04761905,0.0,0.0,20.066181818181818,20.47841935483871,22.94386666666667,26.567290322580646,30.971633333333333,28.862903225806452,28.687142857142856,0.0,0.0,28.583727272727273,28.472032258064516,31.069733333333332,34.72854838709677,37.43733333333333,34.12732258064516,33.76861904761905,0.0,0.0,12.46709090909091,13.340548387096774,15.043933333333333,18.25758064516129,24.6839,24.62132258064516,24.871952380952383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,30.0,10.0,4.0,0.0,0.0,11.0,29.0,30.0,31.0,27.0,7.0,2.0,0.0,62.073,236.069,355.307,428.69,495.676,593.014,727.889,0.0,1.152,3.2809999999999997,4.287,5.338,6.337,7.879,9.317,0.0,0.0,2.0681818181818183,2.1229354838709673,1.4599666666666666,1.2129032258064516,1.5847,3.8062903225806455,3.983476190476191,0.0,4.475
MX27,13.379,1.407,2014,21.916,424.998,953.003,1518.332,2047.84,2567.062,2867.454,0.0,0.0,2.736,31.101,63.841,130.154,372.126,613.608,673.209,0.0,0.0,-1.5035,-38.35432142857143,-148.08438709677418,-297.3174,-315.74177419354834,-118.01629999999999,-164.9135294117647,0.0,0.0,1.368,1.0130357142857143,1.0561290322580645,2.2104333333333335,7.805548387096774,8.0494,3.5059411764705883,0.0,0.0,10780541.0,17750975.82142857,20966782.80645161,23125592.0,19325958.177419353,19093172.466666665,21909689.88235294,0.0,0.0,20.958,24.395785714285715,27.03241935483871,28.844299999999997,27.080903225806452,27.307399999999998,27.670117647058824,0.0,0.0,24.89,29.35967857142857,32.989838709677414,34.95143333333333,31.82864516129032,31.948566666666668,32.72147058823529,0.0,0.0,18.804000000000002,20.56464285714286,22.094774193548385,23.611333333333334,23.766129032258064,24.290366666666667,24.03964705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,3.0,0.0,0.0,0.0,0.0,1.0,20.0,26.0,22.0,12.0,5.0,9.0,0.0,0.0,166.293,333.488,497.335,669.209,846.532,965.265,0.0,0.0,2.926,5.686,7.658,10.511,13.494,14.965,0.0,0.0,7.927,7.613678571428571,6.802548387096774,5.7502,6.146741935483871,6.998166666666666,6.4448823529411765,0.0,0.0,1.5200000000000002
MX28,14.207,1.556,2014,0.0,143.88,454.216,885.468,1357.033,1892.363,2449.419,2961.22,0.0,0.0,14.158999999999999,61.244,73.995,148.79,283.213,378.789,423.476,0.0,0.0,-24.216153846153848,-68.48,-190.6887,-315.52338709677423,-409.7346,-419.82664516129034,-552.2469259259259,0.0,0.0,1.0891538461538461,1.5188709677419354,0.4250333333333333,2.412741935483871,4.480766666666667,3.083096774193548,1.655074074074074,0.0,0.0,16625985.153846154,17511503.467741936,21813125.966666665,22106703.032258064,22208700.3,23781610.29032258,23868335.333333332,0.0,0.0,21.067692307692308,20.01022580645161,24.375066666666665,25.21177419354839,27.844333333333335,27.969548387096776,28.955592592592595,0.0,0.0,27.181307692307694,26.07325806451613,30.74093333333333,30.894193548387097,32.91283333333333,33.1478064516129,34.70540740740741,0.0,0.0,16.34776923076923,15.434032258064516,19.425133333333335,20.803903225806454,24.188499999999998,23.971516129032256,24.472037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,13.0,0.0,0.0,10.0,19.0,27.0,16.0,8.0,17.0,13.0,0.0,38.65,162.686,303.538,448.233,583.356,706.19,828.9110000000001,0.0,0.9450000000000001,3.067,4.74,6.941,9.041,11.094,12.524000000000001,0.0,0.0,4.7453076923076924,4.818516129032258,4.1382666666666665,4.398967741935484,4.4947,4.733064516129032,4.217148148148148,0.0,3.513
MX29,14.565,1.42,2014,0.0,39.619,196.019,371.568,529.47,689.0020000000001,824.022,943.718,0.0,0.0,4.536,44.183,91.15,287.715,508.87,662.89,760.7669999999999,0.0,0.0,-16.535,-88.0705806451613,-198.4994,-222.69429032258066,-150.26673333333335,-29.285096774193548,-55.61411538461538,0.0,0.0,0.567,1.2789354838709677,1.5655666666666666,6.340806451612903,7.371833333333333,4.968387096774194,3.7645,0.0,0.0,22293470.75,23902001.29032258,24715680.066666666,22674951.612903226,20835191.833333332,23026201.612903226,23472813.384615384,0.0,0.0,14.952375,15.04516129032258,15.851633333333334,15.093612903225806,15.317733333333333,14.355483870967742,14.60369230769231,0.0,0.0,22.836,22.931483870967742,23.589433333333332,21.865387096774192,21.119433333333333,20.669548387096775,21.088538461538462,0.0,0.0,7.777375,7.743451612903225,8.750133333333334,9.468741935483871,10.665533333333334,9.22474193548387,9.492653846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,17.0,9.0,7.0,12.0,9.0,0.0,19.862,77.80799999999999,135.654,206.122,320.521,482.132,658.359,0.0,0.274,1.331,2.123,3.43,5.397,7.788,9.613,0.0,0.0,5.140875,4.930354838709678,4.625233333333333,5.110806451612904,5.844399999999999,6.343838709677419,6.173923076923076,0.0,1.933
MX30,13.799,1.425,2014,0.0,254.745,677.32,1160.6100000000001,1635.944,2124.119,2616.753,2714.955,0.0,0.0,16.874000000000002,65.57,121.393,299.656,557.197,796.318,821.322,0.0,0.0,-31.404333333333334,-100.37409677419356,-203.903,-232.79835483870968,-135.14213333333333,25.92006451612903,8.682,0.0,0.0,0.8035238095238096,1.5708387096774192,1.8607666666666667,5.7504193548387095,8.5847,7.713580645161291,4.167333333333333,0.0,0.0,17440505.95238095,18758278.580645163,22374400.266666666,20084096.70967742,19747758.5,20929298.177419353,23589611.0,0.0,0.0,22.130714285714287,23.631451612903227,26.109666666666666,25.333354838709678,26.272499999999997,25.89141935483871,26.367,0.0,0.0,27.859999999999996,29.523451612903227,32.65056666666667,30.54,30.950566666666663,30.319967741935482,31.101,0.0,0.0,17.601476190476188,19.169677419354837,20.94333333333333,21.614548387096775,23.005533333333332,22.498032258064516,22.5055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,20.0,9.0,0.0,4.0,0.0,0.0,80.763,192.761,301.676,427.523,590.622,773.093,834.361,0.0,1.565,3.559,5.1,7.305,10.098,13.066,13.762,0.0,0.0,7.039857142857143,6.818677419354838,6.256066666666666,6.603096774193548,7.3363,7.545419354838709,7.084499999999999,0.0,2.289
