adm_id,awc,bulk_density,year,max_cum_gdd1,max_cum_gdd2,max_cum_gdd3,max_cum_gdd4,max_cum_gdd5,max_cum_gdd6,max_cum_gdd7,max_cum_prec1,max_cum_prec2,max_cum_prec3,max_cum_prec4,max_cum_prec5,max_cum_prec6,max_cum_prec7,mean_cum_cwb1,mean_cum_cwb2,mean_cum_cwb3,mean_cum_cwb4,mean_cum_cwb5,mean_cum_cwb6,mean_cum_cwb7,mean_prec1,mean_prec2,mean_prec3,mean_prec4,mean_prec5,mean_prec6,mean_prec7,mean_rad1,mean_rad2,mean_rad3,mean_rad4,mean_rad5,mean_rad6,mean_rad7,mean_tavg1,mean_tavg2,mean_tavg3,mean_tavg4,mean_tavg5,mean_tavg6,mean_tavg7,mean_tmax1,mean_tmax2,mean_tmax3,mean_tmax4,mean_tmax5,mean_tmax6,mean_tmax7,mean_tmin1,mean_tmin2,mean_tmin3,mean_tmin4,mean_tmin5,mean_tmin6,mean_tmin7,tmin<0.395p1,tmin<0.395p2,tmin<0.395p3,tmin<0.395p4,tmin<0.395p5,tmin<0.395p6,tmin<0.395p7,tmax>36.485p1,tmax>36.485p2,tmax>36.485p3,tmax>36.485p4,tmax>36.485p5,tmax>36.485p6,tmax>36.485p7,prec<6.425p1,prec<6.425p2,prec<6.425p3,prec<6.425p4,prec<6.425p5,prec<6.425p6,prec<6.425p7,median_cum_fpar1,median_cum_fpar2,median_cum_fpar3,median_cum_fpar4,median_cum_fpar5,median_cum_fpar6,median_cum_fpar7,median_cum_ndvi1,median_cum_ndvi2,median_cum_ndvi3,median_cum_ndvi4,median_cum_ndvi5,median_cum_ndvi6,median_cum_ndvi7,median_ssm1,median_ssm2,median_ssm3,median_ssm4,median_ssm5,median_ssm6,median_ssm7,yield
CN037,14.446,1.493,2003,0.0,0.0,61.404,290.225,700.966,1240.922,1484.057,0.0,20.452,56.459,124.891,175.989,263.169,392.012,0.0,-11.0206,-34.85141935483871,-86.87253333333334,-137.0619677419355,-244.80886666666663,-253.80707142857145,0.0,0.8180799999999999,1.1615161290322582,2.2810666666666664,1.6483225806451614,2.906,9.20307142857143,0.0,11498657.7,15287535.725806452,18864413.4,21237444.129032254,22704315.6,17888413.67857143,0.0,2.58212,6.904903225806452,13.947366666666666,19.569709677419358,24.31853333333333,23.686785714285715,0.0,8.02264,12.32083870967742,19.55333333333333,24.9678064516129,29.7781,27.88228571428571,0.0,-2.06772,2.0945161290322583,8.791033333333333,14.55925806451613,19.305233333333334,20.113214285714285,0.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,27.0,28.0,29.0,9.0,0.0,19.482,63.1,153.92,275.49,384.14,491.15,0.0,0.373,1.185,2.456,4.0755,5.679,7.0335,0.0,4.408,4.462,4.347,4.446,4.1695,4.893,5.865
CN041,14.925,1.468,2003,0.0,7.400999999999998,100.943,351.891,795.294,1372.527,1585.701,0.0,42.038,94.958,158.67,214.578,366.748,507.402,0.0,2.042666666666667,-0.8301935483870964,-33.818133333333336,-69.9001935483871,-166.524,-77.97383333333333,0.0,1.556962962962963,1.7070967741935483,2.123733333333333,1.8034838709677417,5.072333333333333,11.721166666666669,0.0,10331229.361111112,14344674.33064516,16929418.741666667,19064379.322580647,21853680.716666665,15949198.541666666,0.0,3.921148148148148,8.256741935483872,14.684933333333332,20.62332258064516,25.5611,24.0845,0.0,9.01962962962963,13.475741935483873,19.805433333333333,25.59029032258065,30.8898,27.776916666666665,0.0,-0.7196666666666667,3.405774193548387,9.689666666666666,15.780806451612904,20.4303,20.837666666666667,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,28.0,28.0,30.0,24.0,5.0,0.0,35.2675,114.068,260.449,423.561,538.45,640.2764999999999,0.0,0.6685,2.148,3.977,6.1105,7.699999999999999,9.1145,0.0,4.59,4.568,4.4435,4.425,4.278499999999999,5.5055,3.211
CN042,13.08,1.433,2003,0.0,28.486,153.51299999999998,432.75,888.811,1471.869,1546.874,10.069,96.334,196.838,350.695,475.387,737.651,774.796,-1.6911999999999998,14.613535714285716,74.8121935483871,115.3075,183.32793548387096,160.517,305.93975,2.0138,3.080892857142857,3.242064516129032,5.128566666666667,4.022322580645161,8.742133333333333,9.28625,9490965.8,8880207.99107143,12733881.362903226,13652444.091666669,16772885.70967742,19528660.475,13288797.25,4.3284,5.911499999999999,9.686903225806452,15.6279,21.03164516129032,25.755266666666667,25.07125,8.602,10.101714285714284,14.17174193548387,20.01523333333333,25.17961290322581,29.952333333333332,28.014,-0.1262,1.744,5.219387096774193,11.2083,16.91164516129032,21.62313333333333,22.22625,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,25.0,21.0,24.0,20.0,2.0,0.0,54.415000000000006,151.629,272.232,395.734,515.247,617.024,0.0,0.958,2.6185,4.302,6.2615,8.222,9.767,0.0,7.041,7.043,7.1025,7.207,6.867,7.8,4.91
CN046,11.719,1.364,2003,110.914,538.3679999999999,1053.986,1675.173,2364.312,2519.963,0.0,2.181,13.08,37.891,84.269,237.541,246.062,0.0,-13.849875,-62.735,-156.8618387096774,-262.8410333333333,-343.926935483871,-333.5322857142857,0.0,0.272625,0.38925,0.8003548387096774,1.5459333333333334,4.944258064516129,1.2172857142857143,0.0,13635537.9375,15057293.25,15507564.096774194,21180688.866666667,20894050.54838709,21962696.0,0.0,20.18425,21.586214285714284,22.95283870967742,27.026233333333334,28.550290322580643,28.555857142857143,0.0,25.091625,26.09507142857143,27.42983870967742,31.96466666666667,33.08851612903226,32.57271428571429,0.0,16.538375000000002,18.17832142857143,19.44309677419355,23.19793333333333,25.04893548387097,24.65657142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,28.0,31.0,29.0,22.0,6.0,0.0,0.0,79.749,204.455,338.534,486.337,591.241,0.0,0.505,1.7985,3.847,5.696,7.646000000000001,9.125,0.0,0.0,6.3100000000000005,6.31,6.157500000000001,6.457,6.08,0.0,3.087
CN051,12.899,1.434,2003,0.0,91.10099999999998,258.572,566.944,995.357,1480.07,1702.297,2.468,32.165,84.279,164.241,314.717,485.011,562.695,0.361,-8.88782142857143,-24.940516129032257,-38.80823333333333,-23.228677419354835,7.610166666666672,73.99192307692309,1.234,1.0606071428571429,1.6810967741935483,2.6654,4.854064516129032,5.676466666666667,5.975692307692308,8064615.25,9188206.57142857,12728740.5,15012962.083333334,15919427.774193548,16535595.366666667,14934370.846153846,5.709,9.573607142857142,11.702129032258066,16.599066666666666,20.139774193548387,22.4771,23.414384615384616,9.1785,13.175321428571428,15.866903225806452,20.7969,23.92419354838709,26.16433333333333,26.491846153846154,2.065,5.766107142857143,7.213225806451613,12.1128,16.336709677419353,18.64003333333333,20.411461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,31.0,26.0,25.0,21.0,8.0,0.0,68.088,174.387,280.3,386.595,524.975,681.0045,0.0,1.061,2.74,4.25,5.861,8.096,10.177,0.0,6.4775,6.446,6.299,6.337,6.390000000000001,6.523,4.454
CN052,13.061,1.533,2003,4.705999999999998,102.43,239.191,514.9559999999999,859.1039999999999,1229.492,1318.166,17.331,53.785,134.203,252.573,451.954,713.245,760.371,1.477875,-7.115571428571429,-33.776645161290325,-47.950066666666665,2.5134838709677485,173.99470000000002,244.31900000000005,2.166375,1.3019285714285715,2.594129032258065,3.9456666666666655,6.431645161290323,8.7097,7.854333333333334,9615886.625,13072440.767857144,14567957.741935484,17509782.4,14929027.338709677,14935508.383333333,18351907.0,5.418875,9.046464285714285,10.233645161290324,15.512166666666667,17.421548387096774,18.66626666666667,21.099,10.563875,14.508892857142856,15.635258064516128,21.17833333333333,21.660806451612903,22.22543333333333,24.71633333333333,1.731875,4.134571428571428,5.446354838709677,10.757866666666668,13.76774193548387,15.389466666666666,18.085666666666665,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,28.0,30.0,25.0,19.0,11.0,4.0,0.0,48.167,125.716,207.091,294.688,407.265,510.267,0.32,1.1949999999999998,2.6485000000000003,3.886,5.2515,7.451,9.102,0.0,7.5065,7.541,7.336,7.546,7.862999999999999,7.785500000000001,4.661
CN053,12.971,1.41,2003,2.965,125.014,333.924,673.924,1054.037,1413.746,1617.309,2.48,30.233,92.146,131.005,274.675,544.324,608.236,0.24,-21.89325,-98.0947741935484,-185.9211,-258.2582258064516,-118.87243333333332,-46.69586666666667,2.48,0.9911785714285716,1.9971935483870968,1.2953,4.634516129032257,8.9883,4.2608,13848300.0,17281197.660714287,19428010.774193548,23359392.9,19605553.5,15915530.433333334,18573130.73333333,9.285,10.653357142857145,13.059032258064516,17.653333333333332,18.581709677419354,18.3103,19.890866666666668,14.252,16.598785714285714,18.861032258064515,23.925,23.64525806451613,22.1075,23.739,5.529,5.046321428571429,7.675129032258065,11.770033333333334,14.199193548387097,15.1877,16.718666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,29.0,29.0,22.0,8.0,12.0,0.0,69.935,170.255,259.928,342.081,443.105,563.6445,0.0,1.13,2.795,4.175,5.547000000000001,7.5385,9.415,0.0,7.0455000000000005,6.999,6.505,6.481,7.3245,7.301,3.749
CN054,13.005,1.461,2003,0.0,0.0,0.0,9.424,72.09799999999998,239.698,327.701,1.028,59.966,122.902,197.685,315.487,542.835,658.664,-0.844,-0.242428571428571,-10.79432258064516,-37.39456666666667,-48.55422580645161,-8.449399999999999,101.93864285714288,1.028,2.104928571428572,2.0301935483870968,2.492766666666667,3.800064516129032,7.578266666666667,8.2735,16965302.0,18414399.32142857,21664800.29032258,23115026.0,23251183.677419357,19992307.3,17918857.07142857,-0.491,-0.9690714285714286,1.604354838709677,5.569500000000001,8.140322580645162,11.906666666666666,12.605928571428572,3.78,3.655892857142857,6.53658064516129,10.790533333333334,13.212903225806452,16.617166666666666,16.694357142857143,-5.517,-5.6582857142857135,-3.268193548387097,0.3493666666666666,3.774,8.219933333333334,9.645785714285712,1.0,28.0,31.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,30.0,26.0,28.0,13.0,4.0,0.0,40.595,101.96,167.442,249.974,361.882,474.2205,0.0,0.826,2.0435,3.065,4.2535,5.774,6.976,0.0,6.257,6.171,6.0,5.98,6.2225,6.5025,4.924
CN061,12.801,1.465,2003,0.0,3.211999999999999,67.041,261.33,662.437,1184.0929999999998,1409.263,0.0,18.109,55.42,106.643,164.832,234.566,296.971,0.0,-11.46037037037037,-37.98270967741935,-76.84396666666666,-153.74290322580643,-265.27366666666666,-310.34607142857146,0.0,0.6707037037037037,1.2035806451612905,1.7074333333333334,1.877064516129032,2.3244666666666665,4.4575000000000005,0.0,11958418.787037035,14953719.161290323,17411143.216666665,19534168.30645161,22927221.0,17983699.25,0.0,2.573074074074074,6.405258064516128,12.7963,19.258935483870967,23.70853333333333,22.40357142857143,0.0,7.852962962962963,11.722096774193547,18.6512,24.797806451612903,29.692733333333333,27.192,0.0,-2.3414444444444444,1.1914193548387098,6.977033333333334,13.34983870967742,17.481166666666663,17.96892857142857,0.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,28.0,28.0,26.0,10.0,0.0,24.5,74.376,159.923,267.481,370.352,468.1465,0.0,0.513,1.364,2.449,3.954,5.4705,6.7775,0.0,3.974,4.054,4.004,3.72,3.556,4.047000000000001,3.935
CN062,12.84,1.465,2003,0.0,0.0,33.622,133.209,421.479,840.707,1147.862,0.0,6.172,29.334,59.512,110.212,154.6,195.434,0.0,-12.299105263157896,-49.51783870967742,-120.53643333333332,-212.7312580645161,-345.18846666666667,-431.9610476190476,0.0,0.3248421052631579,0.7471612903225806,1.0059333333333331,1.6354838709677415,1.4796000000000002,1.9444761904761905,0.0,14075038.47368421,17118837.048387095,20076477.2,21918214.93548387,24016531.466666665,22049677.23809524,0.0,0.0460526315789473,3.307967741935484,9.426466666666666,15.619032258064516,20.294266666666665,20.946428571428573,0.0,5.853315789473684,9.052612903225803,15.6915,21.687129032258067,26.625566666666668,26.728,0.0,-5.853736842105263,-2.5655161290322583,3.0032,9.20025806451613,13.504933333333334,15.308809523809524,0.0,19.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,31.0,30.0,30.0,27.0,20.0,0.0,14.165,37.159,71.704,134.048,232.661,351.626,0.0,0.257,0.688,1.191,1.9845,3.285,4.602,0.0,3.182,3.215,3.122,3.012,2.5250000000000004,3.209,4.984
CN064,12.016,1.441,2003,0.0,0.0,43.639,193.141,523.091,977.24,1256.895,0.0,5.183,25.132,42.63,103.525,150.352,176.084,0.0,-15.38452380952381,-62.55170967741936,-154.8579,-261.65500000000003,-396.4416,-478.4939444444444,0.0,0.2468095238095238,0.643516129032258,0.5832666666666667,1.9643548387096772,1.5609,1.4295555555555557,0.0,14153347.0,17062457.79032258,20605833.966666665,21694213.79032258,24598846.85,22518149.83333333,0.0,0.8686666666666667,4.668903225806451,11.302366666666668,16.963548387096775,21.4583,21.85638888888889,0.0,6.985047619047619,10.66683870967742,17.7375,23.223,28.06676666666667,27.67088888888889,0.0,-5.435428571428572,-1.2972580645161291,4.6654,10.451516129032258,14.622366666666666,16.139388888888888,0.0,20.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,31.0,30.0,29.0,28.0,18.0,0.0,13.182,34.055,64.298,119.31,209.347,306.977,0.0,0.219,0.5965,1.023,1.6975,2.8385,3.9575,0.0,3.049,3.121,2.8225,3.249,2.1505,3.229,6.801
