crop_name,country_code,adm_id,harvest_year,yield,harvest_area,production
maize,ZA,ZA-A1-0004,2003,3.124,805000.0,2515000.0
maize,ZA,ZA-A1-0004,2004,3.106,660000.0,2050000.0
maize,ZA,ZA-A1-0004,2005,4.027,660000.0,2658000.0
maize,ZA,ZA-A1-0004,2006,4.058,345000.0,1400000.0
maize,ZA,ZA-A1-0004,2007,3.008,640000.0,1925000.0
maize,ZA,ZA-A1-0004,2008,4.316,690000.0,2978000.0
maize,ZA,ZA-A1-0004,2009,4.65,565000.0,2627250.0
maize,ZA,ZA-A1-0004,2010,4.6,690000.0,3174000.0
maize,ZA,ZA-A1-0004,2011,4.353,595000.0,2590000.0
maize,ZA,ZA-A1-0004,2012,4.296,710000.0,3050000.0
maize,ZA,ZA-A1-0004,2013,3.55,725000.0,2574000.0
maize,ZA,ZA-A1-0004,2014,5.15,730000.0,3759500.0
maize,ZA,ZA-A1-0004,2015,3.149,710000.0,2236000.0
maize,ZA,ZA-A1-0004,2016,2.85,390000.0,1111500.0
maize,ZA,ZA-A1-0004,2017,6.348,805000.0,5110000.0
maize,ZA,ZA-A1-0004,2018,5.4,644000.0,3477600.0
maize,ZA,ZA-A1-0004,2019,4.3,650000.0,2795000.0
maize,ZA,ZA-A1-0004,2020,5.55,855000.0,4745250.0
maize,ZA,ZA-A1-0004,2021,4.95,907500.0,4492125.0
maize,ZA,ZA-A1-0004,2022,4.6,826500.0,3801900.0
maize,ZA,ZA-A1-0005,1987,3.037,54000.0,164000.0
maize,ZA,ZA-A1-0005,1988,2.805,41000.0,115000.0
maize,ZA,ZA-A1-0005,1989,3.676,37000.0,136000.0
maize,ZA,ZA-A1-0005,1990,3.517,29000.0,102000.0
maize,ZA,ZA-A1-0005,1991,3.655,29000.0,106000.0
maize,ZA,ZA-A1-0005,1992,1.929,28000.0,54000.0
maize,ZA,ZA-A1-0005,1993,3.409,22000.0,75000.0
maize,ZA,ZA-A1-0005,1994,6.42,30530.0,196000.0
maize,ZA,ZA-A1-0005,1995,4.517,29000.0,131000.0
maize,ZA,ZA-A1-0005,1996,4.143,35000.0,145000.0
maize,ZA,ZA-A1-0005,1997,3.667,33000.0,121000.0
maize,ZA,ZA-A1-0005,1998,3.083,36000.0,111000.0
maize,ZA,ZA-A1-0005,1999,2.568,37000.0,95000.0
maize,ZA,ZA-A1-0005,2000,3.3,30000.0,99000.0
maize,ZA,ZA-A1-0005,2001,3.2,25500.0,81600.0
maize,ZA,ZA-A1-0005,2002,4.538,32500.0,147500.0
maize,ZA,ZA-A1-0005,2003,4.611,45000.0,207500.0
maize,ZA,ZA-A1-0005,2004,4.902,35700.0,175000.0
maize,ZA,ZA-A1-0005,2005,4.857,35000.0,170000.0
maize,ZA,ZA-A1-0005,2006,5.469,32000.0,175000.0
maize,ZA,ZA-A1-0005,2007,5.0,38000.0,190000.0
maize,ZA,ZA-A1-0005,2008,5.78,41000.0,237000.0
maize,ZA,ZA-A1-0005,2009,6.2,40000.0,248000.0
maize,ZA,ZA-A1-0005,2010,5.913,46000.0,272000.0
maize,ZA,ZA-A1-0005,2011,5.5,39000.0,214500.0
maize,ZA,ZA-A1-0005,2012,5.5,44000.0,242000.0
maize,ZA,ZA-A1-0005,2013,6.043,47000.0,284000.0
maize,ZA,ZA-A1-0005,2014,6.2,43000.0,266600.0
maize,ZA,ZA-A1-0005,2015,5.6,40000.0,224000.0
maize,ZA,ZA-A1-0005,2016,5.5,38000.0,209000.0
maize,ZA,ZA-A1-0005,2017,7.0,50000.0,350000.0
maize,ZA,ZA-A1-0005,2018,6.7,45000.0,301500.0
maize,ZA,ZA-A1-0005,2019,6.0,45000.0,270000.0
maize,ZA,ZA-A1-0005,2020,6.5,47000.0,305500.0
maize,ZA,ZA-A1-0005,2021,6.2,50000.0,310000.0
maize,ZA,ZA-A1-0005,2022,6.2,52000.0,322400.0
maize,ZA,ZA-A1-0006,1987,1.158,1051000.0,1217000.0
maize,ZA,ZA-A1-0006,1988,1.389,1088000.0,1511000.0
maize,ZA,ZA-A1-0006,1989,2.898,1115000.0,3231000.0
maize,ZA,ZA-A1-0006,1990,1.96,1037000.0,2033000.0
maize,ZA,ZA-A1-0006,1991,1.898,997000.0,1892000.0
maize,ZA,ZA-A1-0006,1992,0.371,894000.0,332000.0
maize,ZA,ZA-A1-0006,1993,1.713,1008000.0,1727000.0
maize,ZA,ZA-A1-0006,1994,2.375,1027000.0,2439000.0
maize,ZA,ZA-A1-0006,1995,1.199,669000.0,802000.0
maize,ZA,ZA-A1-0006,1996,2.639,895000.0,2362000.0
maize,ZA,ZA-A1-0006,1997,2.756,811000.0,2235000.0
maize,ZA,ZA-A1-0006,1998,2.14,808000.0,1729500.0
maize,ZA,ZA-A1-0006,1999,1.522,772000.0,1175000.0
maize,ZA,ZA-A1-0006,2000,2.6,840000.0,2184000.0
maize,ZA,ZA-A1-0006,2001,2.3,650000.0,1495000.0
maize,ZA,ZA-A1-0006,2002,2.6,787000.0,2046500.0
maize,ZA,ZA-A1-0006,2003,2.224,960000.0,2135000.0
maize,ZA,ZA-A1-0006,2004,2.697,760000.0,2050000.0
maize,ZA,ZA-A1-0006,2005,3.213,680000.0,2185000.0
maize,ZA,ZA-A1-0006,2006,3.286,420000.0,1380000.0
maize,ZA,ZA-A1-0006,2007,1.858,620000.0,1152000.0
maize,ZA,ZA-A1-0006,2008,3.549,610000.0,2165000.0
maize,ZA,ZA-A1-0006,2009,3.607,560000.0,2019750.0
maize,ZA,ZA-A1-0006,2010,3.701,635000.0,2350000.0
maize,ZA,ZA-A1-0006,2011,3.649,500000.0,1824500.0
maize,ZA,ZA-A1-0006,2012,3.453,610000.0,2106500.0
maize,ZA,ZA-A1-0006,2013,2.05,565000.0,1158000.0
maize,ZA,ZA-A1-0006,2014,4.3,510000.0,2193000.0
maize,ZA,ZA-A1-0006,2015,2.249,465000.0,1046000.0
maize,ZA,ZA-A1-0006,2016,2.3,340000.0,782000.0
maize,ZA,ZA-A1-0006,2017,4.998,520000.0,2599000.0
maize,ZA,ZA-A1-0006,2018,4.7,370000.0,1739000.0
maize,ZA,ZA-A1-0006,2019,3.25,390000.0,1267500.0
maize,ZA,ZA-A1-0006,2020,4.75,475000.0,2256250.0
maize,ZA,ZA-A1-0006,2021,4.4,485000.0,2134000.0
maize,ZA,ZA-A1-0006,2022,4.55,450000.0,2047500.0
maize,ZA,ZA-A1-0007,1987,2.427,75000.0,182000.0
maize,ZA,ZA-A1-0007,1988,2.267,86000.0,195000.0
maize,ZA,ZA-A1-0007,1989,3.385,26000.0,88000.0
maize,ZA,ZA-A1-0007,1990,2.759,58000.0,160000.0
maize,ZA,ZA-A1-0007,1991,3.043,47000.0,143000.0
maize,ZA,ZA-A1-0007,1992,1.032,62000.0,64000.0
maize,ZA,ZA-A1-0007,1993,2.806,62000.0,174000.0
maize,ZA,ZA-A1-0007,1994,4.655,55000.0,256000.0
maize,ZA,ZA-A1-0007,1995,1.943,53000.0,103000.0
maize,ZA,ZA-A1-0007,1996,3.898,49000.0,191000.0
maize,ZA,ZA-A1-0007,1997,3.58,50000.0,179000.0
maize,ZA,ZA-A1-0007,1998,2.933,53700.0,157500.0
maize,ZA,ZA-A1-0007,1999,2.983,60000.0,179000.0
maize,ZA,ZA-A1-0007,2000,3.4,65000.0,221000.0
maize,ZA,ZA-A1-0007,2001,3.0,56000.0,168000.0
maize,ZA,ZA-A1-0007,2002,3.901,60500.0,236000.0
maize,ZA,ZA-A1-0007,2003,3.51,75500.0,265000.0
maize,ZA,ZA-A1-0007,2004,3.712,80000.0,297000.0
maize,ZA,ZA-A1-0007,2005,4.178,60000.0,250700.0
maize,ZA,ZA-A1-0007,2006,4.9,50000.0,245000.0
maize,ZA,ZA-A1-0007,2007,2.9,60000.0,174000.0
maize,ZA,ZA-A1-0007,2008,5.0,80000.0,400000.0
maize,ZA,ZA-A1-0007,2009,5.2,69000.0,358800.0
maize,ZA,ZA-A1-0007,2010,5.8,85000.0,493000.0
maize,ZA,ZA-A1-0007,2011,4.899,74000.0,362500.0
maize,ZA,ZA-A1-0007,2012,5.115,74000.0,378500.0
maize,ZA,ZA-A1-0007,2013,5.0,74000.0,370000.0
maize,ZA,ZA-A1-0007,2014,5.495,65000.0,357150.0
maize,ZA,ZA-A1-0007,2015,4.4,44000.0,193600.0
maize,ZA,ZA-A1-0007,2016,4.2,49000.0,205800.0
maize,ZA,ZA-A1-0007,2017,6.5,60000.0,390000.0
maize,ZA,ZA-A1-0007,2018,5.8,50000.0,290000.0
maize,ZA,ZA-A1-0007,2019,5.4,48000.0,259200.0
maize,ZA,ZA-A1-0007,2020,5.5,55000.0,302500.0
maize,ZA,ZA-A1-0007,2021,6.4,58000.0,371200.0
maize,ZA,ZA-A1-0007,2022,6.4,56500.0,361600.0
maize,ZA,ZA-A1-0008,1987,2.837,141000.0,400000.0
maize,ZA,ZA-A1-0008,1988,2.462,158000.0,389000.0
maize,ZA,ZA-A1-0008,1989,3.517,149000.0,524000.0
maize,ZA,ZA-A1-0008,1990,3.093,118000.0,365000.0
maize,ZA,ZA-A1-0008,1991,3.4,110000.0,374000.0
maize,ZA,ZA-A1-0008,1992,1.545,134000.0,207000.0
maize,ZA,ZA-A1-0008,1993,3.345,113000.0,378000.0
maize,ZA,ZA-A1-0008,1994,3.707,150000.0,556000.0
maize,ZA,ZA-A1-0008,1995,1.757,152000.0,267000.0
maize,ZA,ZA-A1-0008,1996,3.739,199000.0,744000.0
maize,ZA,ZA-A1-0008,1997,3.057,174000.0,532000.0
maize,ZA,ZA-A1-0008,1998,3.148,210000.0,661000.0
maize,ZA,ZA-A1-0008,1999,3.489,237000.0,827000.0
maize,ZA,ZA-A1-0008,2000,3.6,270000.0,972000.0
maize,ZA,ZA-A1-0008,2001,2.8,214000.0,599200.0
maize,ZA,ZA-A1-0008,2002,3.901,232000.0,905000.0
maize,ZA,ZA-A1-0008,2003,3.482,280000.0,975000.0
maize,ZA,ZA-A1-0008,2004,4.027,262000.0,1055000.0
maize,ZA,ZA-A1-0008,2005,5.06,224000.0,1133500.0
maize,ZA,ZA-A1-0008,2006,4.904,156000.0,765000.0
maize,ZA,ZA-A1-0008,2007,3.273,220000.0,720000.0
maize,ZA,ZA-A1-0008,2008,5.504,268000.0,1475000.0
maize,ZA,ZA-A1-0008,2009,6.0,215000.0,1290000.0
maize,ZA,ZA-A1-0008,2010,5.905,232000.0,1370000.0
maize,ZA,ZA-A1-0008,2011,5.0,180000.0,900000.0
maize,ZA,ZA-A1-0008,2012,5.65,160000.0,904000.0
maize,ZA,ZA-A1-0008,2013,6.0,170000.0,1020000.0
maize,ZA,ZA-A1-0008,2014,5.4,168000.0,907200.0
maize,ZA,ZA-A1-0008,2015,5.351,154000.0,824000.0
maize,ZA,ZA-A1-0008,2016,4.5,160000.0,720000.0
maize,ZA,ZA-A1-0008,2017,6.8,160000.0,1088000.0
maize,ZA,ZA-A1-0008,2018,6.0,140000.0,840000.0
maize,ZA,ZA-A1-0008,2019,5.5,145000.0,797500.0
maize,ZA,ZA-A1-0008,2020,5.45,160000.0,872000.0
maize,ZA,ZA-A1-0008,2021,6.7,165000.0,1105500.0
maize,ZA,ZA-A1-0008,2022,6.5,165000.0,1072500.0
maize,ZA,ZA-A1-0009,1987,1.804,56000.0,101000.0
maize,ZA,ZA-A1-0009,1988,1.296,71000.0,92000.0
maize,ZA,ZA-A1-0009,1989,2.167,42000.0,91000.0
maize,ZA,ZA-A1-0009,1990,1.618,34000.0,55000.0
maize,ZA,ZA-A1-0009,1991,2.645,31000.0,82000.0
maize,ZA,ZA-A1-0009,1992,0.611,36000.0,22000.0
maize,ZA,ZA-A1-0009,1993,1.286,35000.0,45000.0
maize,ZA,ZA-A1-0009,1994,2.093,34399.0,72000.0
maize,ZA,ZA-A1-0009,1995,1.179,19500.0,23000.0
maize,ZA,ZA-A1-0009,1996,3.25,16000.0,52000.0
maize,ZA,ZA-A1-0009,1997,2.25,22000.0,49500.0
maize,ZA,ZA-A1-0009,1998,2.455,16500.0,40500.0
maize,ZA,ZA-A1-0009,1999,1.235,34000.0,42000.0
maize,ZA,ZA-A1-0009,2000,3.0,38000.0,114000.0
maize,ZA,ZA-A1-0009,2001,2.15,32000.0,68800.0
maize,ZA,ZA-A1-0009,2002,2.5,36000.0,90000.0
maize,ZA,ZA-A1-0009,2003,2.718,51500.0,140000.0
maize,ZA,ZA-A1-0009,2004,2.879,33000.0,95000.0
maize,ZA,ZA-A1-0009,2005,2.765,34000.0,94000.0
maize,ZA,ZA-A1-0009,2006,3.5,12000.0,42000.0
maize,ZA,ZA-A1-0009,2007,2.4,40000.0,96000.0
maize,ZA,ZA-A1-0009,2008,4.0,41000.0,164000.0
maize,ZA,ZA-A1-0009,2009,5.198,33000.0,171550.0
maize,ZA,ZA-A1-0009,2010,5.0,26000.0,130000.0
maize,ZA,ZA-A1-0009,2011,5.0,25000.0,125000.0
maize,ZA,ZA-A1-0009,2012,5.453,32000.0,174500.0
maize,ZA,ZA-A1-0009,2013,5.133,30000.0,154000.0
maize,ZA,ZA-A1-0009,2014,6.1,30000.0,183000.0
maize,ZA,ZA-A1-0009,2015,5.5,28500.0,156750.0
maize,ZA,ZA-A1-0009,2016,5.6,31500.0,176400.0
maize,ZA,ZA-A1-0009,2017,7.5,40000.0,300000.0
maize,ZA,ZA-A1-0009,2018,7.5,12000.0,90000.0
maize,ZA,ZA-A1-0009,2019,6.5,12800.0,83200.0
maize,ZA,ZA-A1-0009,2020,7.0,15000.0,105000.0
maize,ZA,ZA-A1-0009,2021,6.8,16500.0,112200.0
maize,ZA,ZA-A1-0009,2022,6.6,15500.0,102300.0
