adm_id,awc,bulk_density,year,max_cum_gdd1,max_cum_gdd6,max_cum_gdd7,max_cum_gdd8,max_cum_gdd9,max_cum_gdd10,max_cum_gdd11,max_cum_gdd12,max_cum_prec1,max_cum_prec6,max_cum_prec7,max_cum_prec8,max_cum_prec9,max_cum_prec10,max_cum_prec11,max_cum_prec12,mean_cum_cwb1,mean_cum_cwb6,mean_cum_cwb7,mean_cum_cwb8,mean_cum_cwb9,mean_cum_cwb10,mean_cum_cwb11,mean_cum_cwb12,mean_prec1,mean_prec6,mean_prec7,mean_prec8,mean_prec9,mean_prec10,mean_prec11,mean_prec12,mean_rad1,mean_rad6,mean_rad7,mean_rad8,mean_rad9,mean_rad10,mean_rad11,mean_rad12,mean_tavg1,mean_tavg6,mean_tavg7,mean_tavg8,mean_tavg9,mean_tavg10,mean_tavg11,mean_tavg12,mean_tmax1,mean_tmax6,mean_tmax7,mean_tmax8,mean_tmax9,mean_tmax10,mean_tmax11,mean_tmax12,mean_tmin1,mean_tmin6,mean_tmin7,mean_tmin8,mean_tmin9,mean_tmin10,mean_tmin11,mean_tmin12,tmin<0p1,tmin<0p6,tmin<0p7,tmin<0p8,tmin<0p9,tmin<0p10,tmin<0p11,tmin<0p12,tmax>35p1,tmax>35p6,tmax>35p7,tmax>35p8,tmax>35p9,tmax>35p10,tmax>35p11,tmax>35p12,prec<1p1,prec<1p6,prec<1p7,prec<1p8,prec<1p9,prec<1p10,prec<1p11,prec<1p12,max_cum_fpar1,max_cum_fpar7,max_cum_fpar8,max_cum_fpar9,max_cum_fpar10,max_cum_fpar11,max_cum_fpar12,max_cum_ndvi1,max_cum_ndvi7,max_cum_ndvi8,max_cum_ndvi9,max_cum_ndvi10,max_cum_ndvi11,max_cum_ndvi12,mean_ssm1,mean_ssm6,mean_ssm7,mean_ssm8,mean_ssm9,mean_ssm10,mean_ssm11,mean_ssm12,yield
ZA-A1-0007,10.142,1.543,2008,1338.599,0.0,0.4169999999999998,77.92999999999999,342.76,543.993,814.375,1101.157,470.83,0.0,0.0,0.845,30.256999999999998,160.85,256.894,346.357,-417.71215384615385,0.0,-3.043,-62.05241935483871,-206.1723,-244.11012903225804,-294.7982333333333,-347.632,4.787423076923077,0.0,0.0,0.02725806451612903,0.9803999999999999,4.212677419354838,3.2014666666666667,2.885903225806452,20273303.269230768,0.0,17527396.0,18141249.70967742,21533250.166666668,20914861.548387095,23755804.266666666,24500235.70967742,19.132384615384616,0.0,10.417,12.24174193548387,18.82766666666667,16.491387096774194,19.012733333333333,19.251032258064516,24.63146153846154,0.0,21.522,20.87890322580645,26.736366666666665,23.17258064516129,26.08556666666667,25.66541935483871,15.170346153846152,0.0,1.8,5.750935483870967,12.302266666666666,11.661387096774193,13.6095,14.388709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,31.0,26.0,10.0,14.0,15.0,577.6469999999999,0.0,44.298,93.32499999999999,163.67,269.401,409.02,9.146,0.0,0.874,1.827,2.885,4.64,6.704,4.94976923076923,0.0,3.236,3.021645161290323,2.6389333333333336,4.903225806451613,4.5147,4.607129032258064,5.0
ZA-A1-0008,11.381,1.507,2008,1181.996,0.0,0.0,67.644,295.366,464.707,703.1370000000001,950.988,509.97,0.0,0.0,2.582,32.098,175.006,299.644,378.959,-320.7932142857143,0.0,0.0,-53.406724137931036,-188.0351,-204.94638709677417,-224.29543333333334,-263.57045161290324,4.678964285714286,0.0,0.0,0.08903448275862068,0.9838666666666666,4.609935483870968,4.1546,2.5585483870967742,20461027.67857143,0.0,0.0,18019023.0,21234598.033333335,19784411.096774194,23291820.733333334,23813558.870967742,18.250285714285713,0.0,0.0,11.904103448275862,17.590733333333333,15.462612903225807,17.947666666666667,17.995193548387096,24.119535714285714,0.0,0.0,20.44124137931035,25.9445,21.994225806451613,24.964833333333335,24.59367741935484,14.261642857142858,0.0,0.0,5.696931034482759,11.2536,10.88516129032258,12.923666666666666,13.20916129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,29.0,25.0,8.0,12.0,15.0,610.04,0.0,33.369,84.378,153.733,266.038,421.862,9.78,0.0,0.928,1.908,2.907,4.774,7.133,6.075642857142857,0.0,0.0,3.4535862068965515,2.982666666666667,5.973064516129032,5.8326,5.753129032258065,5.504
ZA-A1-0009,12.851,1.516,2008,1892.144,0.0,5.66,195.337,536.999,853.3,1216.5,1572.506,507.737,0.0,0.0,1.4280000000000002,35.251,101.166,247.49699999999999,349.612,-391.90011111111113,0.0,-5.258,-65.33935483870968,-205.54583333333332,-279.9851290322581,-346.8197,-366.87787096774196,5.856481481481482,0.0,0.0,0.046064516129032264,1.1274333333333333,2.1262903225806453,4.8777,3.2940322580645165,19602267.462962963,0.0,18139200.0,18494893.06451613,21291299.633333333,20992414.35483871,22417965.7,22215691.032258064,21.838444444444445,0.0,12.83,16.118612903225806,21.388733333333334,20.20325806451613,22.10666666666667,21.48406451612903,27.35414814814815,0.0,22.6855,24.49825806451613,28.964466666666667,26.77925806451613,28.912300000000002,27.63267741935484,18.119074074074074,0.0,5.371,9.469645161290321,14.916733333333333,15.06090322580645,16.925166666666666,17.28609677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,31.0,26.0,14.0,15.0,12.0,654.35,0.0,66.335,133.727,222.60500000000002,348.161,497.33,9.549,0.0,1.017,2.015,3.116,5.024,7.254,4.996703703703703,0.0,2.609,2.382548387096774,2.1176666666666666,4.182548387096774,4.465,4.655677419354839,4.0
ZA-A1-0001,12.089,1.492,2009,0.0,0.0,51.895,120.601,189.583,352.726,558.989,806.012,0.0,0.126,42.736000000000004,88.341,137.103,174.278,279.387,291.234,0.0,-1.8645,-2.8737741935483876,-38.84303225806452,-68.08803333333334,-126.97506451612902,-189.74346666666668,-290.99692,0.0,0.063,1.374516129032258,1.4711290322580644,1.6254,1.1991935483870966,3.503633333333333,0.47387999999999997,0.0,9569029.5,10202838.0,12990744.5,17179908.316666666,21852712.0,24369127.3,28019285.92,0.0,9.282499999999999,11.306,12.054451612903225,12.1536,15.262677419354839,16.875433333333334,19.88092,0.0,14.343,17.172483870967742,18.17167741935484,18.337833333333332,21.493000000000002,22.745833333333334,26.39584,0.0,6.1095,6.892451612903225,7.56316129032258,7.529966666666667,10.849129032258064,12.751533333333333,15.28644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,20.0,20.0,23.0,20.0,22.0,0.0,185.91,383.647,565.424,720.274,852.78,976.473,0.0,2.3819999999999997,4.801,7.0889999999999995,9.089,10.413,11.714,0.0,3.9290000000000003,4.043225806451613,3.845516129032258,3.9462333333333333,3.8313548387096774,4.004700000000001,3.4820800000000003,10.0
ZA-A1-0002,12.173,1.457,2009,1114.512,0.0,10.409,85.792,195.156,377.668,598.1659999999999,879.939,456.55400000000003,0.0,0.019999999999999997,31.503,55.377,109.218,237.367,367.51800000000003,-346.96056000000004,0.0,-7.928333333333334,-48.30964516129032,-147.17633333333333,-242.49719354838712,-302.02369999999996,-306.9608709677419,3.56144,0.0,0.006666666666666665,1.0155806451612903,0.7958,1.7368064516129034,4.271633333333333,4.19841935483871,24056858.36,0.0,14859966.333333334,15282156.387096774,20300003.1,21682882.48387097,22289991.633333333,24501609.19354839,19.38292,0.0,13.469666666666667,12.118419354838709,13.145166666666666,15.887483870967742,17.349933333333336,19.089451612903225,26.02616,0.0,22.430666666666667,19.92774193548387,21.524566666666665,23.305258064516128,24.224866666666667,25.90096774193548,14.648679999999999,0.0,6.216666666666666,6.415870967741935,6.4106000000000005,10.255032258064515,12.244433333333332,14.07658064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,25.0,27.0,13.0,9.0,9.0,721.352,0.0,103.52,205.58499999999998,310.15,427.21799999999996,567.781,9.92,0.0,1.451,2.903,4.458,5.771,7.845,4.31508,0.0,4.131666666666667,4.110193548387096,3.9758,4.2424193548387095,4.390933333333334,4.534451612903227,5.3
ZA-A1-0003,11.357,1.479,2009,1817.9,0.0,36.239000000000004,164.52700000000002,332.031,705.837,1121.904,1627.715,129.688,0.0,0.0,3.87,4.143,17.308,69.271,95.29599999999999,-980.677,0.0,-24.5244,-110.3923870967742,-253.24746666666667,-437.46687096774195,-625.8985333333334,-818.0713870967742,2.8659999999999997,0.0,0.0,0.12483870967741936,0.0091,0.42467741935483866,1.7321,0.839516129032258,27514682.666666668,0.0,15157456.066666666,17292692.0,23097341.8,26164777.677419353,27605722.0,28672062.70967742,25.84875,0.0,12.379933333333334,14.096225806451613,15.507566666666666,22.05825806451613,23.8689,26.316483870967744,33.83533333333333,0.0,21.9274,22.983935483870965,24.632866666666665,30.552032258064518,32.192933333333336,34.35477419354839,19.016000000000002,0.0,6.005733333333334,7.579225806451612,8.173399999999999,14.581,16.695733333333333,19.29206451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,14.0,6.0,0.0,15.0,31.0,30.0,26.0,19.0,23.0,785.639,32.472,158.904,320.729,482.729,608.694,706.976,8.193999999999999,0.591,2.069,3.725,5.305,6.282,7.486,1.9475,0.0,2.3457333333333334,2.0676451612903226,1.6827666666666665,1.6281612903225806,1.8541666666666667,1.7144193548387097,11.5
ZA-A1-0004,10.879,1.535,2009,1552.555,0.0,0.0,83.039,239.23,547.042,862.883,1250.202,277.96,0.0,0.0,4.042,7.658,35.044,127.723,185.793,-719.2910400000001,0.0,0.0,-54.77367741935483,-193.86503333333334,-361.18925806451614,-487.74306666666666,-595.3390322580645,3.68668,0.0,0.0,0.13038709677419355,0.12053333333333334,0.8834193548387097,3.0893,1.873225806451613,25502087.2,0.0,0.0,17712975.29032258,22926377.8,25137084.580645163,24981942.5,27531601.870967742,22.094119999999997,0.0,0.0,12.624451612903226,15.080766666666667,19.92941935483871,20.528033333333333,22.49416129032258,29.29836,0.0,0.0,21.267451612903226,23.950266666666668,28.25725806451613,28.398033333333334,30.16567741935484,16.7016,0.0,0.0,6.438516129032258,7.764033333333333,12.872774193548386,14.401933333333334,16.406354838709678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,30.0,29.0,20.0,12.0,19.0,494.433,0.0,59.567,120.071,182.218,257.954,359.761,7.509,0.0,0.964,1.935,2.9459999999999997,3.935,5.531,3.8094400000000004,0.0,0.0,3.2791612903225804,2.741833333333333,3.117290322580645,4.001666666666667,3.7880645161290323,4.65
ZA-A1-0005,11.833,1.422,2009,1359.687,0.0,0.0,113.10300000000001,264.42,489.362,754.905,1066.118,579.217,0.0,0.0,12.5,53.644,114.18900000000001,250.93800000000002,389.16,-275.7818275862069,0.0,0.0,-41.13556666666667,-144.19953333333333,-227.06806451612903,-271.57300000000004,-256.5641935483871,6.5536896551724135,0.0,0.0,0.4166666666666667,1.3714666666666666,1.9530645161290323,4.5583,4.458774193548387,21176253.586206898,0.0,0.0,16022944.15,19372121.033333335,20576238.51612903,21318699.65,23935132.19354839,20.12306896551724,0.0,0.0,13.686200000000001,14.723466666666667,17.256193548387095,18.851433333333333,20.039129032258064,26.56006896551724,0.0,0.0,21.87523333333333,23.134966666666667,24.836580645161288,25.897666666666666,26.97367741935484,15.807275862068966,0.0,0.0,8.001333333333333,8.185433333333332,11.690129032258065,13.914066666666667,15.189806451612904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,26.0,22.0,8.0,3.0,7.0,738.958,0.0,64.741,157.836,257.252,384.181,547.532,11.202,0.0,1.411,2.8209999999999997,4.475,6.041,8.491,5.441034482758621,0.0,0.0,4.7177,4.686800000000001,4.975096774193549,5.4006,5.342838709677419,6.2
ZA-A1-0006,11.462,1.491,2009,1742.674,0.0,2.433,128.611,325.091,672.34,1017.012,1422.96,249.21,0.0,0.0,1.31,1.4929999999999999,31.133000000000003,93.239,140.956,-794.8091923076923,0.0,-3.781,-63.63974193548387,-218.5265,-400.57029032258066,-539.6561666666666,-675.6813870967742,4.163615384615385,0.0,0.0,0.04225806451612903,0.0060999999999999995,0.9561290322580646,2.0702000000000003,1.539258064516129,24622358.269230768,0.0,17181962.0,18446435.225806452,23582965.8,25261157.548387095,24683675.466666665,27420060.387096774,22.296692307692304,0.0,12.433,14.070258064516128,16.486433333333334,21.20158064516129,21.489066666666666,23.095096774193546,28.49346153846154,0.0,21.812,22.408806451612904,25.186133333333334,28.786806451612907,28.804033333333333,30.13032258064516,17.574461538461538,0.0,5.915,7.879548387096774,9.486766666666666,14.729129032258065,15.672366666666667,17.424709677419358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,31.0,30.0,22.0,13.0,19.0,436.476,0.0,55.925,111.249,168.071,234.075,316.46999999999997,6.961,0.0,0.946,1.883,2.866,3.785,5.132,3.133230769230769,0.0,2.781,2.502838709677419,1.9091666666666667,2.3122903225806453,3.0373666666666663,2.661709677419355,3.607
ZA-A1-0007,10.142,1.543,2009,1533.638,0.0,0.0,110.707,305.034,615.6850000000001,907.947,1254.53,395.55199999999996,0.0,0.0,0.992,2.196,51.726,161.029,243.23499999999999,-571.1183846153846,0.0,0.0,-56.512032258064515,-206.71599999999998,-372.0604193548387,-446.6329333333333,-522.6392903225807,5.8583461538461545,0.0,0.0,0.032,0.04013333333333333,1.5977419354838711,3.6434333333333333,2.651806451612903,23813204.615384616,0.0,0.0,18006406.16129032,23026760.233333334,24975308.64516129,22835160.533333335,26521888.51612903,20.734923076923074,0.0,0.0,13.571193548387097,16.4407,20.020999999999997,19.74206666666667,21.180096774193547,26.796423076923077,0.0,0.0,22.01435483870968,25.202066666666667,27.70125806451613,26.61863333333333,28.03712903225806,16.231,0.0,0.0,7.447645161290323,9.236766666666666,13.636645161290323,14.591966666666668,15.900709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,31.0,30.0,20.0,9.0,12.0,562.442,0.0,51.929,107.36,173.143,270.142,399.454,8.939,0.0,0.978,1.986,3.183,4.514,6.422,4.216615384615385,0.0,0.0,3.490645161290322,3.0437333333333334,3.2708387096774194,4.143933333333333,4.0555161290322586,5.2
ZA-A1-0008,11.381,1.507,2009,1334.087,0.0,0.0,87.261,249.905,506.68600000000004,757.931,1054.034,465.607,0.0,0.0,1.988,10.018,57.845,187.816,294.564,-445.07027586206897,0.0,0.0,-49.48717857142857,-182.69893333333331,-328.69,-382.4517333333333,-411.4636129032258,5.898034482758621,0.0,0.0,0.071,0.26766666666666666,1.5428064516129032,4.332366666666667,3.443483870967742,22497271.96551724,0.0,0.0,17820652.73214286,22018250.033333335,23986472.06451613,21710894.166666668,25734903.903225806,19.657,0.0,0.0,13.034678571428572,15.351066666666666,18.283258064516126,18.374833333333335,19.551709677419353,25.817586206896554,0.0,0.0,21.40507142857143,24.132233333333332,26.16190322580645,25.242966666666668,26.546387096774193,15.357275862068965,0.0,0.0,7.159464285714286,8.607666666666667,12.20658064516129,13.528466666666667,14.505548387096775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,28.0,27.0,18.0,7.0,12.0,592.517,0.0,39.077,97.70599999999999,163.823,260.95799999999997,404.226,9.435,0.0,1.041,2.097,3.289,4.556,6.674,5.493689655172414,0.0,0.0,3.9629285714285714,3.7681,4.156193548387097,5.3604666666666665,5.304483870967742,6.0
ZA-A1-0009,12.851,1.516,2009,2139.822,0.0,6.018000000000001,233.816,536.869,953.384,1341.096,1765.966,344.192,0.0,0.0,1.489,3.338,16.439,130.298,241.978,-613.4857407407407,0.0,-3.623,-61.496870967741934,-208.59256666666667,-390.0637741935484,-490.82146666666665,-577.6014193548388,3.7857037037037036,0.0,0.0,0.04803225806451613,0.06163333333333333,0.4226129032258064,3.7952999999999997,3.6025806451612907,22684687.37037037,0.0,17952180.0,18403924.322580647,22670594.266666666,24711553.29032258,21922796.366666667,23815873.258064516,23.84651851851852,0.0,16.018,17.34832258064516,20.101766666666666,23.43596774193548,22.923733333333335,23.705483870967743,29.713814814814814,0.0,25.406,25.46638709677419,28.647966666666665,30.877032258064517,29.383,30.147580645161288,19.681962962962963,0.0,8.807,11.04625806451613,13.125266666666667,16.91,17.9894,18.913999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,8.0,0.0,1.0,31.0,30.0,27.0,14.0,14.0,597.973,0.0,78.35300000000001,153.446,225.78900000000002,319.218,445.67900000000003,8.651,0.0,1.107,2.1750000000000003,3.237,4.397,6.357,4.400222222222222,0.0,2.996,2.7880322580645163,2.269833333333333,2.406516129032258,3.9577666666666667,3.9011935483870968,5.198
ZA-A1-0001,12.089,1.492,2010,0.0,4.746,82.393,162.139,267.527,447.527,663.468,875.5840000000001,0.0,0.0,45.962,70.42099999999999,109.157,168.808,210.206,227.857,0.0,-2.928,-7.670451612903225,-37.173645161290324,-90.57563333333334,-153.71361290322582,-235.02436666666665,-357.94428,0.0,0.0,1.4826451612903226,0.789,1.2912,1.9242258064516131,1.3799333333333335,0.70604,0.0,11419426.0,10097622.435483871,12920172.91935484,16916182.583333332,21061544.887096774,23912307.466666665,27313814.44,0.0,12.373000000000001,12.234290322580645,12.520709677419354,13.447466666666665,15.806451612903226,17.198033333333335,18.48464,0.0,20.8615,18.3871935483871,18.938967741935485,19.418766666666667,21.74416129032258,23.3826,24.95924,0.0,6.5045,7.477677419354839,7.695354838709678,9.228933333333334,11.409967741935484,12.742933333333333,14.076479999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,24.0,19.0,24.0,20.0,22.0,0.0,197.726,406.606,592.563,744.332,868.939,978.838,0.0,2.556,5.084,7.3629999999999995,8.776,10.506,11.673,0.0,3.888,3.9223548387096776,3.784548387096774,3.8563666666666667,3.8650322580645162,3.719066666666667,3.39216,7.0
ZA-A1-0002,12.173,1.457,2010,1086.271,0.0,7.132,90.09400000000001,216.43800000000002,381.882,585.752,835.397,507.529,0.0,4.239,39.794,73.827,186.153,283.965,368.27,-298.65564,0.0,-3.974,-25.306548387096775,-123.8741,-159.61970967741937,-192.5973,-247.36774193548385,5.570360000000001,0.0,1.413,1.1469354838709678,1.1344333333333334,3.6234193548387092,3.2603999999999997,2.719516129032258,21847222.4,0.0,11045135.666666666,14933010.516129032,18331382.2,19372140.741935484,23647207.633333333,24617152.096774194,20.03496,0.0,12.377333333333333,12.120612903225808,13.822933333333333,15.336903225806452,16.767466666666667,18.05306451612903,26.34224,0.0,18.947999999999997,19.7381935483871,21.652866666666668,21.738419354838708,23.5743,24.999967741935485,15.4196,0.0,7.312666666666668,6.499387096774194,7.549533333333333,10.429225806451612,11.461566666666666,12.957290322580645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,26.0,20.0,11.0,16.0,9.0,725.543,0.0,96.956,195.27800000000002,306.93600000000004,435.716,573.441,10.158,0.0,1.3969999999999998,2.836,4.141,6.027,8.031,4.5986,0.0,4.269333333333333,4.362483870967742,4.125266666666667,4.700258064516129,4.532733333333334,4.435,4.531
ZA-A1-0003,11.357,1.479,2010,1764.781,0.0,8.108999999999998,140.313,381.36400000000003,722.4590000000001,1086.312,1595.337,225.758,0.0,9.030999999999999,13.770999999999999,23.516,104.378,154.742,176.863,-838.8095,0.0,-20.584799999999998,-85.97051612903226,-236.04146666666665,-353.56958064516124,-487.81176666666664,-705.8643870967742,4.074583333333334,0.0,0.6020666666666666,0.15290322580645163,0.32483333333333336,2.6084516129032256,1.6788,0.7135806451612904,23317291.416666668,0.0,14334150.133333333,17502352.032258064,22276453.066666666,24043517.903225806,26948695.5,29966981.677419353,24.120333333333335,0.0,9.0924,13.98425806451613,18.035033333333335,21.003064516129033,22.12843333333333,26.42016129032258,31.013,0.0,17.811466666666668,22.459,26.99256666666667,28.928,30.1399,34.98909677419355,19.37275,0.0,3.167266666666667,7.654612903225806,10.701533333333334,14.530806451612902,15.518400000000002,18.63067741935484,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,5.0,0.0,14.0,30.0,28.0,18.0,23.0,24.0,787.335,30.781,148.248,304.613,467.581,595.972,699.345,8.224,0.5740000000000001,1.973,3.573,4.806,6.196,7.406,2.78525,0.0,2.4861999999999997,2.321096774193548,1.6783000000000001,2.5400645161290325,2.2213,1.6465806451612903,11.5
ZA-A1-0004,10.879,1.535,2010,1397.326,0.0,0.0,59.69799999999999,262.26800000000003,507.943,770.189,1142.609,504.161,0.0,0.0,23.086,40.463,153.605,231.736,314.882,-468.46272,0.0,0.0,-27.117967741935484,-156.82340000000002,-231.4581935483871,-300.7548666666667,-423.5382258064516,7.57116,0.0,0.0,0.7447096774193548,0.5792333333333333,3.649741935483871,2.6043666666666665,2.6821290322580644,21747250.52,0.0,0.0,17542783.16129032,21424830.5,22489372.16129032,24784768.266666666,27134907.387096774,20.188679999999998,0.0,0.0,11.29216129032258,16.752333333333333,17.924999999999997,18.741533333333333,22.013548387096773,26.23948,0.0,0.0,19.50374193548387,25.023666666666667,25.24874193548387,26.309900000000003,30.185612903225806,16.2256,0.0,0.0,5.4554193548387095,9.862866666666667,12.259580645161291,12.919033333333335,15.66016129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,28.0,27.0,14.0,15.0,11.0,525.428,0.0,55.638999999999996,116.925,191.964,280.618,382.999,8.074,0.0,0.9390000000000001,1.976,2.904,4.348,5.938,4.86768,0.0,0.0,4.082,3.2531666666666665,4.511645161290322,4.2642,3.832258064516129,4.6
ZA-A1-0005,11.833,1.422,2010,1241.389,0.0,0.0,70.288,236.873,441.545,659.089,958.096,714.41,0.0,0.0,49.508,89.57000000000001,221.813,346.251,481.998,-94.19689655172414,0.0,0.0,-4.611733333333333,-89.01870000000001,-110.27935483870968,-112.46036666666666,-111.04219354838709,8.014206896551725,0.0,0.0,1.6502666666666668,1.3354000000000001,4.2659032258064515,4.1479333333333335,4.378935483870968,19278552.344827585,0.0,0.0,15960372.116666667,17756905.616666667,18215510.903225806,21411923.733333334,22951607.774193548,19.768724137931034,0.0,0.0,12.113066666666667,15.500766666666665,16.60232258064516,17.2351,19.645387096774197,25.34296551724138,0.0,0.0,20.070333333333334,23.32203333333333,23.03041935483871,23.878600000000002,26.580419354838707,15.938896551724138,0.0,0.0,6.698766666666667,9.477033333333333,11.93167741935484,12.410033333333333,14.687838709677418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,24.0,19.0,10.0,6.0,5.0,777.73,0.0,62.17,160.478,278.972,419.865,583.148,11.877,0.0,1.388,3.007,4.506,6.714,9.171,5.867620689655173,0.0,0.0,5.3455,5.011433333333333,5.591129032258064,5.5469,5.5081612903225805,5.913
ZA-A1-0006,11.462,1.491,2010,1586.927,0.0,2.130000000000001,94.079,342.466,638.864,924.966,1313.732,479.498,0.0,5.336,26.486,33.881,114.30199999999999,201.37199999999999,274.157,-545.9252692307692,0.0,2.469,-29.16764516129032,-172.7405333333333,-289.42951612903227,-386.82256666666666,-499.0176129032258,7.89773076923077,0.0,5.336,0.6822580645161291,0.2465,2.5942258064516133,2.9023333333333334,2.3479032258064514,20974031.576923076,0.0,13873096.0,18272641.774193548,22133481.866666667,23206415.19354839,24503027.133333333,27486064.64516129,20.5075,0.0,12.13,12.563870967741936,18.279566666666664,19.561225806451613,19.536733333333334,22.54083870967742,25.8525,0.0,18.623,20.411290322580644,26.0763,26.688709677419357,26.548833333333334,29.929193548387097,17.027615384615384,0.0,6.918,6.821258064516129,11.729966666666666,13.942387096774194,13.9391,16.50441935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,30.0,27.0,14.0,17.0,15.0,465.377,0.0,52.132999999999996,108.551,173.059,246.043,333.225,7.601,0.0,0.932,1.955,2.8360000000000003,4.119,5.546,3.817230769230769,0.0,3.561,3.1160967741935486,2.376733333333333,3.343,3.1986666666666665,2.8836129032258064,3.701
ZA-A1-0007,10.142,1.543,2010,1411.299,0.0,0.0,69.41,306.106,573.487,821.8820000000001,1157.821,574.805,0.0,0.0,27.804000000000002,43.202,130.166,258.088,371.913,-361.2176153846154,0.0,0.0,-24.447709677419354,-160.56719999999999,-264.94622580645165,-310.07846666666666,-360.6616451612903,7.803538461538461,0.0,0.0,0.8969032258064517,0.5132666666666666,2.805290322580645,4.2640666666666664,3.671774193548387,21243397.53846154,0.0,0.0,18083801.98387097,21586516.3,22504949.80645161,23454723.8,26105122.64516129,19.749153846153845,0.0,0.0,11.792387096774194,17.889866666666666,18.625193548387095,18.279833333333332,20.836741935483868,25.37826923076923,0.0,0.0,20.0,25.807133333333333,25.827903225806452,25.08536666666667,27.782129032258062,15.957807692307693,0.0,0.0,5.988645161290322,11.108966666666667,13.10458064516129,13.076366666666667,15.315709677419354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,28.0,25.0,15.0,10.0,10.0,596.096,0.0,49.192,105.818,181.615,286.738,422.931,9.628,0.0,0.972,2.069,3.089,4.864,7.043,4.795076923076923,0.0,0.0,4.000258064516129,3.446833333333333,4.039677419354839,4.310133333333334,4.131516129032258,5.8
ZA-A1-0008,11.381,1.507,2010,1225.625,0.0,0.0,45.788,242.602,461.327,669.931,967.488,649.305,0.0,0.0,3.6359999999999997,16.612,130.885,272.368,412.025,-230.62117241379312,0.0,0.0,-47.234750000000005,-166.22616666666667,-244.75819354838708,-250.25300000000001,-264.3771290322581,8.182068965517242,0.0,0.0,0.12985714285714284,0.4325333333333334,3.686225806451613,4.7161,4.505064516129033,21054805.20689655,0.0,0.0,18588854.714285713,21060358.2,21391647.870967742,22275749.333333332,25317388.903225806,18.901275862068964,0.0,0.0,11.347035714285713,16.560466666666667,17.05564516129032,16.910266666666665,19.598612903225806,24.731034482758623,0.0,0.0,19.97732142857143,24.6669,24.135645161290324,23.651733333333333,26.500290322580646,15.143206896551725,0.0,0.0,5.476535714285715,10.1853,11.99593548387097,12.062233333333333,14.617193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,27.0,25.0,14.0,8.0,10.0,630.774,0.0,36.760000000000005,96.207,175.347,288.349,439.801,10.198,0.0,1.004,2.118,3.222,5.134,7.478,6.051689655172414,0.0,0.0,4.992428571428571,4.203,5.26358064516129,5.624633333333334,5.369516129032259,5.905
