crop_name,adm_id,date,ssm,rsm
maize,CN052,20030205,7.588,379.085
maize,CN064,20030205,2.842,189.909
maize,CN032,20030205,5.696,283.427
maize,CN065,20030205,3.7,182.625
maize,CN014,20030205,4.282,217.148
maize,CN043,20030205,8.014,407.293
maize,CN051,20030205,6.476,319.111
maize,CN045,20030205,7.149,354.794
maize,CN022,20030205,5.196,257.571
maize,CN071,20030205,6.469,320.371
maize,CN013,20030205,3.809,200.949
maize,CN012,20030205,3.693,209.591
maize,CN044,20030205,6.717,337.247
maize,CN035,20030205,8.208,421.806
maize,CN023,20030205,5.316,263.037
maize,CN041,20030205,4.363,217.464
maize,CN046,20030205,6.343,320.192
maize,CN061,20030206,3.858,195.954
maize,CN031,20030206,7.334,364.236
maize,CN050,20030206,7.191,353.495
maize,CN033,20030206,7.827,394.529
maize,CN036,20030206,8.087,413.164
maize,CN053,20030206,7.364,357.155
maize,CN037,20030206,4.317,220.527
maize,CN021,20030206,4.746,238.537
maize,CN054,20030206,6.263,304.693
maize,CN062,20030206,2.835,174.782
maize,CN081,20030206,7.044,348.217
maize,CN063,20030206,3.93,204.712
maize,CN011,20030206,3.542,192.441
maize,CN015,20030206,3.815,196.975
maize,CN042,20030206,6.873,338.762
maize,CN034,20030206,6.357,317.154
maize,CN052,20030206,7.605,379.017
maize,CN064,20030206,2.82,189.854
maize,CN032,20030206,5.681,282.69
maize,CN065,20030206,3.717,183.137
maize,CN014,20030206,4.276,216.87
maize,CN043,20030206,7.997,406.327
maize,CN051,20030206,6.485,319.087
maize,CN045,20030206,7.134,353.68
maize,CN022,20030206,5.195,257.469
maize,CN071,20030206,6.481,319.221
maize,CN013,20030206,3.796,200.797
maize,CN012,20030206,3.668,209.469
maize,CN044,20030206,6.714,336.009
maize,CN035,20030206,8.186,420.884
maize,CN023,20030206,5.316,262.975
maize,CN041,20030206,4.335,216.681
maize,CN046,20030206,6.359,318.724
maize,CN061,20030207,3.916,195.859
maize,CN031,20030207,7.442,364.352
maize,CN050,20030207,7.163,354.257
maize,CN033,20030207,7.953,394.48
maize,CN036,20030207,8.38,414.373
maize,CN053,20030207,7.2,357.978
maize,CN037,20030207,4.365,220.337
maize,CN021,20030207,4.747,238.454
maize,CN054,20030207,6.24,304.351
maize,CN062,20030207,2.81,174.685
maize,CN081,20030207,7.129,348.415
maize,CN063,20030207,3.922,204.656
maize,CN011,20030207,3.521,192.347
maize,CN015,20030207,3.807,196.919
maize,CN042,20030207,6.915,338.726
maize,CN034,20030207,6.622,318.046
maize,CN052,20030207,7.564,378.517
maize,CN064,20030207,2.801,189.806
maize,CN032,20030207,5.993,283.823
maize,CN065,20030207,3.737,183.494
maize,CN014,20030207,4.284,216.662
maize,CN043,20030207,8.036,406.081
maize,CN051,20030207,6.473,319.041
maize,CN045,20030207,7.139,353.081
maize,CN022,20030207,5.195,257.409
maize,CN071,20030207,6.483,318.551
maize,CN013,20030207,3.785,200.66
maize,CN012,20030207,3.631,209.357
maize,CN044,20030207,6.792,335.903
maize,CN035,20030207,8.263,420.684
maize,CN023,20030207,5.319,262.964
maize,CN041,20030207,4.402,216.317
maize,CN046,20030207,6.518,319.401
maize,CN061,20030208,3.888,195.649
maize,CN031,20030208,7.35,365.004
maize,CN050,20030208,7.152,353.49
maize,CN033,20030208,7.864,395.274
maize,CN036,20030208,8.152,415.21
maize,CN053,20030208,7.109,356.887
maize,CN037,20030208,4.331,220.365
maize,CN021,20030208,4.75,238.455
maize,CN054,20030208,6.252,304.264
maize,CN062,20030208,2.845,174.756
maize,CN081,20030208,7.205,350.787
maize,CN063,20030208,3.92,204.583
maize,CN011,20030208,3.509,192.266
maize,CN015,20030208,3.798,196.816
maize,CN042,20030208,7.074,338.854
maize,CN034,20030208,6.417,318.443
maize,CN052,20030208,7.521,377.565
maize,CN064,20030208,2.838,189.878
maize,CN032,20030208,5.749,285.006
maize,CN065,20030208,3.648,183.373
maize,CN014,20030208,4.292,216.485
maize,CN043,20030208,8.028,405.528
maize,CN051,20030208,6.467,318.979
maize,CN045,20030208,7.122,352.468
maize,CN022,20030208,5.197,257.386
maize,CN071,20030208,6.576,318.558
maize,CN013,20030208,3.781,200.541
maize,CN012,20030208,3.602,209.263
maize,CN044,20030208,6.821,336.863
maize,CN035,20030208,8.371,424.72
maize,CN023,20030208,5.314,262.916
maize,CN041,20030208,4.471,216.095
maize,CN046,20030208,6.37,318.402
maize,CN061,20030209,4.227,197.15
maize,CN031,20030209,7.415,364.434
maize,CN050,20030209,7.202,353.732
maize,CN033,20030209,7.876,394.383
maize,CN036,20030209,8.236,414.274
maize,CN053,20030209,7.056,355.399
maize,CN037,20030209,4.627,222.253
maize,CN021,20030209,4.725,238.279
maize,CN054,20030209,6.258,304.595
maize,CN062,20030209,2.853,175.037
maize,CN081,20030209,7.099,350.105
maize,CN063,20030209,3.943,204.568
maize,CN011,20030209,3.492,192.175
maize,CN015,20030209,3.8,196.746
maize,CN042,20030209,7.18,344.209
maize,CN034,20030209,7.176,323.835
maize,CN052,20030209,7.491,376.113
maize,CN064,20030209,2.864,189.977
maize,CN032,20030209,6.186,286.865
maize,CN065,20030209,3.634,183.085
maize,CN014,20030209,4.414,217.229
maize,CN043,20030209,8.083,405.47
maize,CN051,20030209,6.449,318.586
maize,CN045,20030209,7.097,351.479
maize,CN022,20030209,5.186,257.275
maize,CN071,20030209,6.442,317.897
maize,CN013,20030209,3.847,200.939
maize,CN012,20030209,3.542,209.145
maize,CN044,20030209,6.732,335.887
maize,CN035,20030209,8.215,423.295
maize,CN023,20030209,5.31,262.835
maize,CN041,20030209,5.255,223.109
maize,CN046,20030209,6.319,316.8
maize,CN061,20030210,4.072,198.941
maize,CN031,20030210,7.625,366.917
maize,CN050,20030210,7.453,356.931
maize,CN033,20030210,8.039,395.457
maize,CN036,20030210,8.362,415.645
maize,CN053,20030210,7.041,354.135
maize,CN037,20030210,4.412,222.579
maize,CN021,20030210,4.733,238.112
maize,CN054,20030210,6.263,304.83
maize,CN062,20030210,2.884,175.099
maize,CN081,20030210,7.082,349.295
maize,CN063,20030210,3.981,204.709
maize,CN011,20030210,3.476,192.075
maize,CN015,20030210,3.796,196.695
maize,CN042,20030210,7.022,343.628
maize,CN034,20030210,6.671,326.5
maize,CN052,20030210,7.528,375.605
maize,CN064,20030210,2.874,189.983
maize,CN032,20030210,5.979,289.641
maize,CN065,20030210,3.66,182.961
maize,CN014,20030210,4.345,217.455
maize,CN043,20030210,8.138,406.377
maize,CN051,20030210,6.513,318.864
maize,CN045,20030210,7.098,350.537
maize,CN022,20030210,5.186,257.147
maize,CN071,20030210,6.407,316.371
maize,CN013,20030210,3.787,200.9
maize,CN012,20030210,3.451,208.988
maize,CN044,20030210,6.714,334.69
maize,CN035,20030210,8.189,421.725
maize,CN023,20030210,5.309,262.76
maize,CN041,20030210,4.603,223.412
maize,CN046,20030210,6.301,315.447
maize,CN061,20030211,4.083,199.444
maize,CN031,20030211,7.416,368.132
maize,CN050,20030211,7.42,359.917
maize,CN033,20030211,7.996,397.25
maize,CN036,20030211,8.306,416.635
maize,CN053,20030211,7.05,353.283
maize,CN037,20030211,4.449,222.582
maize,CN021,20030211,4.738,238.036
maize,CN054,20030211,6.237,304.425
maize,CN062,20030211,2.977,175.291
maize,CN081,20030211,7.049,348.456
maize,CN063,20030211,3.984,204.86
maize,CN011,20030211,3.476,192.005
maize,CN015,20030211,3.795,196.662
maize,CN042,20030211,7.008,342.748
maize,CN034,20030211,6.677,325.745
maize,CN052,20030211,7.597,376.575
maize,CN064,20030211,2.919,190.042
maize,CN032,20030211,5.957,289.723
maize,CN065,20030211,3.708,183.091
maize,CN014,20030211,4.355,217.562
maize,CN043,20030211,8.045,405.957
maize,CN051,20030211,6.51,319.334
maize,CN045,20030211,7.314,352.407
maize,CN022,20030211,5.186,257.059
maize,CN071,20030211,6.398,315.682
maize,CN013,20030211,3.79,200.906
maize,CN012,20030211,3.396,208.877
maize,CN044,20030211,6.732,333.93
maize,CN035,20030211,8.196,421.598
maize,CN023,20030211,5.31,262.713
maize,CN041,20030211,4.691,223.075
maize,CN046,20030211,6.284,314.313
maize,CN061,20030212,4.064,199.677
maize,CN031,20030212,7.366,366.196
maize,CN050,20030212,7.285,359.641
maize,CN033,20030212,7.878,396.318
maize,CN036,20030212,8.217,416.361
maize,CN053,20030212,7.211,353.408
maize,CN037,20030212,4.531,223.198
maize,CN021,20030212,4.73,237.945
maize,CN054,20030212,6.247,304.307
maize,CN062,20030212,3.102,175.511
maize,CN081,20030212,7.031,347.542
maize,CN063,20030212,3.994,205.024
maize,CN011,20030212,3.469,191.947
maize,CN015,20030212,3.789,196.623
maize,CN042,20030212,7.141,343.904
maize,CN034,20030212,6.803,326.518
maize,CN052,20030212,7.625,377.506
maize,CN064,20030212,3.014,190.18
maize,CN032,20030212,5.991,289.609
maize,CN065,20030212,3.764,183.511
maize,CN014,20030212,4.373,217.748
maize,CN043,20030212,8.085,406.019
maize,CN051,20030212,6.514,319.481
maize,CN045,20030212,7.496,357.903
maize,CN022,20030212,5.181,256.954
maize,CN071,20030212,6.391,315.425
maize,CN013,20030212,3.823,201.066
maize,CN012,20030212,3.347,208.787
maize,CN044,20030212,6.78,334.629
maize,CN035,20030212,8.183,421.561
maize,CN023,20030212,5.31,262.68
maize,CN041,20030212,4.86,224.204
maize,CN046,20030212,6.353,314.072
maize,CN061,20030213,4.045,199.737
maize,CN031,20030213,7.341,364.892
maize,CN050,20030213,7.28,358.386
maize,CN033,20030213,8.024,396.189
maize,CN036,20030213,8.433,417.572
maize,CN053,20030213,7.178,354.669
maize,CN037,20030213,4.502,223.553
maize,CN021,20030213,4.724,237.816
maize,CN054,20030213,6.254,304.533
maize,CN062,20030213,3.157,175.655
maize,CN081,20030213,7.032,346.936
maize,CN063,20030213,3.994,205.136
maize,CN011,20030213,3.451,191.87
maize,CN015,20030213,3.782,196.573
maize,CN042,20030213,7.316,345.715
maize,CN034,20030213,6.781,326.809
maize,CN052,20030213,7.59,377.996
maize,CN064,20030213,3.123,190.39
maize,CN032,20030213,5.92,289.076
maize,CN065,20030213,3.813,184.138
maize,CN014,20030213,4.425,218.256
maize,CN043,20030213,8.348,408.345
maize,CN051,20030213,6.562,320.031
maize,CN045,20030213,7.348,359.519
maize,CN022,20030213,5.178,256.83
maize,CN071,20030213,6.405,314.938
maize,CN013,20030213,3.808,201.156
maize,CN012,20030213,3.302,208.711
maize,CN044,20030213,6.723,334.561
maize,CN035,20030213,8.235,421.958
maize,CN023,20030213,5.309,262.646
maize,CN041,20030213,4.775,224.501
maize,CN046,20030213,6.295,313.895
maize,CN061,20030214,4.085,200.004
maize,CN031,20030214,7.788,368.888
maize,CN050,20030214,7.243,357.878
maize,CN033,20030214,8.275,400.427
maize,CN036,20030214,8.535,420.507
maize,CN053,20030214,7.3,355.312
maize,CN037,20030214,4.474,223.582
maize,CN021,20030214,4.713,237.647
maize,CN054,20030214,6.249,304.581
maize,CN062,20030214,3.232,175.887
maize,CN081,20030214,7.027,346.456
maize,CN063,20030214,3.999,205.252
maize,CN011,20030214,3.43,191.78
maize,CN015,20030214,3.791,196.587
maize,CN042,20030214,7.217,347.875
maize,CN034,20030214,6.893,328.166
maize,CN052,20030214,7.565,377.383
maize,CN064,20030214,3.185,190.62
maize,CN032,20030214,6.081,289.757
maize,CN065,20030214,3.719,184.258
maize,CN014,20030214,4.439,218.744
maize,CN043,20030214,8.329,410.032
maize,CN051,20030214,6.533,320.136
maize,CN045,20030214,7.366,358.98
maize,CN022,20030214,5.183,256.765
maize,CN071,20030214,6.477,315.703
maize,CN013,20030214,3.78,201.14
maize,CN012,20030214,3.253,208.637
maize,CN044,20030214,6.777,334.767
maize,CN035,20030214,8.294,422.947
maize,CN023,20030214,5.312,262.63
maize,CN041,20030214,4.931,225.97
maize,CN046,20030214,6.321,313.294
maize,CN061,20030215,4.016,199.937
maize,CN031,20030215,7.781,374.841
maize,CN050,20030215,7.225,357.347
maize,CN033,20030215,8.398,404.897
maize,CN036,20030215,8.615,423.95
maize,CN053,20030215,7.136,355.757
maize,CN037,20030215,4.397,223.148
maize,CN021,20030215,4.721,237.558
maize,CN054,20030215,6.264,304.85
maize,CN062,20030215,3.273,176.083
maize,CN081,20030215,7.057,346.46
maize,CN063,20030215,4.04,205.555
maize,CN011,20030215,3.413,191.69
maize,CN015,20030215,3.789,196.553
maize,CN042,20030215,7.199,348.58
maize,CN034,20030215,6.73,328.499
maize,CN052,20030215,7.557,377.462
maize,CN064,20030215,3.163,190.688
maize,CN032,20030215,5.949,290.497
maize,CN065,20030215,3.8,184.556
maize,CN014,20030215,4.379,218.858
maize,CN043,20030215,8.335,412.755
maize,CN051,20030215,6.479,319.863
maize,CN045,20030215,7.415,361.196
maize,CN022,20030215,5.205,256.905
maize,CN071,20030215,6.431,315.594
maize,CN013,20030215,3.734,200.995
maize,CN012,20030215,3.19,208.554
maize,CN044,20030215,6.916,336.298
maize,CN035,20030215,8.345,423.332
maize,CN023,20030215,5.322,262.715
maize,CN041,20030215,4.635,225.279
maize,CN046,20030215,6.22,312.189
maize,CN061,20030216,4.057,199.898
maize,CN031,20030216,7.481,372.97
maize,CN050,20030216,7.19,356.412
maize,CN033,20030216,8.028,404.599
maize,CN036,20030216,8.26,422.882
maize,CN053,20030216,7.029,354.088
maize,CN037,20030216,4.359,222.466
maize,CN021,20030216,4.704,237.378
maize,CN054,20030216,6.274,305.129
maize,CN062,20030216,3.359,176.326
maize,CN081,20030216,7.17,348.416
maize,CN063,20030216,4.041,205.849
maize,CN011,20030216,3.382,191.562
maize,CN015,20030216,3.822,196.593
maize,CN042,20030216,7.06,346.92
maize,CN034,20030216,6.579,326.881
maize,CN052,20030216,7.492,376.302
maize,CN064,20030216,3.443,191.128
maize,CN032,20030216,5.819,289.117
maize,CN065,20030216,3.844,185.175
maize,CN014,20030216,4.372,218.764
maize,CN043,20030216,8.13,411.501
maize,CN051,20030216,6.522,319.708
maize,CN045,20030216,7.247,359.564
maize,CN022,20030216,5.186,256.909
maize,CN071,20030216,6.419,315.171
maize,CN013,20030216,3.694,200.779
maize,CN012,20030216,3.112,208.455
maize,CN044,20030216,6.847,337.405
maize,CN035,20030216,8.291,423.632
maize,CN023,20030216,5.312,262.715
maize,CN041,20030216,4.539,223.976
maize,CN046,20030216,6.437,312.629
maize,CN061,20030217,3.983,199.581
maize,CN031,20030217,7.422,370.34
maize,CN050,20030217,7.166,355.467
maize,CN033,20030217,7.948,402.065
maize,CN036,20030217,8.216,421.036
maize,CN053,20030217,7.0,352.582
maize,CN037,20030217,4.357,221.869
maize,CN021,20030217,4.7,237.205
maize,CN054,20030217,6.288,305.505
maize,CN062,20030217,3.369,176.395
maize,CN081,20030217,7.156,349.15
maize,CN063,20030217,4.066,206.048
maize,CN011,20030217,3.577,191.84
maize,CN015,20030217,3.857,196.717
maize,CN042,20030217,7.0,345.199
maize,CN034,20030217,6.52,325.002
maize,CN052,20030217,7.474,375.224
maize,CN064,20030217,3.639,191.484
maize,CN032,20030217,5.777,287.589
maize,CN065,20030217,3.897,185.933
maize,CN014,20030217,4.341,218.628
maize,CN043,20030217,8.06,409.89
maize,CN051,20030217,6.508,319.691
maize,CN045,20030217,7.334,358.469
maize,CN022,20030217,5.188,256.903
maize,CN071,20030217,6.351,314.052
maize,CN013,20030217,3.77,200.725
maize,CN012,20030217,3.545,208.9
maize,CN044,20030217,7.018,337.867
maize,CN035,20030217,8.234,422.396
maize,CN023,20030217,5.31,262.68
maize,CN041,20030217,4.487,222.629
maize,CN046,20030217,6.633,314.92
maize,CN061,20030218,3.943,199.083
maize,CN031,20030218,7.401,368.823
maize,CN050,20030218,7.147,354.588
maize,CN033,20030218,7.939,400.685
maize,CN036,20030218,8.289,420.364
maize,CN053,20030218,6.97,351.235
maize,CN037,20030218,4.325,221.275
maize,CN021,20030218,4.681,236.978
maize,CN054,20030218,6.279,305.566
maize,CN062,20030218,3.315,176.262
maize,CN081,20030218,7.051,348.098
maize,CN063,20030218,4.048,206.055
maize,CN011,20030218,3.524,191.837
maize,CN015,20030218,3.87,196.746
maize,CN042,20030218,6.969,343.779
maize,CN034,20030218,6.488,323.467
maize,CN052,20030218,7.492,374.559
maize,CN064,20030218,3.633,191.52
maize,CN032,20030218,5.758,286.402
maize,CN065,20030218,3.766,186.146
maize,CN014,20030218,4.318,218.334
maize,CN043,20030218,8.089,409.099
maize,CN051,20030218,6.504,319.548
maize,CN045,20030218,7.366,360.061
maize,CN022,20030218,5.178,256.838
maize,CN071,20030218,6.351,313.33
maize,CN013,20030218,3.726,200.559
maize,CN012,20030218,3.471,208.846
maize,CN044,20030218,6.917,338.799
maize,CN035,20030218,8.259,422.167
maize,CN023,20030218,5.32,262.702
maize,CN041,20030218,4.464,221.46
maize,CN046,20030218,6.363,314.821
maize,CN061,20030219,3.915,198.478
maize,CN031,20030219,7.386,367.743
maize,CN050,20030219,7.129,353.743
maize,CN033,20030219,7.925,399.939
maize,CN036,20030219,8.199,420.005
maize,CN053,20030219,6.997,350.327
maize,CN037,20030219,4.298,220.616
maize,CN021,20030219,4.675,236.668
maize,CN054,20030219,6.262,305.17
maize,CN062,20030219,3.218,176.009
maize,CN081,20030219,7.033,347.074
maize,CN063,20030219,4.0,205.835
maize,CN011,20030219,3.462,191.697
maize,CN015,20030219,3.872,196.702
maize,CN042,20030219,6.942,342.561
maize,CN034,20030219,6.442,322.013
maize,CN052,20030219,7.481,374.552
maize,CN064,20030219,3.538,191.36
maize,CN032,20030219,5.716,285.274
maize,CN065,20030219,3.814,186.268
maize,CN014,20030219,4.303,217.99
maize,CN043,20030219,8.04,408.594
maize,CN051,20030219,6.441,318.812
maize,CN045,20030219,7.469,362.478
maize,CN022,20030219,5.166,256.605
maize,CN071,20030219,6.324,312.892
maize,CN013,20030219,3.683,200.345
maize,CN012,20030219,3.328,208.691
maize,CN044,20030219,6.971,339.867
maize,CN035,20030219,8.327,423.741
maize,CN023,20030219,5.317,262.708
maize,CN041,20030219,4.411,220.324
maize,CN046,20030219,6.273,313.28
maize,CN061,20030220,4.058,198.296
maize,CN031,20030220,7.375,366.873
maize,CN050,20030220,7.137,353.146
maize,CN033,20030220,7.888,398.693
maize,CN036,20030220,8.148,418.171
maize,CN053,20030220,6.92,349.304
maize,CN037,20030220,4.36,220.18
maize,CN021,20030220,4.664,236.41
maize,CN054,20030220,6.26,305.022
maize,CN062,20030220,3.21,175.912
maize,CN081,20030220,7.006,346.11
maize,CN063,20030220,3.968,205.495
maize,CN011,20030220,3.445,191.6
maize,CN015,20030220,3.889,196.721
maize,CN042,20030220,6.984,341.805
maize,CN034,20030220,6.536,320.973
maize,CN052,20030220,7.429,373.57
maize,CN064,20030220,3.416,191.163
maize,CN032,20030220,5.781,284.432
maize,CN065,20030220,3.875,186.74
maize,CN014,20030220,4.431,218.132
maize,CN043,20030220,8.035,407.434
maize,CN051,20030220,6.416,317.995
maize,CN045,20030220,7.32,361.656
maize,CN022,20030220,5.164,256.446
maize,CN071,20030220,6.255,311.148
maize,CN013,20030220,3.666,200.174
maize,CN012,20030220,3.247,208.591
maize,CN044,20030220,6.818,339.044
maize,CN035,20030220,8.194,422.158
maize,CN023,20030220,5.312,262.687
maize,CN041,20030220,4.726,220.15
maize,CN046,20030220,6.224,311.855
maize,CN061,20030221,4.203,200.294
maize,CN031,20030221,7.372,366.043
maize,CN050,20030221,7.156,353.155
maize,CN033,20030221,7.862,397.279
maize,CN036,20030221,8.15,416.062
maize,CN053,20030221,6.919,348.3
maize,CN037,20030221,5.042,226.091
maize,CN021,20030221,4.674,236.192
maize,CN054,20030221,6.257,304.952
maize,CN062,20030221,3.195,175.955
maize,CN081,20030221,6.992,345.198
maize,CN063,20030221,3.957,205.202
maize,CN011,20030221,3.566,191.733
maize,CN015,20030221,3.924,196.938
maize,CN042,20030221,7.321,345.985
maize,CN034,20030221,7.082,326.757
maize,CN052,20030221,7.378,371.774
maize,CN064,20030221,3.277,190.895
maize,CN032,20030221,6.353,289.908
maize,CN065,20030221,3.913,187.436
maize,CN014,20030221,4.577,219.577
maize,CN043,20030221,8.347,407.891
maize,CN051,20030221,6.437,317.638
maize,CN045,20030221,7.283,360.415
maize,CN022,20030221,5.166,256.323
maize,CN071,20030221,6.261,309.786
maize,CN013,20030221,3.859,200.626
maize,CN012,20030221,3.351,208.688
maize,CN044,20030221,6.747,337.32
maize,CN035,20030221,8.146,420.114
maize,CN023,20030221,5.335,262.858
maize,CN041,20030221,5.134,226.804
maize,CN046,20030221,6.14,309.831
maize,CN061,20030222,3.974,199.928
maize,CN031,20030222,7.399,365.671
maize,CN050,20030222,7.193,353.779
maize,CN033,20030222,7.96,396.802
maize,CN036,20030222,8.416,417.069
maize,CN053,20030222,6.914,347.623
maize,CN037,20030222,4.572,227.458
maize,CN021,20030222,4.659,236.039
maize,CN054,20030222,6.236,304.435
maize,CN062,20030222,3.182,175.767
maize,CN081,20030222,6.989,344.578
maize,CN063,20030222,3.975,205.07
maize,CN011,20030222,3.612,191.964
maize,CN015,20030222,3.873,196.818
maize,CN042,20030222,7.067,346.145
maize,CN034,20030222,6.656,327.398
maize,CN052,20030222,7.355,370.181
maize,CN064,20030222,3.174,190.673
maize,CN032,20030222,5.921,290.575
maize,CN065,20030222,3.971,188.537
maize,CN014,20030222,4.477,220.242
maize,CN043,20030222,8.302,410.104
maize,CN051,20030222,6.379,316.864
maize,CN045,20030222,7.272,359.21
maize,CN022,20030222,5.145,256.076
maize,CN071,20030222,6.212,308.42
maize,CN013,20030222,3.843,200.989
maize,CN012,20030222,3.428,208.784
maize,CN044,20030222,6.692,335.397
maize,CN035,20030222,8.1,418.274
maize,CN023,20030222,5.303,262.764
maize,CN041,20030222,4.662,226.237
maize,CN046,20030222,6.086,307.77
maize,CN061,20030223,3.925,199.294
maize,CN031,20030223,7.568,368.458
maize,CN050,20030223,7.108,352.9
maize,CN033,20030223,8.159,400.627
maize,CN036,20030223,8.382,419.84
maize,CN053,20030223,6.863,346.613
maize,CN037,20030223,4.484,226.524
maize,CN021,20030223,4.647,235.757
