adm_id,year,feature,feature_role,from_value,to_value,predicted_increment
CN051,2022,mean_ssm1,water_proxy,7.165,6.99375,0.007786111111109051
CN051,2022,mean_cum_cwb2,water_proxy,13.958964285714286,0.32966071428571375,0.005165555555557866
CN052,2022,mean_ssm2,water_proxy,8.32975,7.589037931034483,0.008383333333330967
CN052,2022,mean_ssm7,water_proxy,8.282666666666666,6.86625,0.012365555555557073
CN052,2022,mean_ssm4,water_proxy,7.955366666666666,7.616076666666666,0.0027644444444447913
CN052,2022,mean_ssm5,water_proxy,8.072870967741936,7.659529032258064,0.0010999999999992127
CN053,2022,mean_ssm2,water_proxy,7.872035714285714,7.589037931034483,0.0024972222222214846
CN053,2022,mean_prec2,water_proxy,2.219857142857143,1.617607142857143,0.004241111111111806
CN053,2022,mean_cum_cwb4,water_proxy,-87.97916666666667,-126.37133333333333,0.004052777777778349
CN053,2022,mean_prec1,water_proxy,5.019,2.6484016830294506,0.0031849999999993273
CN054,2022,mean_cum_cwb2,water_proxy,12.871857142857143,1.3199821428571443,1.7763568394002505e-15
CN054,2022,mean_prec7,water_proxy,2.414,5.3528214285714295,0.006363888888889058
CN054,2022,mean_ssm7,water_proxy,5.7645,6.002211538461538,0.001709999999998324
CN054,2022,max_cum_prec3,water_proxy,110.177,133.1145,0.01805111111111124
CN054,2022,mean_cum_cwb3,water_proxy,-25.096129032258062,-9.272193548387095,0.0025983333333341463
CN061,2022,mean_cum_cwb2,water_proxy,-11.591259259259258,-16.339574074074076,0.005812777777775224
CN061,2022,mean_ssm2,water_proxy,4.304555555555556,4.157592592592593,0.002340000000002007
CN061,2022,max_cum_prec6,water_proxy,188.54,200.38150000000002,0.001394999999999591
CN061,2022,mean_prec3,water_proxy,1.027548387096774,0.8048225806451612,8.881784197001252e-16
CN062,2022,mean_prec6,water_proxy,0.9521333333333334,1.4673333333333334,0.020228333333334625
CN062,2022,prec<0.037p5,water_proxy,8.0,7.0,0.00368499999999905
CN062,2022,mean_cum_cwb2,water_proxy,-8.836368421052631,-11.24936842105263,0.010436111111110868
CN062,2022,mean_ssm6,water_proxy,2.8119666666666663,3.3318466666666664,0.001735555555554491
CN062,2022,mean_cum_cwb7,water_proxy,-530.355,-453.09875384615384,0.010948333333336002
CN063,2022,prec<0.037p6,water_proxy,3.0,1.5,0.005815555555558127
CN063,2022,mean_ssm2,water_proxy,4.598111111111112,4.373111111111111,0.012491666666666568
CN063,2022,mean_cum_cwb5,water_proxy,-229.0964193548387,-213.30677419354836,0.031887222222218625
CN063,2022,prec<0.037p3,water_proxy,14.0,11.5,0.009540000000002102
CN063,2022,mean_cum_cwb4,water_proxy,-154.88976666666667,-137.0229,0.02885222222222339
CN064,2022,mean_ssm2,water_proxy,3.5504285714285717,3.527956,0.002378333333332705
CN064,2022,prec<0.037p6,water_proxy,14.0,9.0,0.004626111111109665
CN064,2022,mean_prec6,water_proxy,0.9629333333333332,1.4360833333333332,0.0065138888888904845
CN064,2022,mean_cum_cwb2,water_proxy,-11.303666666666668,-13.35637878787879,0.005452777777776419
CN065,2022,prec<0.037p4,water_proxy,12.0,9.5,0.014178333333334514
CN065,2022,prec<0.037p5,water_proxy,0.0,1.0,0.018691666666667217
CN065,2022,prec<0.037p6,water_proxy,1.0,0.5,0.0051616666666642885
CN065,2022,prec<0.037p2,water_proxy,10.0,7.0,0.0016111111111110077
