adm_id,awc,bulk_density,year,max_cum_gdd1,max_cum_gdd2,max_cum_gdd3,max_cum_gdd4,max_cum_gdd5,max_cum_gdd6,max_cum_gdd7,max_cum_gdd8,max_cum_gdd12,max_cum_prec1,max_cum_prec2,max_cum_prec3,max_cum_prec4,max_cum_prec5,max_cum_prec6,max_cum_prec7,max_cum_prec8,max_cum_prec12,mean_cum_cwb1,mean_cum_cwb2,mean_cum_cwb3,mean_cum_cwb4,mean_cum_cwb5,mean_cum_cwb6,mean_cum_cwb7,mean_cum_cwb8,mean_cum_cwb12,mean_prec1,mean_prec2,mean_prec3,mean_prec4,mean_prec5,mean_prec6,mean_prec7,mean_prec8,mean_prec12,mean_rad1,mean_rad2,mean_rad3,mean_rad4,mean_rad5,mean_rad6,mean_rad7,mean_rad8,mean_rad12,mean_tavg1,mean_tavg2,mean_tavg3,mean_tavg4,mean_tavg5,mean_tavg6,mean_tavg7,mean_tavg8,mean_tavg12,mean_tmax1,mean_tmax2,mean_tmax3,mean_tmax4,mean_tmax5,mean_tmax6,mean_tmax7,mean_tmax8,mean_tmax12,mean_tmin1,mean_tmin2,mean_tmin3,mean_tmin4,mean_tmin5,mean_tmin6,mean_tmin7,mean_tmin8,mean_tmin12,tmin<0p1,tmin<0p2,tmin<0p3,tmin<0p4,tmin<0p5,tmin<0p6,tmin<0p7,tmin<0p8,tmin<0p12,tmax>35p1,tmax>35p2,tmax>35p3,tmax>35p4,tmax>35p5,tmax>35p6,tmax>35p7,tmax>35p8,tmax>35p12,prec<1p1,prec<1p2,prec<1p3,prec<1p4,prec<1p5,prec<1p6,prec<1p7,prec<1p8,prec<1p12,mean_cum_fpar1,mean_cum_fpar2,mean_cum_fpar3,mean_cum_fpar4,mean_cum_fpar5,mean_cum_fpar6,mean_cum_fpar7,mean_cum_fpar8,mean_cum_ndvi1,mean_cum_ndvi2,mean_cum_ndvi3,mean_cum_ndvi4,mean_cum_ndvi5,mean_cum_ndvi6,mean_cum_ndvi7,mean_cum_ndvi8,mean_ssm1,mean_ssm2,mean_ssm3,mean_ssm4,mean_ssm5,mean_ssm6,mean_ssm7,mean_ssm8,mean_ssm12,yield
PT16,15.134,1.382,2005,42.683,120.758,347.616,604.43,965.113,1452.519,1831.1680000000001,0.0,0.0,0.424,18.511,91.839,138.349,188.293,196.934,197.385,0.0,0.0,-11.5228125,-44.784464285714286,-82.42954838709677,-82.11006666666667,-146.62377419354837,-280.3522,-420.93968181818184,0.0,0.0,0.0265,0.6459642857142857,2.3654193548387097,1.5503333333333333,1.6110967741935485,0.2880333333333333,0.0205,0.0,0.0,10475122.96875,13308396.107142856,14859796.887096774,18937961.7,23640155.387096774,26688059.733333334,27971612.0,0.0,0.0,7.594875,7.763821428571428,12.277935483870968,13.560466666666667,16.63493548387097,21.24686666666667,22.211318181818182,0.0,0.0,13.4134375,13.294714285714287,17.407290322580643,18.19333333333333,21.425483870967742,27.0052,28.271863636363637,0.0,0.0,2.979875,2.9224642857142853,7.391064516129032,9.0207,11.946677419354838,15.890066666666666,16.601,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,26.0,22.0,18.0,22.0,27.0,22.0,0.0,0.0,49.158,145.62366666666665,285.0333333333333,422.60099999999994,553.4340000000001,689.2136666666667,848.7773333333333,0.0,0.835,2.4185,4.4145,6.230999999999999,7.9835,9.9465,11.744,0.0,4.17375,4.1558214285714286,4.2538064516129035,4.361233333333333,4.04283870967742,3.4973,3.2489545454545454,0.0,0.0,4.118
PT17,16.711,1.353,2005,0.0,90.107,349.616,653.91,1064.671,1590.923,2143.482,2297.6059999999998,0.0,0.0,7.029,40.21,58.476,87.196,88.885,93.888,93.923,0.0,0.0,-24.466380952380952,-77.9536129032258,-137.61393333333334,-247.5992258064516,-414.45663333333334,-602.5557096774194,-716.5508571428571,0.0,0.0,0.3347142857142857,1.0703548387096773,0.6088666666666666,0.9264516129032258,0.0563,0.16138709677419355,0.005,0.0,0.0,14281049.285714285,15537873.822580645,20418339.8,25018625.129032258,27937831.8,27690147.032258064,27310477.14285714,0.0,0.0,9.290809523809523,13.37125806451613,15.143133333333333,18.250354838709676,22.541733333333333,22.82448387096774,27.017714285714284,0.0,0.0,15.272142857142857,18.90667741935484,20.851266666666668,23.987870967741937,29.396666666666665,29.503129032258062,34.95,0.0,0.0,4.0652380952380955,8.385419354838708,9.817033333333333,13.038806451612905,16.294633333333334,17.097677419354838,19.203714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,18.0,23.0,26.0,26.0,30.0,30.0,7.0,0.0,0.0,69.8725,179.29,304.5176666666667,417.209,524.627,642.5496666666667,725.63,0.0,0.9400000000000001,2.5255,4.059,5.391500000000001,6.85,8.32825,9.237,0.0,3.9508095238095238,4.049870967741936,3.9852,3.7623225806451615,3.1330666666666667,2.9864516129032257,2.6978571428571425,0.0,10.625
PT18,14.978,1.496,2005,0.0,88.412,347.396,652.639,1075.163,1631.398,2214.323,2302.91,0.0,0.0,14.294,50.844,72.101,108.083,109.949,113.843,113.843,0.0,0.0,-22.562615384615388,-74.59406451612904,-128.3264,-236.8487741935484,-399.51986666666664,-593.6487741935484,-699.4115,0.0,0.0,0.5497692307692308,1.179032258064516,0.7085666666666666,1.1607096774193548,0.062200000000000005,0.12561290322580645,0.0,0.0,0.0,13632657.307692308,15008884.967741935,20070241.7,24714097.225806452,27843903.866666667,27567189.677419353,28248186.5,0.0,0.0,8.400461538461538,13.35432258064516,15.174766666666667,18.629806451612904,23.541166666666665,23.804032258064513,27.14675,0.0,0.0,14.621846153846153,19.09383870967742,21.143833333333337,24.855483870967742,30.8053,31.15741935483871,34.95675,0.0,0.0,3.139307692307692,8.144677419354839,9.540633333333334,12.818387096774194,16.845299999999998,17.281225806451612,18.50125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,0.0,0.0,22.0,23.0,26.0,24.0,30.0,30.0,4.0,0.0,0.0,62.043000000000006,162.38466666666667,281.65799999999996,392.7163333333333,503.1286666666667,625.5336666666667,707.449,0.0,0.9296666666666665,2.54575,4.124333333333333,5.46275,6.953250000000001,8.50325,0.0,0.0,4.739884615384615,4.785967741935484,4.7001,4.338451612903225,3.5576999999999996,3.347032258064516,3.2190000000000003,0.0,7.426
PT11,15.187,1.25,2006,78.244,153.773,344.947,616.332,970.99,1405.225,1532.734,0.0,12.781,67.542,194.657,481.43,591.278,614.444,639.925,641.374,0.0,16.859,32.061096774193544,60.19396428571429,212.9203870967742,373.7867,316.2342258064516,196.06306666666666,120.39555555555557,0.0,8.7775,1.6349354838709678,4.539821428571428,9.250741935483871,3.6616,0.7472903225806452,0.8493666666666667,0.16099999999999998,0.0,8.4295,7997571.564516129,11155544.660714285,10936812.524193548,20080741.466666665,24461712.967741936,25498176.766666666,26811766.222222224,0.0,4622962.0,6.961516129032257,7.6737142857142855,11.16690322580645,14.046166666666666,16.44058064516129,19.4745,19.16766666666667,0.0,11.3905,11.533645161290323,12.539321428571428,14.319806451612903,18.521733333333334,20.94751612903226,24.22076666666667,23.82411111111111,0.0,13.0885,3.5953870967741937,3.6285,8.085935483870967,9.759433333333334,11.750903225806452,14.8839,14.616555555555557,0.0,9.651499999999999,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,11.0,17.0,27.0,22.0,9.0,0.0,0.0,117.546,296.07099999999997,478.949,662.0,827.2106666666667,987.9436666666667,1108.047,0.0,1.5765,3.98375,6.43575,8.619333333333334,10.5535,12.72625,14.246,0.0,5.690774193548386,5.756392857142857,6.19241935483871,6.105966666666666,5.409290322580644,4.737733333333334,4.584,0.0,5.957000000000001,2.928
PT15,14.07,1.483,2006,0.0,125.408,388.219,708.634,1128.537,1592.493,2157.589,2286.945,0.0,0.0,45.124,121.236,155.408,155.928,194.645,197.704,197.73499999999999,0.0,0.0,-1.9057,8.775838709677421,-22.722466666666666,-132.9507741935484,-269.2547,-415.0415161290323,-525.0058571428572,0.0,0.0,2.2562,2.4552258064516126,1.1390666666666667,0.016774193548387096,1.2905666666666666,0.0986774193548387,0.004428571428571428,0.0,0.0,11524485.825,16061588.233870968,20801115.15,26351535.870967742,26337513.3,27784210.967741936,26793358.0,0.0,0.0,11.270399999999999,13.477774193548386,15.680499999999999,18.54525806451613,20.4652,23.22890322580645,23.47942857142857,0.0,0.0,14.4036,16.51974193548387,19.246366666666667,23.08116129032258,24.345833333333335,27.85341935483871,27.903,0.0,0.0,8.56085,10.545290322580644,12.4053,14.42183870967742,17.180600000000002,19.18322580645161,19.67742857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,23.0,24.0,31.0,24.0,30.0,7.0,0.0,0.0,95.0675,251.38733333333334,431.56333333333333,587.793,715.0723333333334,835.0859999999999,916.203,0.0,1.2256666666666665,3.3854999999999995,5.484333333333333,7.265499999999999,8.971,10.60775,11.582,0.0,5.9587,6.019258064516129,5.7766,5.15483870967742,5.103833333333333,4.414387096774194,4.085142857142857,0.0,5.578
PT16,15.134,1.382,2006,35.417,137.983,349.08,638.13,1026.333,1478.881,1868.964,0.0,0.0,5.215,90.012,243.89,314.141,321.625,352.407,360.456,0.0,0.0,-7.7178125,-1.2839285714285715,66.96770967741936,116.86023333333334,27.36754838709678,-111.46726666666667,-223.98018181818182,0.0,0.0,0.3259375,3.0284642857142856,4.963806451612903,2.3417000000000003,0.2414193548387097,1.0260666666666667,0.36586363636363634,0.0,0.0,9393881.8125,11909938.660714285,12068555.185483871,20442239.566666666,25307387.419354837,24916423.033333335,26395472.40909091,0.0,0.0,7.013375,8.66307142857143,11.80958064516129,14.635,17.52267741935484,20.084933333333332,22.731045454545452,0.0,0.0,12.010875,13.71225,15.452838709677419,19.3396,22.960032258064516,25.444133333333333,28.563681818181816,0.0,0.0,3.0706875,4.5145357142857145,8.246354838709678,10.272,12.131483870967743,15.307799999999999,17.352545454545456,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,18.0,16.0,20.0,28.0,23.0,20.0,0.0,0.0,53.66,161.35233333333335,324.517,485.7473333333333,629.9496666666668,770.4433333333333,938.3119999999999,0.0,0.859,2.532,4.78525,6.818666666666666,8.66925,10.650500000000001,12.576666666666668,0.0,4.4943125,4.631892857142858,4.941290322580645,4.6322,3.955967741935484,3.7954999999999997,3.491909090909091,0.0,0.0,5.088
PT17,16.711,1.353,2006,0.0,106.45,350.388,670.683,1107.199,1593.495,2183.929,2330.639,0.0,0.0,38.515,125.248,163.398,165.443,208.068,214.308,214.341,0.0,0.0,-1.6547619047619044,11.510193548387097,-6.134033333333334,-129.25329032258065,-273.42240000000004,-427.51325806451615,-548.2957142857142,0.0,0.0,1.8340476190476191,2.7978387096774195,1.2716666666666667,0.06596774193548387,1.4208333333333334,0.20129032258064516,0.004714285714285714,0.0,0.0,12015371.5,13949897.35483871,20905814.833333332,26497505.48387097,25168712.266666666,27167179.741935484,26337168.57142857,0.0,0.0,10.069047619047618,12.868967741935483,15.6765,19.08116129032258,21.209866666666667,24.046258064516127,25.958571428571428,0.0,0.0,14.756714285714287,16.99274193548387,21.0463,25.801354838709678,27.2827,31.08841935483871,33.01571428571429,0.0,0.0,6.172,9.065290322580646,11.0739,12.82425806451613,16.1034,18.241225806451613,19.31757142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,13.0,21.0,22.0,30.0,25.0,29.0,7.0,0.0,0.0,85.05850000000001,224.77599999999998,384.64466666666664,519.797,632.0536666666667,751.5426666666667,838.545,0.0,1.123,3.07625,5.108999999999999,6.7627500000000005,8.2995,9.9565,10.971,0.0,4.615857142857142,4.896193548387097,4.3741666666666665,3.5100645161290323,3.692833333333333,3.1373225806451615,2.885142857142857,0.0,9.923
PT18,14.978,1.496,2006,0.0,113.093,349.132,670.6850000000001,1119.248,1624.112,2241.775,2323.65,0.0,0.0,43.388,133.013,174.94,177.653,221.043,229.963,229.983,0.0,0.0,-4.172884615384616,10.659451612903226,-4.1210666666666675,-123.17038709677419,-268.77000000000004,-423.88670967741933,-533.7317499999999,0.0,0.0,1.6687692307692308,2.8911290322580645,1.3975666666666666,0.08751612903225807,1.4463333333333332,0.28774193548387095,0.005,0.0,0.0,11815895.615384616,13833549.548387097,20128166.466666665,26295679.29032258,25388825.7,27297288.51612903,26390430.0,0.0,0.0,9.349730769230769,12.61416129032258,15.718433333333333,19.469774193548385,21.8288,24.924612903225807,25.46875,0.0,0.0,14.47653846153846,17.187096774193545,21.30503333333333,26.511741935483872,28.30636666666667,32.35683870967742,32.7745,0.0,0.0,5.256461538461538,8.463387096774193,10.698,12.817741935483872,16.139400000000002,18.470580645161288,18.82825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,17.0,20.0,22.0,30.0,24.0,28.0,4.0,0.0,0.0,83.96700000000001,227.44233333333332,399.58,548.1986666666667,669.9423333333333,796.469,884.117,0.0,1.181,3.344,5.519666666666667,7.314,8.95,10.64625,0.0,0.0,5.342076923076923,5.551354838709678,5.1302,4.2262903225806445,4.314733333333334,3.6075806451612906,3.44475,0.0,8.781
PT11,15.187,1.25,2007,138.68800000000002,284.45300000000003,475.873,726.119,1034.886,1397.892,1519.575,0.0,17.476,61.14,327.349,402.873,461.0,579.472,728.612,736.089,0.0,15.609,27.84090322580645,145.90382142857143,280.7447741935484,245.78983333333332,227.19870967741934,254.55666666666667,256.71722222222223,0.0,13.562000000000001,1.4687419354838709,9.507464285714287,2.436258064516129,1.9375666666666664,3.8216774193548386,4.971333333333334,0.8307777777777778,0.0,7.8045,6986142.645161291,8736973.276785715,15023768.846774194,19782084.683333334,21672029.241935484,23698282.75,24775713.333333332,0.0,3272066.75,8.842483870967742,10.205892857142857,11.17483870967742,13.341533333333333,14.960225806451612,17.100199999999997,18.520333333333333,0.0,13.738,12.470806451612903,13.251964285714285,15.347612903225807,17.8364,19.080645161290324,21.059233333333335,22.48211111111111,0.0,14.892,5.717225806451613,6.8067142857142855,7.180032258064516,9.033833333333332,10.988096774193549,13.261533333333334,14.602666666666668,0.0,12.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,23.0,16.0,18.0,18.0,7.0,0.0,0.0,120.31166666666667,302.109,490.5853333333334,674.2189999999999,836.659,996.7610000000001,1117.6390000000001,0.0,1.5995000000000001,4.1655,6.667,8.807666666666668,10.7765,13.090250000000001,14.695,0.0,6.553548387096774,6.773392857142857,6.51541935483871,5.865966666666667,5.644870967741935,5.591066666666666,5.354666666666667,0.0,6.666,2.988
PT15,14.07,1.483,2007,0.0,175.906,430.104,717.284,1094.551,1523.273,2053.689,2174.747,0.0,0.0,35.816,54.231,112.259,138.66,162.975,163.74099999999999,163.983,0.0,0.0,3.2623000000000006,-42.59041935483871,-90.1249,-172.12848387096776,-288.46453333333335,-440.7505483870968,-552.8974285714286,0.0,0.0,1.7908000000000002,0.5940322580645161,1.9342666666666666,0.8516451612903225,0.8104999999999999,0.024709677419354835,0.03457142857142857,0.0,0.0,12024472.45,18416580.322580647,21238979.066666666,25112412.70967742,26092963.333333332,28255501.16129032,26586812.57142857,0.0,0.0,13.795300000000001,13.199935483870966,14.572666666666667,17.169903225806454,19.290733333333332,22.110193548387095,22.294,0.0,0.0,16.4495,17.152354838709677,18.175666666666665,21.055129032258066,22.986800000000002,26.796709677419354,26.427285714285713,0.0,0.0,11.0887,9.519612903225807,11.285266666666667,13.595290322580645,16.0767,18.05354838709677,18.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,18.0,25.0,26.0,31.0,7.0,0.0,0.0,86.8515,232.194,398.57233333333335,550.158,682.1936666666667,802.1840000000001,879.067,0.0,1.2873333333333334,3.3635,5.334333333333333,7.12025,8.9115,10.545250000000001,11.518,0.0,6.085500000000001,5.614258064516129,5.770300000000001,5.380709677419355,5.083466666666666,4.387612903225806,4.081142857142857,0.0,6.57
PT16,15.134,1.382,2007,48.073,211.705,418.328,679.558,1008.743,1401.2069999999999,1718.132,0.0,0.0,19.355,165.762,202.925,270.40999999999997,346.966,414.544,430.574,0.0,0.0,-0.5368124999999998,57.75057142857143,93.85480645161292,60.95006666666667,21.007322580645162,-32.01183333333333,-112.666,0.0,0.0,1.2096875,5.228821428571429,1.1988064516129033,2.2495,2.4695483870967743,2.2526,0.7286363636363636,0.0,0.0,8956111.875,9296477.67857143,15724427.806451613,20288351.7,22234764.032258064,24019785.5,25535179.954545453,0.0,0.0,7.9820625,10.844,11.665258064516129,13.707666666666666,15.618870967741936,18.08213333333333,19.40568181818182,0.0,0.0,12.118125,14.3755,16.380129032258065,18.392400000000002,20.183129032258066,22.811066666666665,24.4265,0.0,0.0,4.517375,7.104714285714286,7.190483870967742,9.4429,11.29616129032258,13.688433333333334,14.805136363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,23.0,17.0,19.0,22.0,18.0,0.0,0.0,50.743,153.74300000000002,309.7953333333333,457.5976666666667,593.1403333333333,736.4406666666667,909.48,0.0,0.8714999999999999,2.63175,4.91,6.826,8.68125,10.85325,12.869333333333335,0.0,4.7750625,5.087428571428572,4.61583870967742,4.446833333333333,4.413451612903226,4.304166666666666,3.8979545454545454,0.0,0.0,5.38
PT17,16.711,1.353,2007,0.0,163.208,405.962,702.953,1081.443,1525.466,2070.288,2199.222,0.0,0.0,74.318,83.48100000000001,131.205,175.118,211.814,213.861,213.969,0.0,0.0,36.201523809523806,1.1013548387096774,-61.80503333333333,-142.58190322580646,-256.31493333333333,-415.50609677419357,-537.1055714285715,0.0,0.0,3.538952380952381,0.29558064516129035,1.5908,1.416548387096774,1.2231999999999998,0.06603225806451613,0.01542857142857143,0.0,0.0,10254413.023809524,17362400.548387095,21335484.133333333,23558242.741935484,25600395.666666668,27615104.903225806,26149772.0,0.0,0.0,12.771809523809525,12.830774193548388,14.8997,17.20935483870968,19.800766666666668,22.57490322580645,23.419142857142855,0.0,0.0,16.397333333333332,18.15132258064516,20.189966666666667,22.67932258064516,25.345899999999997,29.641290322580645,30.247285714285713,0.0,0.0,8.936142857142856,8.054,10.1358,12.240806451612903,14.917966666666667,16.720870967741934,17.429142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,8.0,27.0,21.0,24.0,24.0,31.0,7.0,0.0,0.0,80.15899999999999,212.16966666666667,357.86266666666666,481.86833333333334,593.655,718.6153333333333,810.596,0.0,1.1449999999999998,3.0500000000000003,4.793333333333334,6.31725,7.837,9.43525,10.435,0.0,4.9697619047619055,4.270677419354838,4.333666666666667,4.1166451612903225,4.029366666666666,3.4116451612903225,3.096285714285714,0.0,10.183
PT18,14.978,1.496,2007,0.0,175.301,405.877,695.559,1079.9,1538.924,2108.298,2194.135,0.0,0.0,76.375,88.712,147.494,196.668,233.367,235.796,235.85299999999998,0.0,0.0,28.28265384615385,-1.0341935483870943,-54.16556666666666,-125.1775806451613,-236.28373333333332,-395.64974193548386,-508.17525,0.0,0.0,2.9375,0.39796774193548384,1.9593999999999998,1.586258064516129,1.2232999999999998,0.07835483870967741,0.01425,0.0,0.0,9682256.576923076,17313846.19354839,20693996.5,23302728.83870968,24893400.2,27734451.16129032,27441295.5,0.0,0.0,11.742346153846153,12.437935483870968,14.656066666666668,17.398096774193547,20.3008,23.366903225806453,26.459249999999997,0.0,0.0,15.851615384615384,18.130935483870967,20.08403333333333,23.22732258064516,26.325766666666667,30.741580645161292,34.71775,0.0,0.0,7.729038461538461,7.35,9.738499999999998,12.077709677419355,14.8646,16.889741935483872,18.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,8.0,26.0,19.0,23.0,25.0,31.0,4.0,0.0,0.0,73.4245,199.81333333333336,346.4633333333333,478.96866666666665,607.3396666666666,748.9953333333333,845.468,0.0,1.1513333333333333,3.12075,4.9926666666666675,6.6805,8.436,10.222,0.0,0.0,5.643769230769231,5.061612903225806,5.098433333333333,4.845645161290323,4.6564000000000005,3.8997096774193545,3.441,0.0,9.467
PT11,15.187,1.25,2008,161.762,351.177,519.298,765.506,1044.158,1445.858,1539.161,0.0,5.494000000000001,216.942,271.69599999999997,360.703,639.207,832.995,858.064,868.064,0.0,0.213,155.20816129032258,199.00489655172413,194.18754838709677,320.3646,426.0252258064516,451.9182666666667,383.961875,0.0,-0.8585,6.991258064516129,1.8880689655172413,2.871193548387097,9.283466666666667,6.251225806451613,0.8356333333333333,1.25,0.0,0.1065,6677275.100806451,10264952.965517242,14075827.66935484,18446168.366666667,19626513.83870968,26519293.1,23997244.5,0.0,6637507.5,10.040903225806451,11.531551724137932,10.423258064516128,13.206933333333334,13.988774193548387,18.39,16.662875,0.0,7.747,13.640548387096773,16.038310344827586,14.311548387096774,17.231466666666666,17.29706451612903,22.824,20.273375,0.0,12.2515,6.947903225806451,7.8196551724137935,6.569258064516129,9.4247,10.836967741935485,13.786666666666667,12.920125,0.0,4.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,20.0,14.0,10.0,28.0,6.0,0.0,2.0,103.77133333333335,279.68033333333335,469.6886666666667,657.5543333333334,825.0833333333334,982.5243333333333,1096.742,0.0,1.51875,3.9892499999999997,6.52775,9.04525,11.097333333333333,13.08175,14.598,0.0,5.91941935483871,5.692068965517241,5.650806451612904,6.029766666666666,5.987133333333333,5.576233333333334,5.2219999999999995,0.0,5.192500000000001,3.05
PT15,14.07,1.483,2008,0.0,188.686,453.413,769.033,1112.913,1593.613,2109.148,2219.246,0.0,0.0,120.021,148.374,257.6,304.846,307.0,307.56600000000003,307.584,0.0,0.0,32.65114285714286,43.54451612903226,30.707666666666668,-27.228354838709677,-132.54236666666668,-311.3862258064516,-416.1376666666667,0.0,0.0,5.715285714285715,0.9146129032258064,3.6408666666666667,1.5240645161290323,0.0718,0.01825806451612903,0.0030000000000000005,0.0,0.0,11922386.714285715,17716809.677419353,21088580.258333333,22333003.16129032,28516664.866666667,28188911.35483871,27265511.333333332,0.0,0.0,13.985047619047618,13.539580645161289,15.520666666666667,16.092903225806452,21.023333333333333,21.63016129032258,23.349666666666668,0.0,0.0,16.76090476190476,17.441129032258065,19.087300000000003,19.10641935483871,25.368733333333335,26.130709677419354,28.34283333333333,0.0,0.0,11.366619047619048,9.957935483870969,12.1022,13.46758064516129,16.874299999999998,17.91409677419355,19.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,28.0,21.0,20.0,29.0,31.0,6.0,0.0,0.0,87.317,234.15633333333335,403.738,558.765,697.918,825.4453333333335,907.662,0.0,1.1503333333333334,3.22675,5.47875,7.353333333333333,8.9905,10.65625,11.66,0.0,6.255142857142857,5.801451612903226,5.938833333333333,5.632533333333333,5.031733333333333,4.299032258064517,4.005333333333334,0.0,7.575
PT16,15.134,1.382,2008,89.351,290.466,488.555,765.301,1067.394,1498.655,1824.172,0.0,0.0,3.084,49.007,86.828,288.925,399.564,411.901,416.709,0.0,0.0,-7.0685625000000005,-16.123103448275863,-45.57651612903225,1.3101666666666638,31.192322580645158,-10.762066666666671,-133.70538095238095,0.0,0.0,0.19275,1.583551724137931,1.220032258064516,6.736566666666667,3.569,0.41123333333333334,0.22895238095238094,0.0,0.0,9506166.6875,10561366.448275862,14722958.532258065,18836762.666666668,20148195.64516129,26614405.233333334,27111076.095238097,0.0,0.0,10.5844375,11.935,11.389967741935484,14.224866666666665,14.744935483870968,19.375366666666665,20.500809523809522,0.0,0.0,16.018625,16.615275862068966,15.896806451612903,18.898233333333334,18.587709677419358,24.556933333333333,25.95252380952381,0.0,0.0,6.495,8.151793103448275,7.1533870967741935,9.917633333333333,11.130354838709676,14.4793,15.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,22.0,15.0,12.0,28.0,19.0,0.0,0.0,46.962,149.7363333333333,310.20433333333335,461.61833333333334,598.5386666666667,734.708,893.5913333333333,0.0,0.8175000000000001,2.48775,4.78825,6.98475,8.883333333333333,10.7505,12.637666666666666,0.0,4.5498125,4.507275862068966,4.380580645161291,4.870333333333334,4.710966666666667,4.123166666666667,3.6714285714285713,0.0,0.0,5.262
PT17,16.711,1.353,2008,0.0,176.52700000000002,413.707,734.797,1086.264,1588.548,2127.237,2240.465,0.0,0.0,63.915,85.517,208.962,262.622,265.544,267.787,267.791,0.0,0.0,5.9612727272727275,-12.29874193548387,-20.235599999999998,-69.50738709677418,-180.7181,-374.41270967741934,-486.356,0.0,0.0,2.9052272727272728,0.6968387096774193,4.114833333333333,1.7309677419354839,0.0974,0.07235483870967742,0.0006666666666666666,0.0,0.0,11807900.727272727,15599339.08064516,20217957.45,21195409.032258064,28071221.733333334,27410102.83870968,27447542.333333332,0.0,0.0,13.023954545454545,12.650967741935483,15.703,16.33764516129032,21.7428,22.377064516129032,23.871333333333336,0.0,0.0,17.949181818181817,17.650064516129035,20.942333333333334,20.88925806451613,28.697866666666666,29.011903225806453,32.02916666666667,0.0,0.0,9.079227272727273,8.244806451612904,10.910166666666667,12.203870967741935,15.499933333333333,16.605806451612903,17.584500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,27.0,20.0,16.0,29.0,30.0,6.0,0.0,0.0,80.1715,214.81366666666668,367.069,496.6036666666667,608.2626666666666,730.509,824.25,0.0,1.0676666666666665,3.021,5.01325,6.583666666666667,7.95925,9.564,10.603,0.0,4.749590909090909,4.4276451612903225,4.805400000000001,4.474266666666667,3.6766333333333336,3.1469032258064518,2.9596666666666667,0.0,11.863
