crop_name,adm_id,date,tmin,tmax,prec,rad,tavg,et0,vpd,cwb
maize,PT20,20010107,13.111,16.413,11.955,5880837.5,14.981,0.785,3.272,11.17
maize,PT30,20010107,9.497,12.577,1.595,6633113.0,10.861,1.304,5.484,0.291
maize,PT11,20010108,3.182,9.346,4.999,3859659.5,6.787,1.089,4.182,3.91
maize,PT15,20010108,6.538,12.724,0.24,6263677.5,10.234,1.447,5.789,-1.207
maize,PT16,20010108,2.503,9.931,3.265,4260471.5,6.905,1.035,4.476,2.23
maize,PT17,20010108,3.01,12.007,5.482,4987930.0,8.159,0.886,4.89,4.596
maize,PT18,20010108,2.173,11.209,3.591,5061938.0,7.043,0.906,5.034,2.685
maize,PT20,20010108,13.439,15.792,2.793,6801351.5,14.591,1.058,3.187,1.735
maize,PT30,20010108,10.108,15.505,6.375,3498997.25,13.582,0.879,4.46,5.496
maize,PT11,20010109,7.306,13.03,16.335,4711479.5,10.827,0.695,3.471,15.64
maize,PT15,20010109,11.74,15.645,6.624,4669784.5,14.251,0.843,3.486,5.781
maize,PT16,20010109,7.315,13.702,10.896,5233714.5,11.134,0.705,3.783,10.191
maize,PT17,20010109,9.477,15.535,6.775,6665960.0,13.121,0.723,3.942,6.052
maize,PT18,20010109,7.708,14.959,6.091,5436793.5,12.181,0.668,4.215,5.423
maize,PT20,20010109,11.653,15.67,7.073,7697717.5,13.27,1.923,4.934,5.15
maize,PT30,20010109,11.781,15.948,1.01,7643047.0,14.174,1.144,4.181,-0.134
maize,PT11,20010110,9.821,13.937,28.683,3128985.5,11.817,0.743,3.076,27.94
maize,PT15,20010110,13.326,16.793,16.141,3881163.75,14.943,1.134,3.973,15.007
maize,PT16,20010110,9.899,14.988,19.623,3415917.5,12.455,0.846,3.913,18.777
maize,PT17,20010110,11.49,16.448,11.724,4697080.0,13.917,0.975,4.286,10.749
maize,PT18,20010110,11.206,16.434,10.779,3301404.25,13.499,0.914,4.591,9.865
maize,PT20,20010110,11.554,14.847,2.274,8735265.0,13.539,1.488,4.634,0.786
maize,PT30,20010110,11.235,15.876,2.69,8516735.0,13.328,1.514,5.14,1.176
maize,PT11,20010111,7.668,11.739,10.78,4143179.25,9.826,0.936,3.086,9.844
maize,PT15,20010111,10.086,14.22,10.772,7323199.0,12.278,1.32,3.777,9.452
maize,PT16,20010111,8.37,12.291,9.723,4873299.5,10.175,0.974,3.32,8.749
maize,PT17,20010111,9.285,13.574,8.265,6595863.0,11.123,1.089,3.88,7.176
maize,PT18,20010111,8.54,13.269,6.137,6028998.5,10.784,1.078,3.87,5.059
maize,PT20,20010111,13.6,16.122,0.423,9472828.0,14.978,0.859,2.61,-0.436
maize,PT30,20010111,11.12,14.455,1.12,9650370.0,12.76,1.531,4.595,-0.411
maize,PT11,20010112,6.284,13.539,0.04,8813722.0,9.558,0.937,5.643,-0.897
maize,PT15,20010112,10.31,13.743,5.107,7410752.0,12.111,1.344,4.271,3.763
maize,PT16,20010112,6.854,13.817,1.874,7896443.0,10.0,1.087,5.651,0.787
maize,PT17,20010112,8.686,14.407,1.357,6328694.5,10.902,1.227,5.516,0.13
maize,PT18,20010112,8.182,13.791,3.113,6149222.5,10.509,1.127,5.143,1.986
maize,PT20,20010112,14.118,16.949,4.21,6337005.5,15.45,0.885,2.953,3.325
maize,PT30,20010112,11.47,14.693,1.12,9163315.0,13.203,1.233,3.776,-0.113
maize,PT11,20010113,5.167,13.538,0.0,8803992.0,8.567,0.997,6.178,-0.997
maize,PT15,20010113,10.567,14.991,0.005,9686179.0,12.465,1.428,5.289,-1.423
maize,PT16,20010113,5.895,13.768,0.009,9336242.0,9.281,0.909,5.607,-0.9
maize,PT17,20010113,8.295,15.333,0.0,9240387.0,11.253,1.192,5.925,-1.192
maize,PT18,20010113,7.52,14.983,0.0,9346179.0,10.553,1.128,6.059,-1.128
maize,PT20,20010113,14.11,16.766,9.83,4909551.0,15.54,0.647,2.005,9.183
maize,PT30,20010113,11.626,14.787,0.26,9190039.0,13.105,1.159,3.988,-0.899
maize,PT11,20010114,4.871,13.091,0.023,8354146.5,8.651,0.765,5.266,-0.742
maize,PT15,20010114,9.274,13.449,0.002,10108020.0,11.153,1.244,4.42,-1.242
maize,PT16,20010114,4.214,12.684,0.049,9043879.0,8.368,0.704,4.939,-0.655
maize,PT17,20010114,6.582,13.304,0.006,9102352.0,9.129,0.881,4.843,-0.875
maize,PT18,20010114,5.668,12.834,0.012,8513361.0,8.386,0.853,4.878,-0.841
maize,PT20,20010114,12.433,16.159,5.928,7178800.5,14.476,1.133,3.159,4.795
maize,PT30,20010114,11.633,16.043,0.365,8037421.5,13.501,1.147,4.281,-0.782
maize,PT11,20010115,5.907,10.999,1.385,5854153.0,8.492,0.601,3.162,0.784
maize,PT15,20010115,8.007,13.293,0.235,8514692.0,10.469,0.947,4.411,-0.712
maize,PT16,20010115,6.264,11.908,1.239,6096720.5,9.014,0.719,3.758,0.52
maize,PT17,20010115,6.379,13.481,0.539,7905397.0,9.989,0.872,4.936,-0.333
maize,PT18,20010115,5.469,12.698,0.586,6024052.0,8.996,0.796,4.597,-0.21
maize,PT20,20010115,11.363,13.781,0.007,7251543.5,12.46,1.584,6.132,-1.577
maize,PT30,20010115,11.531,15.442,1.27,9901643.0,13.325,1.14,3.146,0.13
maize,PT11,20010116,6.131,10.736,7.878,3971388.25,8.622,0.771,2.92,7.107
maize,PT15,20010116,8.549,14.176,2.81,6710679.5,11.643,1.108,4.763,1.702
maize,PT16,20010116,7.365,12.795,4.225,6253683.0,9.62,0.895,4.152,3.33
maize,PT17,20010116,8.308,14.295,3.658,7417727.0,11.146,1.091,4.871,2.567
maize,PT18,20010116,7.65,13.829,3.448,6551239.0,10.326,1.008,4.859,2.44
maize,PT20,20010116,11.846,15.988,9.752,4536851.5,13.988,1.088,4.088,8.664
maize,PT30,20010116,9.559,13.542,0.08,11654917.0,11.554,1.246,4.151,-1.166
maize,PT11,20010117,4.517,10.189,13.253,3028026.25,7.945,0.543,2.71,12.71
maize,PT15,20010117,8.59,13.815,0.594,5921803.0,11.721,1.085,4.702,-0.491
maize,PT16,20010117,6.117,11.281,4.946,4011502.5,9.19,0.675,3.018,4.271
maize,PT17,20010117,7.404,13.445,6.637,4743275.0,10.935,0.944,4.458,5.693
maize,PT18,20010117,7.032,13.126,2.811,5264462.0,10.219,0.95,4.56,1.861
maize,PT20,20010117,10.672,13.026,0.0,7940903.0,11.866,1.347,6.139,-1.347
maize,PT30,20010117,9.592,14.275,0.0,11867211.0,12.027,1.297,4.849,-1.297
maize,PT11,20010118,6.32,10.133,17.013,4763800.5,8.413,0.871,2.703,16.142
maize,PT15,20010118,11.509,14.279,8.32,6102765.5,13.156,1.573,4.338,6.747
maize,PT16,20010118,7.256,11.548,17.089,6192225.0,9.266,1.053,3.473,16.036
maize,PT17,20010118,8.448,13.674,9.802,7481360.0,11.108,1.37,4.681,8.432
maize,PT18,20010118,8.086,13.18,12.258,7001567.0,10.603,1.24,4.258,11.018
maize,PT20,20010118,11.055,14.513,0.572,8219717.0,12.918,1.243,5.176,-0.671
maize,PT30,20010118,11.128,15.732,1.185,5213931.5,13.364,1.034,4.532,0.151
maize,PT11,20010119,6.232,12.24,0.596,4847271.0,9.285,0.825,4.537,-0.229
maize,PT15,20010119,9.008,14.583,0.021,10974364.0,11.439,1.657,6.54,-1.636
maize,PT16,20010119,5.466,13.184,0.183,6504029.0,9.004,0.962,5.937,-0.779
maize,PT17,20010119,6.863,14.471,0.0,8669185.0,10.472,1.177,6.747,-1.177
maize,PT18,20010119,5.847,14.101,0.001,8723424.0,9.645,1.174,6.533,-1.173
maize,PT20,20010119,13.413,16.272,9.737,6621429.0,15.037,0.733,2.488,9.004
maize,PT30,20010119,10.363,13.391,0.08,8385435.0,11.644,1.254,4.244,-1.174
maize,PT11,20010120,6.153,11.061,0.338,5138347.5,8.514,0.793,3.899,-0.455
maize,PT15,20010120,7.044,13.587,0.0,11912815.0,10.045,1.358,6.525,-1.358
maize,PT16,20010120,4.735,12.278,0.063,7428093.5,8.458,0.785,5.157,-0.722
maize,PT17,20010120,6.237,13.877,0.004,9407562.0,10.388,0.918,6.109,-0.914
maize,PT18,20010120,4.806,13.626,0.009,9897217.0,9.21,0.982,6.476,-0.973
maize,PT20,20010120,11.557,15.276,25.406,3629767.5,13.336,1.11,3.811,24.296
maize,PT30,20010120,9.9,12.874,0.015,8578613.0,11.238,1.227,4.1,-1.212
maize,PT11,20010121,6.567,11.466,0.102,7423358.0,9.581,1.093,4.249,-0.991
maize,PT15,20010121,6.695,13.745,0.0,10755728.0,10.749,1.109,5.075,-1.109
maize,PT16,20010121,5.766,12.195,0.023,7724242.0,8.938,1.095,4.971,-1.072
maize,PT17,20010121,5.044,13.5,0.001,10081502.0,9.477,1.011,5.623,-1.01
maize,PT18,20010121,4.378,13.434,0.005,9963033.0,8.75,1.018,5.863,-1.013
maize,PT20,20010121,11.502,16.309,1.219,4981739.5,14.546,1.105,4.368,0.114
maize,PT30,20010121,9.802,13.942,0.27,6378067.0,12.051,1.13,4.694,-0.86
maize,PT11,20010122,9.829,13.956,23.738,3086008.0,11.722,1.065,3.89,22.673
maize,PT15,20010122,11.216,14.998,0.461,8068573.5,13.73,1.251,4.101,-0.79
maize,PT16,20010122,8.679,13.778,9.406,1869879.75,11.601,0.729,3.547,8.677
maize,PT17,20010122,10.578,15.052,2.271,3594623.0,13.155,0.693,3.757,1.578
maize,PT18,20010122,8.524,14.474,2.105,3810647.75,12.222,0.722,3.929,1.383
maize,PT20,20010122,14.298,16.62,0.542,7506516.5,15.464,1.154,3.183,-0.612
maize,PT30,20010122,11.536,16.166,0.07,11188386.0,13.593,1.453,5.675,-1.383
maize,PT11,20010123,10.774,14.617,28.56,3605698.25,13.18,0.617,2.555,27.943
maize,PT15,20010123,13.841,16.185,1.712,6580064.0,15.236,1.042,2.943,0.67
maize,PT16,20010123,10.526,15.11,9.542,3542794.75,13.454,0.664,3.014,8.878
maize,PT17,20010123,12.13,15.743,2.137,5489271.0,14.337,0.749,2.666,1.388
maize,PT18,20010123,11.632,16.105,1.761,4976422.0,14.147,0.909,3.694,0.852
maize,PT20,20010123,10.894,16.777,3.432,7479768.5,13.139,2.664,7.14,0.768
maize,PT30,20010123,12.311,16.772,0.125,11271013.0,14.42,1.456,5.26,-1.331
maize,PT11,20010124,7.584,12.395,33.958,6027014.5,9.917,1.42,4.272,32.538
maize,PT15,20010124,12.036,15.73,5.101,2559834.5,14.3,1.427,3.743,3.674
maize,PT16,20010124,7.327,13.867,22.802,6825550.0,10.817,1.511,5.037,21.291
maize,PT17,20010124,9.413,15.452,6.444,7615691.5,12.813,1.664,5.096,4.78
maize,PT18,20010124,8.97,15.102,7.77,5850638.0,12.457,1.483,4.73,6.287
maize,PT20,20010124,9.937,13.487,1.556,9595083.0,11.848,2.203,6.23,-0.647
maize,PT30,20010124,11.704,16.284,1.345,5788223.0,13.835,1.52,5.562,-0.175
maize,PT11,20010125,6.268,9.608,20.497,5530702.5,8.1,0.972,3.035,19.525
maize,PT15,20010125,10.401,13.798,0.608,10268830.0,12.034,2.068,5.729,-1.46
maize,PT16,20010125,6.599,10.778,12.606,6560209.5,8.659,1.067,3.661,11.539
maize,PT17,20010125,8.196,13.264,3.479,8788000.0,10.312,1.529,5.486,1.95
maize,PT18,20010125,7.127,12.696,5.575,8094708.5,9.375,1.32,5.034,4.255
maize,PT20,20010125,12.401,15.066,0.056,8259937.5,14.044,2.118,5.912,-2.062
maize,PT30,20010125,10.533,13.724,0.08,8305123.5,12.018,1.69,5.983,-1.61
maize,PT11,20010126,8.323,13.545,61.899,576547.875,11.296,0.486,2.96,61.413
maize,PT15,20010126,10.496,14.703,2.031,5974343.5,13.454,1.179,3.95,0.852
maize,PT16,20010126,8.04,13.846,43.982,870850.5,11.609,0.439,3.252,43.543
maize,PT17,20010126,8.322,14.873,7.228,3696264.25,12.806,0.722,3.882,6.506
maize,PT18,20010126,7.062,14.207,8.995,2670168.5,11.792,0.531,3.628,8.464
maize,PT20,20010126,13.833,15.868,0.397,9182130.0,14.955,1.161,2.76,-0.764
maize,PT30,20010126,10.289,14.638,0.0,10091525.0,12.264,1.64,6.06,-1.64
maize,PT11,20010127,8.283,12.77,13.645,4249148.0,10.495,0.829,3.231,12.816
maize,PT15,20010127,13.175,16.347,3.727,4926552.0,14.7,1.233,3.766,2.494
maize,PT16,20010127,9.825,14.18,14.028,4039771.75,11.955,0.989,3.516,13.039
maize,PT17,20010127,11.953,16.029,3.772,5775089.0,13.979,1.282,4.045,2.49
maize,PT18,20010127,11.424,15.621,5.296,4240185.0,13.453,1.112,3.804,4.184
maize,PT20,20010127,13.574,16.14,0.468,8074542.0,14.881,1.038,2.403,-0.57
maize,PT30,20010127,10.796,15.406,0.18,10990919.0,13.182,1.566,5.31,-1.386
maize,PT11,20010128,6.948,9.882,9.897,5865299.5,8.332,1.459,3.54,8.438
maize,PT15,20010128,10.135,13.783,0.281,8410019.0,11.724,2.638,6.296,-2.357
maize,PT16,20010128,7.079,10.636,7.026,6949860.5,8.857,1.713,4.114,5.313
maize,PT17,20010128,9.121,12.833,0.74,9657631.0,10.498,2.234,6.038,-1.494
maize,PT18,20010128,8.071,12.196,1.378,9101289.0,9.854,2.019,5.382,-0.641
maize,PT20,20010128,13.09,15.409,0.216,10282104.0,14.148,1.112,2.641,-0.896
maize,PT30,20010128,10.173,15.609,0.58,9787246.0,12.812,1.578,5.209,-0.998
maize,PT11,20010129,5.924,11.569,0.016,9532838.0,8.502,1.489,5.697,-1.473
maize,PT15,20010129,8.993,13.889,0.025,12326461.0,11.083,2.498,7.082,-2.473
maize,PT16,20010129,6.02,12.354,0.053,10540716.0,8.865,1.712,6.273,-1.659
maize,PT17,20010129,7.672,13.76,0.003,10653785.0,10.186,2.092,7.044,-2.089
maize,PT18,20010129,6.937,13.454,0.001,11703201.0,9.501,2.024,7.193,-2.023
maize,PT20,20010129,12.955,15.294,0.686,8561574.0,14.165,1.033,2.543,-0.347
maize,PT30,20010129,9.814,13.041,0.03,9451948.0,11.013,1.516,4.744,-1.486
maize,PT11,20010130,6.185,12.274,0.015,6532006.5,9.864,0.734,3.731,-0.719
maize,PT15,20010130,8.149,15.542,0.001,12731892.0,11.648,1.836,7.124,-1.835
maize,PT16,20010130,6.336,13.734,0.007,8780479.0,10.026,1.034,5.268,-1.027
maize,PT17,20010130,7.372,15.745,0.018,8884442.0,11.397,1.306,6.501,-1.288
maize,PT18,20010130,6.53,15.409,0.004,10589977.0,10.735,1.428,6.919,-1.424
maize,PT20,20010130,13.236,15.516,0.642,10027644.0,14.415,1.203,2.822,-0.561
maize,PT30,20010130,9.748,14.428,0.355,8854600.0,12.139,1.506,5.142,-1.151
maize,PT11,20010131,9.478,14.085,0.31,7091518.5,11.556,0.935,3.667,-0.625
maize,PT15,20010131,9.775,15.841,0.005,11493832.0,12.563,1.711,6.26,-1.706
maize,PT16,20010131,9.049,14.98,0.31,7024712.0,11.697,1.101,4.904,-0.791
maize,PT17,20010131,10.107,16.37,0.007,7939987.5,12.591,1.536,6.387,-1.529
maize,PT18,20010131,8.899,16.31,0.003,9490386.0,12.051,1.499,6.779,-1.496
maize,PT20,20010131,12.804,15.831,4.586,8707288.0,14.257,1.313,3.376,3.273
maize,PT30,20010131,11.497,14.885,0.31,9908265.0,13.082,1.593,4.793,-1.283
maize,PT11,20010201,7.774,16.309,0.003,9555169.0,11.151,1.277,7.161,-1.274
maize,PT15,20010201,10.162,15.478,0.043,10382189.0,12.456,1.508,5.476,-1.465
maize,PT16,20010201,8.108,16.135,0.03,9965025.0,11.426,1.28,6.802,-1.25
maize,PT17,20010201,9.232,15.872,0.014,8537307.0,12.254,1.327,5.837,-1.313
maize,PT18,20010201,9.006,16.119,0.017,9279481.0,11.94,1.353,6.446,-1.336
maize,PT20,20010201,12.461,15.255,3.161,8186627.5,13.775,1.141,3.414,2.02
maize,PT30,20010201,10.733,14.744,0.39,10642281.0,12.653,1.576,4.628,-1.186
maize,PT11,20010202,5.587,13.403,0.0,10632056.0,9.085,0.98,5.023,-0.98
maize,PT15,20010202,8.69,15.147,0.0,10777742.0,11.71,1.21,5.112,-1.21
maize,PT16,20010202,6.277,14.401,0.004,11123145.0,9.931,1.076,5.755,-1.072
maize,PT17,20010202,7.001,14.591,0.013,9328731.0,10.014,1.047,5.249,-1.034
maize,PT18,20010202,6.726,15.391,0.007,10156355.0,10.21,1.144,6.423,-1.137
maize,PT20,20010202,12.4,15.693,0.965,10631959.0,14.037,1.447,4.187,-0.482
maize,PT30,20010202,10.047,13.004,0.085,8769535.0,11.285,1.29,3.964,-1.205
maize,PT11,20010203,5.345,11.82,0.143,8324988.0,8.562,0.828,3.771,-0.685
maize,PT15,20010203,9.188,13.415,0.214,8179977.5,11.475,1.077,3.657,-0.863
maize,PT16,20010203,6.81,12.849,0.206,6735214.5,9.613,0.896,4.39,-0.69
maize,PT17,20010203,6.119,13.082,0.081,6517852.0,9.407,0.881,4.476,-0.8
maize,PT18,20010203,6.177,13.535,0.137,6725391.5,9.646,0.913,4.75,-0.776
maize,PT20,20010203,12.199,15.428,5.546,8472624.0,13.811,1.934,5.826,3.612
maize,PT30,20010203,9.272,12.803,0.3,9259682.0,11.257,1.23,4.086,-0.93
maize,PT11,20010204,8.175,12.819,13.773,5717319.5,10.41,0.97,3.691,12.803
maize,PT15,20010204,9.252,15.134,1.797,8929960.0,12.982,1.31,4.922,0.487
maize,PT16,20010204,7.68,12.938,10.387,3695424.0,10.137,0.875,3.752,9.512
maize,PT17,20010204,8.024,14.457,3.102,6405270.0,11.856,0.925,4.193,2.177
maize,PT18,20010204,7.282,14.096,4.016,5770987.5,11.053,0.93,4.408,3.086
maize,PT20,20010204,12.44,16.132,1.488,8102154.0,14.806,1.487,4.701,0.001
maize,PT30,20010204,10.408,14.999,0.09,13033345.0,12.337,1.616,5.483,-1.526
maize,PT11,20010205,9.439,13.768,10.275,4385762.0,12.32,0.747,2.843,9.528
maize,PT15,20010205,12.868,16.013,0.751,9990831.0,14.43,1.562,4.162,-0.811
maize,PT16,20010205,8.771,15.067,3.268,5152759.0,12.782,0.765,3.949,2.503
maize,PT17,20010205,10.202,15.647,2.114,7069159.5,14.113,0.617,3.117,1.497
maize,PT18,20010205,9.456,15.926,1.669,6359564.0,13.545,0.881,4.264,0.788
maize,PT20,20010205,9.664,16.162,6.566,10247458.0,11.662,2.705,7.813,3.861
maize,PT30,20010205,11.601,15.208,0.995,10019755.0,13.423,1.429,4.416,-0.434
maize,PT11,20010206,8.993,13.551,56.87,1665632.875,10.824,0.934,3.384,55.936
maize,PT15,20010206,12.96,15.548,15.776,7667385.0,14.467,1.666,4.02,14.11
maize,PT16,20010206,9.536,13.927,51.903,925406.438,11.608,1.08,3.371,50.823
maize,PT17,20010206,11.203,14.996,21.822,3025691.0,13.104,1.26,3.345,20.562
maize,PT18,20010206,10.761,14.872,23.993,4051983.0,12.826,1.3,3.854,22.693
maize,PT20,20010206,8.542,13.181,11.195,10596242.0,10.835,1.819,5.105,9.376
maize,PT30,20010206,9.505,15.17,9.745,4583962.5,12.955,1.349,4.252,8.396
maize,PT11,20010207,8.326,10.738,39.718,6497283.0,9.616,1.02,2.373,38.698
maize,PT15,20010207,11.316,14.842,27.218,10596918.0,13.262,2.286,4.93,24.932
maize,PT16,20010207,8.796,12.189,25.684,7829755.5,10.364,1.274,3.318,24.41
maize,PT17,20010207,9.911,14.11,13.958,10037764.0,11.761,1.68,4.545,12.278
maize,PT18,20010207,9.435,13.909,23.242,9109253.0,11.408,1.604,4.497,21.638
maize,PT20,20010207,10.95,14.787,1.439,9948491.0,13.249,1.972,5.744,-0.533
maize,PT30,20010207,9.36,13.874,1.63,13280526.0,11.834,2.009,5.651,-0.379
maize,PT11,20010208,6.656,11.391,15.705,7673303.5,8.866,1.282,4.183,14.423
maize,PT15,20010208,9.663,14.227,1.74,11039783.0,12.059,2.216,5.934,-0.476
maize,PT16,20010208,6.365,12.226,9.919,8588492.0,9.272,1.404,4.701,8.515
maize,PT17,20010208,7.625,14.124,2.046,10985517.0,10.653,1.93,6.379,0.116
maize,PT18,20010208,6.566,13.507,4.145,10103126.0,9.958,1.718,5.732,2.427
maize,PT20,20010208,13.679,16.06,2.089,8879300.0,14.994,1.307,3.19,0.782
maize,PT30,20010208,10.323,13.86,0.195,11582480.0,12.062,1.663,5.513,-1.468
maize,PT11,20010209,6.119,12.693,15.001,2056317.75,10.025,0.474,3.071,14.527
maize,PT15,20010209,9.091,15.134,0.044,7664466.0,12.575,1.227,5.224,-1.183
maize,PT16,20010209,6.329,13.182,7.147,1948497.375,10.475,0.515,3.383,6.632
maize,PT17,20010209,7.358,14.261,3.55,2069883.75,12.006,0.48,3.181,3.07
maize,PT18,20010209,6.038,13.954,3.49,2683242.75,11.0,0.581,3.803,2.909
maize,PT20,20010209,13.992,16.321,2.314,11426973.0,15.144,1.681,3.477,0.633
maize,PT30,20010209,10.629,14.974,0.005,15123381.0,12.471,1.939,6.13,-1.934
maize,PT11,20010210,9.27,15.999,2.568,8367875.0,12.685,1.168,4.733,1.4
maize,PT15,20010210,11.418,18.549,0.003,12383754.0,14.718,1.792,7.82,-1.789
maize,PT16,20010210,9.654,17.097,0.313,7632734.0,13.089,1.262,6.549,-0.949
maize,PT17,20010210,11.384,18.549,0.134,7696036.5,14.061,1.388,7.65,-1.254
maize,PT18,20010210,10.916,18.238,0.088,7744431.5,13.739,1.394,7.633,-1.306
maize,PT20,20010210,13.265,15.912,23.033,6893530.5,14.577,1.342,3.239,21.691
maize,PT30,20010210,11.099,17.329,0.0,15501294.0,14.138,2.203,7.196,-2.203
maize,PT11,20010211,7.366,18.745,0.0,13077646.0,12.908,1.75,9.709,-1.75
maize,PT15,20010211,12.139,19.211,0.0,14875816.0,15.741,2.634,9.791,-2.634
maize,PT16,20010211,8.629,20.207,0.0,13532818.0,14.235,2.045,11.413,-2.045
maize,PT17,20010211,9.668,21.374,0.0,14103769.0,14.644,2.185,12.633,-2.185
maize,PT18,20010211,9.4,21.391,0.0,14078312.0,14.715,2.245,12.874,-2.245
maize,PT20,20010211,11.189,14.681,9.084,8883087.0,12.785,1.524,3.671,7.56
maize,PT30,20010211,11.439,18.813,0.0,16507678.0,15.225,2.522,9.459,-2.522
maize,PT11,20010212,9.087,19.501,0.0,12800415.0,13.645,1.71,10.332,-1.71
maize,PT15,20010212,12.312,18.79,0.0,14922366.0,15.175,2.731,10.468,-2.731
maize,PT16,20010212,10.043,20.871,0.0,13270666.0,14.608,1.924,11.949,-1.924
maize,PT17,20010212,9.371,21.502,0.0,13777505.0,14.732,2.037,13.218,-2.037
maize,PT18,20010212,9.762,21.588,0.0,13939507.0,14.835,2.186,13.567,-2.186
maize,PT20,20010212,11.029,13.76,0.896,12122318.0,12.523,1.876,4.642,-0.98
maize,PT30,20010212,11.84,18.929,0.0,16599182.0,15.003,2.302,9.188,-2.302
maize,PT11,20010213,8.555,17.699,0.015,11176712.0,12.341,1.468,8.086,-1.453
maize,PT15,20010213,10.966,17.258,0.027,15102025.0,14.025,2.004,6.924,-1.977
maize,PT16,20010213,9.222,18.975,0.039,12996856.0,13.176,1.722,9.734,-1.683
maize,PT17,20010213,8.576,18.332,0.021,14266417.0,13.142,1.755,8.598,-1.734
maize,PT18,20010213,8.424,19.37,0.013,14404841.0,13.377,1.933,10.401,-1.92
