crop_name,country_code,adm_id,harvest_year,yield,harvest_area,production
maize,PT,PT16,2009,6.353,31624.0,200908.0
maize,PT,PT16,2010,6.554,30578.0,200406.0
maize,PT,PT16,2011,7.781,31285.0,243426.0
maize,PT,PT16,2012,7.275,30921.0,224950.0
maize,PT,PT16,2013,7.559,33342.0,252035.0
maize,PT,PT16,2014,7.641,34322.0,262243.0
maize,PT,PT16,2015,7.754,32917.0,255242.0
maize,PT,PT16,2016,8.05,32068.0,258155.0
maize,PT,PT16,2017,9.029,31573.0,285082.0
maize,PT,PT16,2018,7.86,29971.0,235584.0
maize,PT,PT16,2019,9.26,24507.0,226937.0
maize,PT,PT16,2020,9.631,24383.0,234825.0
maize,PT,PT17,1986,5.156,2973.0,15329.0
maize,PT,PT17,1987,5.313,3022.0,16057.0
maize,PT,PT17,1988,5.512,2942.0,16218.0
maize,PT,PT17,1989,5.518,3028.0,16710.0
maize,PT,PT17,1990,5.366,3074.0,16492.0
maize,PT,PT17,1991,4.591,3164.0,14526.0
maize,PT,PT17,1992,5.291,2631.0,13922.0
maize,PT,PT17,1993,5.503,2196.0,12084.0
maize,PT,PT17,1994,5.713,2890.0,16510.0
maize,PT,PT17,1995,6.765,2986.0,20201.0
maize,PT,PT17,1996,8.058,2711.0,21845.0
maize,PT,PT17,1997,7.46,6181.0,46110.0
maize,PT,PT17,1998,8.702,8337.0,72550.0
maize,PT,PT17,1999,8.164,3778.0,30849.0
maize,PT,PT17,2000,8.262,4059.0,33534.0
maize,PT,PT17,2001,8.336,3827.0,31902.0
maize,PT,PT17,2002,8.1,4949.0,40086.0
maize,PT,PT17,2003,9.58,6357.0,60902.0
maize,PT,PT17,2004,9.996,5677.0,56747.0
maize,PT,PT17,2005,10.625,5359.0,56937.0
maize,PT,PT17,2006,9.923,5904.0,58588.0
maize,PT,PT17,2007,10.183,6232.0,63458.0
maize,PT,PT17,2008,11.863,7581.0,89932.0
maize,PT,PT17,2009,9.92,2751.0,27291.0
maize,PT,PT17,2010,10.598,2401.0,25451.0
maize,PT,PT17,2011,12.258,2724.0,33392.0
maize,PT,PT17,2012,13.188,3133.0,41314.0
maize,PT,PT17,2013,12.194,3711.0,45257.0
maize,PT,PT17,2014,11.842,3327.0,39399.0
maize,PT,PT17,2015,13.075,2282.0,29832.0
maize,PT,PT17,2016,11.962,1871.0,22379.0
maize,PT,PT17,2017,13.667,1355.0,18517.0
maize,PT,PT17,2018,13.22,1594.0,21076.0
maize,PT,PT17,2019,13.171,1886.0,24838.0
maize,PT,PT17,2020,11.076,1858.0,20582.0
maize,PT,PT18,1986,5.616,24254.0,136214.0
maize,PT,PT18,1987,5.778,24653.0,142452.0
maize,PT,PT18,1988,5.99,24001.0,143775.0
maize,PT,PT18,1989,5.992,24703.0,148029.0
maize,PT,PT18,1990,5.828,24891.0,145072.0
maize,PT,PT18,1991,6.198,24771.0,153529.0
maize,PT,PT18,1992,7.144,20610.0,147237.0
maize,PT,PT18,1993,7.444,18745.0,139534.0
maize,PT,PT18,1994,8.777,21036.0,184623.0
maize,PT,PT18,1995,8.571,23598.0,202256.0
maize,PT,PT18,1996,8.227,34698.0,285461.0
maize,PT,PT18,1997,8.151,44104.0,359544.0
maize,PT,PT18,1998,8.032,57389.0,460953.0
maize,PT,PT18,1999,8.881,48326.0,429173.0
maize,PT,PT18,2000,9.269,42092.0,390132.0
maize,PT,PT18,2001,9.737,46679.0,454527.0
maize,PT,PT18,2002,9.465,42182.0,399263.0
maize,PT,PT18,2003,8.928,44300.0,395505.0
maize,PT,PT18,2004,9.355,41995.0,392849.0
maize,PT,PT18,2005,7.426,24015.0,178328.0
maize,PT,PT18,2006,8.781,20545.0,180399.0
maize,PT,PT18,2007,9.467,26370.0,249635.0
maize,PT,PT18,2008,10.501,28896.0,303444.0
maize,PT,PT18,2009,11.536,26203.0,302274.0
maize,PT,PT18,2010,11.46,26187.0,300105.0
maize,PT,PT18,2011,12.337,34176.0,421646.0
maize,PT,PT18,2012,12.972,36416.0,472372.0
maize,PT,PT18,2013,12.143,42997.0,522099.0
maize,PT,PT18,2014,12.558,38262.0,480494.0
maize,PT,PT18,2015,13.505,32234.0,435305.0
maize,PT,PT18,2016,12.872,25577.0,329215.0
maize,PT,PT18,2017,13.733,25129.0,345091.0
maize,PT,PT18,2018,13.3,27359.0,363884.0
maize,PT,PT18,2019,13.666,29219.0,399305.0
maize,PT,PT18,2020,12.727,25317.0,322209.0
maize,PT,PT20,1986,3.36,4948.0,16625.0
maize,PT,PT20,1987,3.033,4715.0,14299.0
maize,PT,PT20,1988,2.742,4004.0,10980.0
maize,PT,PT20,1989,3.388,3644.0,12345.0
maize,PT,PT20,1990,2.699,2936.0,7923.0
maize,PT,PT20,1991,3.109,2577.0,8012.0
maize,PT,PT20,1992,3.184,2643.0,8415.0
maize,PT,PT20,1993,3.472,2390.0,8299.0
maize,PT,PT20,1994,3.355,1887.0,6331.0
maize,PT,PT20,1995,3.96,1733.0,6862.0
maize,PT,PT20,1996,3.394,1568.0,5322.0
maize,PT,PT20,1997,3.304,1485.0,4907.0
maize,PT,PT20,1998,2.856,1472.0,4204.0
maize,PT,PT20,1999,2.963,975.0,2889.0
maize,PT,PT20,2000,2.962,871.0,2580.0
maize,PT,PT20,2001,2.795,820.0,2292.0
maize,PT,PT20,2002,2.503,793.0,1985.0
maize,PT,PT20,2003,2.507,735.0,1843.0
maize,PT,PT20,2004,2.971,616.0,1830.0
maize,PT,PT20,2005,2.7,490.0,1323.0
maize,PT,PT20,2006,2.8,441.0,1235.0
maize,PT,PT20,2007,2.599,392.0,1019.0
maize,PT,PT20,2008,2.419,344.0,832.0
maize,PT,PT20,2009,2.702,285.0,770.0
maize,PT,PT20,2010,2.7,250.0,675.0
maize,PT,PT20,2011,2.377,247.0,587.0
maize,PT,PT20,2012,1.887,239.0,451.0
maize,PT,PT20,2013,1.773,238.0,422.0
maize,PT,PT20,2014,1.874,238.0,446.0
maize,PT,PT20,2015,1.752,242.0,424.0
maize,PT,PT20,2016,1.976,211.0,417.0
maize,PT,PT20,2017,2.0,183.0,366.0
maize,PT,PT20,2018,2.108,167.0,352.0
maize,PT,PT20,2019,2.206,34.0,75.0
maize,PT,PT20,2020,2.675,40.0,107.0
maize,PT,PT30,1986,0.0,0.0,0.0
maize,PT,PT30,1987,0.0,0.0,0.0
maize,PT,PT30,1988,0.0,0.0,0.0
maize,PT,PT30,1989,0.0,0.0,0.0
maize,PT,PT30,1990,0.0,0.0,0.0
maize,PT,PT30,1991,0.0,0.0,0.0
maize,PT,PT30,1992,0.0,0.0,0.0
maize,PT,PT30,1993,0.0,0.0,0.0
maize,PT,PT30,1994,0.0,0.0,0.0
maize,PT,PT30,1995,0.0,0.0,0.0
maize,PT,PT30,1996,0.0,0.0,0.0
maize,PT,PT30,1997,0.0,0.0,0.0
maize,PT,PT30,1998,0.0,0.0,0.0
maize,PT,PT30,1999,3.753,81.0,304.0
maize,PT,PT30,2000,3.753,77.0,289.0
maize,PT,PT30,2001,3.757,74.0,278.0
maize,PT,PT30,2002,3.746,71.0,266.0
maize,PT,PT30,2003,3.75,68.0,255.0
maize,PT,PT30,2004,3.75,64.0,240.0
maize,PT,PT30,2005,3.75,60.0,225.0
maize,PT,PT30,2006,3.754,57.0,214.0
maize,PT,PT30,2007,3.759,54.0,203.0
maize,PT,PT30,2008,3.745,51.0,191.0
maize,PT,PT30,2009,3.75,48.0,180.0
maize,PT,PT30,2010,3.75,48.0,180.0
maize,PT,PT30,2011,3.75,48.0,180.0
maize,PT,PT30,2012,3.75,48.0,180.0
maize,PT,PT30,2013,3.75,48.0,180.0
maize,PT,PT30,2014,3.75,48.0,180.0
maize,PT,PT30,2015,3.75,48.0,180.0
maize,PT,PT30,2016,3.75,48.0,180.0
maize,PT,PT30,2017,3.75,48.0,180.0
maize,PT,PT30,2018,3.75,48.0,180.0
