adm_id,awc,bulk_density,year,max_cum_gdd1,max_cum_gdd2,max_cum_gdd3,max_cum_gdd4,max_cum_gdd5,max_cum_gdd6,max_cum_gdd7,max_cum_prec1,max_cum_prec2,max_cum_prec3,max_cum_prec4,max_cum_prec5,max_cum_prec6,max_cum_prec7,mean_cum_cwb1,mean_cum_cwb2,mean_cum_cwb3,mean_cum_cwb4,mean_cum_cwb5,mean_cum_cwb6,mean_cum_cwb7,mean_prec1,mean_prec2,mean_prec3,mean_prec4,mean_prec5,mean_prec6,mean_prec7,mean_rad1,mean_rad2,mean_rad3,mean_rad4,mean_rad5,mean_rad6,mean_rad7,mean_tavg1,mean_tavg2,mean_tavg3,mean_tavg4,mean_tavg5,mean_tavg6,mean_tavg7,mean_tmax1,mean_tmax2,mean_tmax3,mean_tmax4,mean_tmax5,mean_tmax6,mean_tmax7,mean_tmin1,mean_tmin2,mean_tmin3,mean_tmin4,mean_tmin5,mean_tmin6,mean_tmin7,tmin<0p1,tmin<0p2,tmin<0p3,tmin<0p4,tmin<0p5,tmin<0p6,tmin<0p7,tmax>35p1,tmax>35p2,tmax>35p3,tmax>35p4,tmax>35p5,tmax>35p6,tmax>35p7,prec<1p1,prec<1p2,prec<1p3,prec<1p4,prec<1p5,prec<1p6,prec<1p7,max_cum_fpar1,max_cum_fpar2,max_cum_fpar3,max_cum_fpar4,max_cum_fpar5,max_cum_fpar6,max_cum_fpar7,max_cum_ndvi1,max_cum_ndvi2,max_cum_ndvi3,max_cum_ndvi4,max_cum_ndvi5,max_cum_ndvi6,max_cum_ndvi7,mean_ssm1,mean_ssm2,mean_ssm3,mean_ssm4,mean_ssm5,mean_ssm6,mean_ssm7,yield
CN037,14.446,1.493,2003,0.0,0.0,24.122,144.65099999999998,441.312,870.8679999999999,1062.483,0.0,20.451999999999998,56.459,124.89099999999999,175.989,263.169,392.012,0.0,-11.0206,-34.85141935483871,-86.87253333333334,-137.0619677419355,-244.80886666666666,-253.80707142857142,0.0,0.8180799999999999,1.1615161290322582,2.2810666666666664,1.6483225806451614,2.9059999999999997,9.20307142857143,0.0,11498657.7,15287535.725806452,18864413.4,21237444.129032258,22704315.6,17888413.67857143,0.0,2.5821199999999997,6.904903225806452,13.947366666666666,19.569709677419354,24.318533333333335,23.686785714285715,0.0,8.02264,12.320838709677421,19.553333333333335,24.9678064516129,29.7781,27.88228571428571,0.0,-2.06772,2.0945161290322583,8.791033333333333,14.55925806451613,19.305233333333334,20.113214285714285,0.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,22.0,22.0,25.0,15.0,4.0,0.0,26.566,87.871,193.401,313.811,421.623,517.091,0.0,0.585,1.682,2.924,4.773,6.298,7.32,0.0,4.44544,4.49041935483871,4.473233333333334,4.545548387096774,4.3468333333333335,5.002714285714285,5.865
CN041,14.925,1.468,2003,0.0,0.0,43.933,185.78300000000002,515.106,981.939,1150.953,0.0,42.038000000000004,94.958,158.67,214.578,366.748,507.402,0.0,2.042666666666667,-0.8301935483870964,-33.818133333333336,-69.9001935483871,-166.524,-77.97383333333333,0.0,1.556962962962963,1.7070967741935485,2.1237333333333335,1.8034838709677419,5.072333333333333,11.721166666666667,0.0,10331229.361111112,14344674.33064516,16929418.741666667,19064379.322580647,21853680.716666665,15949198.541666666,0.0,3.921148148148148,8.256741935483872,14.684933333333333,20.623322580645162,25.5611,24.084500000000002,0.0,9.01962962962963,13.475741935483871,19.805433333333333,25.590290322580646,30.889799999999997,27.776916666666665,0.0,-0.7196666666666667,3.405774193548387,9.689666666666666,15.780806451612905,20.4303,20.837666666666667,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,21.0,21.0,20.0,23.0,16.0,1.0,0.0,48.238,156.561,317.153,467.407,574.047,665.107,0.0,1.059,2.839,4.598,6.849,8.277,9.431,0.0,4.628629629629629,4.62758064516129,4.4821333333333335,4.391580645161291,4.452466666666667,5.613583333333334,3.211
CN042,13.08,1.433,2003,0.0,1.5040000000000013,65.56,235.086,577.067,1049.725,1110.01,10.068999999999999,96.334,196.838,350.695,475.387,737.651,774.796,-1.6911999999999998,14.613535714285716,74.8121935483871,115.30749999999999,183.32793548387096,160.517,305.93975,2.0138,3.080892857142857,3.242064516129032,5.128566666666667,4.022322580645161,8.742133333333333,9.28625,9490965.8,8880207.99107143,12733881.362903226,13652444.091666667,16772885.709677419,19528660.475,13288797.25,4.3284,5.911499999999999,9.686903225806452,15.6279,21.03164516129032,25.755266666666667,25.07125,8.602,10.101714285714285,14.17174193548387,20.015233333333335,25.179612903225806,29.952333333333335,28.014,-0.12620000000000003,1.744,5.219387096774193,11.208300000000001,16.91164516129032,21.62313333333333,22.22625,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,18.0,14.0,15.0,15.0,0.0,0.0,84.578,189.326,314.824,433.947,562.866,617.024,0.0,1.557,3.2960000000000003,4.854,6.971,9.077,9.767,0.0,7.07875,7.099387096774193,7.144,7.200032258064516,7.013933333333333,7.8205,4.91
CN046,11.719,1.364,2003,81.474,405.888,807.426,1318.213,1893.272,2023.163,0.0,2.181,13.08,37.891,84.269,237.541,246.06199999999998,0.0,-13.849874999999999,-62.735,-156.86183870967741,-262.8410333333333,-343.926935483871,-333.5322857142857,0.0,0.272625,0.38925,0.8003548387096774,1.5459333333333334,4.944258064516129,1.2172857142857143,0.0,13635537.9375,15057293.25,15507564.096774194,21180688.866666667,20894050.548387095,21962696.0,0.0,20.18425,21.586214285714284,22.95283870967742,27.026233333333334,28.550290322580643,28.555857142857143,0.0,25.091625,26.09507142857143,27.42983870967742,31.96466666666667,33.08851612903226,32.57271428571429,0.0,16.538375000000002,18.17832142857143,19.44309677419355,23.19793333333333,25.04893548387097,24.65657142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,7.0,25.0,21.0,13.0,8.0,5.0,0.0,0.0,120.64,247.821,386.279,538.394,591.241,0.0,0.505,2.5620000000000003,4.676,6.245,8.514,9.125,0.0,0.0,6.277464285714286,6.389709677419354,6.264333333333334,6.507612903225806,6.160000000000001,0.0,3.087
CN051,12.899,1.434,2003,0.0,21.695999999999998,93.324,291.296,605.629,979.942,1154.329,2.468,32.165,84.279,164.24099999999999,314.717,485.011,562.695,0.36100000000000004,-8.88782142857143,-24.940516129032257,-38.808233333333334,-23.228677419354835,7.6101666666666725,73.99192307692309,1.234,1.0606071428571429,1.6810967741935483,2.6654,4.854064516129032,5.676466666666667,5.975692307692308,8064615.25,9188206.57142857,12728740.5,15012962.083333334,15919427.774193548,16535595.366666667,14934370.846153846,5.709,9.573607142857142,11.702129032258066,16.599066666666666,20.139774193548387,22.4771,23.414384615384616,9.1785,13.175321428571428,15.866903225806452,20.7969,23.924193548387095,26.16433333333333,26.491846153846154,2.065,5.766107142857143,7.213225806451613,12.1128,16.336709677419353,18.640033333333335,20.411461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,13.0,9.0,5.0,3.0,0.0,0.0,103.247,210.04500000000002,314.845,426.819,583.369,714.78,0.0,1.723,3.345,4.72,6.597,9.107,10.547,0.0,6.469035714285715,6.429129032258064,6.305499999999999,6.3394516129032255,6.4193999999999996,6.554230769230769,4.454
CN052,13.061,1.533,2003,0.0,35.32,98.955,265.15799999999996,495.226,755.2139999999999,821.808,17.331,53.785,134.203,252.573,451.954,713.245,760.371,1.477875,-7.115571428571429,-33.776645161290325,-47.950066666666665,2.5134838709677485,173.99470000000002,244.31900000000005,2.166375,1.3019285714285715,2.594129032258065,3.9456666666666664,6.431645161290323,8.7097,7.854333333333334,9615886.625,13072440.767857144,14567957.741935484,17509782.4,14929027.338709677,14935508.383333333,18351907.0,5.418875,9.046464285714285,10.233645161290323,15.512166666666667,17.421548387096774,18.66626666666667,21.099,10.563875,14.508892857142857,15.635258064516128,21.178333333333335,21.660806451612903,22.225433333333335,24.716333333333335,1.731875,4.134571428571428,5.446354838709677,10.757866666666667,13.76774193548387,15.389466666666666,18.085666666666665,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,11.0,8.0,5.0,4.0,1.0,0.0,73.72200000000001,152.238,235.388,327.531,455.72,510.267,0.32,1.704,3.181,4.284,5.978,8.437,9.102,0.0,7.48925,7.577322580645161,7.3543666666666665,7.5126451612903224,7.885233333333333,7.7945,4.661
CN053,12.971,1.41,2003,0.0,35.722,138.02100000000002,367.621,633.654,882.963,1031.326,2.48,30.233,92.146,131.005,274.675,544.324,608.236,0.24,-21.89325,-98.09477419354839,-185.9211,-258.2582258064516,-118.87243333333332,-46.69586666666667,2.48,0.9911785714285715,1.9971935483870966,1.2953000000000001,4.634516129032257,8.9883,4.2608,13848300.0,17281197.660714287,19428010.774193548,23359392.9,19605553.5,15915530.433333334,18573130.733333334,9.285,10.653357142857143,13.059032258064516,17.653333333333332,18.581709677419354,18.310299999999998,19.890866666666668,14.252,16.598785714285714,18.861032258064515,23.925,23.64525806451613,22.1075,23.738999999999997,5.529,5.046321428571429,7.675129032258065,11.770033333333334,14.199193548387097,15.1877,16.718666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,22.0,8.0,0.0,0.0,0.0,104.236,201.46800000000002,287.514,371.595,486.829,591.019,0.0,1.762,3.395,4.562,6.204,8.428,9.735,0.0,7.032321428571429,7.024193548387097,6.482033333333334,6.688096774193548,7.3612,7.3128,3.749
CN054,13.005,1.461,2003,0.0,0.0,0.0,0.0,6.624999999999998,63.824999999999996,100.30799999999999,1.028,59.966,122.902,197.685,315.487,542.835,658.664,-0.844,-0.24242857142857102,-10.79432258064516,-37.39456666666667,-48.55422580645161,-8.449399999999999,101.93864285714287,1.028,2.1049285714285717,2.0301935483870968,2.492766666666667,3.800064516129032,7.578266666666667,8.2735,16965302.0,18414399.32142857,21664800.29032258,23115026.0,23251183.677419353,19992307.3,17918857.07142857,-0.491,-0.9690714285714286,1.6043548387096773,5.569500000000001,8.140322580645162,11.906666666666666,12.605928571428572,3.78,3.655892857142857,6.5365806451612904,10.790533333333334,13.212903225806452,16.617166666666666,16.694357142857143,-5.517,-5.6582857142857135,-3.268193548387097,0.34936666666666666,3.774,8.219933333333334,9.645785714285713,1.0,28.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,10.0,0.0,0.0,0.0,0.0,61.013999999999996,122.803,192.28199999999998,283.728,405.06399999999996,497.815,0.0,1.315,2.498,3.4050000000000002,4.817,6.44,7.182,0.0,6.2558928571428565,6.162548387096773,5.9946,5.998290322580646,6.219666666666667,6.476,4.924
CN061,12.801,1.465,2003,0.0,0.0,32.003,126.145,413.17199999999997,824.428,998.078,0.0,18.108999999999998,55.42,106.643,164.832,234.566,296.971,0.0,-11.46037037037037,-37.98270967741935,-76.84396666666666,-153.74290322580643,-265.27366666666666,-310.34607142857146,0.0,0.6707037037037037,1.2035806451612903,1.7074333333333334,1.8770645161290322,2.3244666666666665,4.4575000000000005,0.0,11958418.787037037,14953719.161290323,17411143.216666665,19534168.30645161,22927221.0,17983699.25,0.0,2.573074074074074,6.405258064516128,12.7963,19.258935483870967,23.70853333333333,22.40357142857143,0.0,7.852962962962963,11.722096774193549,18.6512,24.797806451612903,29.692733333333333,27.192,0.0,-2.3414444444444444,1.1914193548387098,6.977033333333334,13.349838709677421,17.481166666666663,17.96892857142857,0.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,21.0,21.0,19.0,4.0,0.0,33.216,99.352,194.60899999999998,302.73699999999997,406.047,490.578,0.0,0.777,1.705,2.863,4.579,6.063,7.036,0.0,3.989703703703704,4.0932258064516125,4.052733333333333,3.791483870967742,3.5624333333333333,4.156785714285714,3.935
CN062,12.84,1.465,2003,0.0,0.0,10.378,46.269,221.403,530.231,760.106,0.0,6.172,29.334,59.512,110.212,154.6,195.434,0.0,-12.299105263157895,-49.51783870967742,-120.53643333333333,-212.7312580645161,-345.18846666666667,-431.96104761904763,0.0,0.3248421052631579,0.7471612903225806,1.0059333333333333,1.6354838709677417,1.4796000000000002,1.9444761904761902,0.0,14075038.47368421,17118837.048387095,20076477.2,21918214.93548387,24016531.466666665,22049677.23809524,0.0,0.046052631578947366,3.307967741935484,9.426466666666666,15.619032258064516,20.294266666666665,20.946428571428573,0.0,5.853315789473684,9.052612903225805,15.6915,21.687129032258067,26.625566666666668,26.728,0.0,-5.853736842105263,-2.5655161290322583,3.0032,9.20025806451613,13.504933333333334,15.308809523809524,0.0,19.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,26.0,19.0,17.0,22.0,12.0,0.0,18.795,46.978,88.376,163.261,271.12,392.188,0.0,0.37,0.883,1.3820000000000001,2.445,3.831,4.9719999999999995,0.0,3.1480526315789477,3.156967741935484,3.1590333333333334,3.0690645161290324,2.742366666666667,3.2382857142857144,4.984
