row_index,adm_id,year,feature,feature_role,current_value,high_yield_reference,standardized_gap,model_importance,single_feature_yield_potential,stress_score
0,MX01,2022,mean_tmin4,temperature_hazard,12.052466666666668,14.265266666666667,0.8634003282397135,0.00550480643907191,0.03485593262752262,0.00016566507816944415
0,MX01,2022,mean_cum_ndvi4,crop_state_indicator,2.048,2.684,0.436313743425566,0.005981577358874957,0.06251426596085663,0.00016315250750320267
0,MX01,2022,mean_prec5,water_proxy,0.2548709677419354,0.0584838709677419,0.20161028738699105,0.0657906967605315,0.010879444444443997,0.00014430583540628767
0,MX01,2022,mean_cum_fpar6,crop_state_indicator,277.29633333333334,377.7676666666666,0.6393421063795489,0.021124957923010907,0.010642222222221775,0.00014373465251821127
0,MX01,2022,mean_cum_ndvi5,crop_state_indicator,2.94725,3.7805,0.4437491678870989,0.006112292220704819,0.05218864420917413,0.00014155254284137298
0,MX01,2022,mean_tavg8,temperature_hazard,19.72321052631579,24.22764,0.5361679545657168,0.008455357270293553,0.029447222222221736,0.0001334987349628053
0,MX01,2022,mean_cum_ndvi7,crop_state_indicator,5.42525,7.5355,0.8581740544936963,0.0033455286751956086,0.042570287830173026,0.00012222125066091902
0,MX01,2022,mean_tmax3,temperature_hazard,26.36054838709677,27.892322580645164,0.5310671978359267,0.004540236529240122,0.048393154849744935,0.00011668415662336869
0,MX01,2022,mean_cum_ndvi6,crop_state_indicator,4.02225,5.233499999999999,0.5487597689432551,0.008670203430033909,0.023968088653619546,0.00011403678226177026
0,MX01,2022,mean_tavg3,temperature_hazard,17.838806451612903,19.333,0.5635916011714946,0.004084438286518607,0.04863142198695325,0.00011194735053351196
0,MX01,2022,mean_cum_fpar2,crop_state_indicator,24.927,33.652,0.36339850385906647,0.0038601681230854175,0.07871457683669592,0.00011041918061422671
0,MX01,2022,mean_cum_fpar4,crop_state_indicator,138.39966666666666,183.79466666666667,0.3988022899980967,0.012631203260719114,0.014762777777777902,7.43653197651275e-05
0,MX01,2022,mean_tmax8,temperature_hazard,26.007210526315788,29.00788,0.3666110904048715,0.006154763509080429,0.031112115586843903,7.020151952023235e-05
0,MX01,2022,max_cum_prec8,water_proxy,310.415,427.673,0.329148958865503,0.004159771100570417,0.04999275473210796,6.844929623633624e-05
0,MX01,2022,mean_tmax4,temperature_hazard,28.692366666666665,29.49573333333333,0.33251785628255226,0.0036894512795018052,0.05132855496737987,6.297030395006662e-05
0,MX01,2022,mean_cum_fpar3,crop_state_indicator,72.08999999999999,97.76466666666666,0.4321849399618449,0.005871166136393698,0.024646421986952216,6.253856029346605e-05
0,MX01,2022,mean_cum_cwb8,water_proxy,-813.4323684210526,-616.1965909090909,0.5089484772846816,0.0028574573880918836,0.0350881548497437,5.102865400351499e-05
0,MX01,2022,mean_tmin6,temperature_hazard,15.2046,17.514,0.45642120241906803,0.004088777311177694,0.024163244091539582,4.5093558646821514e-05
0,MX01,2022,mean_rad3,radiation_hazard,26336532.967741936,23931384.129032254,1.747995222434247,0.013567238217235295,0.001795866431396398,4.258981214140776e-05
0,MX01,2022,mean_cum_cwb7,water_proxy,-785.957,-654.1747419354839,0.44543115369639974,0.00913851775012394,0.008731427784813395,3.554197971742221e-05
0,MX01,2022,max_cum_prec6,water_proxy,56.422,50.705,0.055291204858894744,0.07264339885500228,0.0073122222222226085,2.9369840705741503e-05
0,MX01,2022,max_cum_gdd7,temperature_hazard,1728.69,1836.397,0.2276040158826423,0.003507345914961834,0.035143554967378865,2.805460845961169e-05
0,MX01,2022,mean_tmax5,temperature_hazard,30.72490322580645,31.33935483870968,0.16039070394072227,0.004557822265994943,0.030049355202649952,2.1967049898768966e-05
0,MX01,2022,max_cum_gdd2,temperature_hazard,102.197,84.572,0.2198864699644439,0.00603076362708503,0.014230555555555302,1.8870902429838214e-05
0,MX01,2022,max_cum_gdd8,temperature_hazard,1913.431,2249.164,0.4809266920308959,0.002566672042150313,0.015210000000000168,1.8774936451292724e-05
0,MX01,2022,mean_ssm4,water_proxy,2.880133333333333,2.5960666666666667,0.22237879025103063,0.013006541681203609,0.006155782841688051,1.780485704704072e-05
0,MX01,2022,max_cum_gdd3,temperature_hazard,345.2,370.928,0.15697759554839658,0.0032086107436741047,0.03370871040530021,1.697840324321251e-05
0,MX01,2022,max_cum_gdd4,temperature_hazard,663.559,710.46,0.21170156583597807,0.004026011282644995,0.017738799647095238,1.5119007638631862e-05
0,MX01,2022,mean_rad8,radiation_hazard,23876386.0,23130302.76190476,0.23168492302765079,0.004106294291039204,0.012766111111111922,1.2145250149555873e-05
0,MX01,2022,mean_rad2,radiation_hazard,22878109.846153848,20936299.83333333,0.227598333513462,0.005922520076975975,0.008446147035215734,1.138503203679014e-05
0,MX01,2022,mean_tmin5,temperature_hazard,14.436451612903229,15.113741935483873,0.23465510304439152,0.003613802292587386,0.013203888888889015,1.119686013810082e-05
0,MX01,2022,mean_rad6,radiation_hazard,25647063.666666668,25271753.6,0.09423982848158395,0.009900911050105278,0.010891111111111407,1.0162061866908147e-05
0,MX01,2022,mean_ssm7,water_proxy,4.566516129032259,4.720612903225806,0.0603819852615875,0.002286454090300379,0.004323888888889016,5.96958855103383e-07
0,MX01,2022,max_cum_gdd1,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,max_cum_gdd5,temperature_hazard,1066.393,1076.409,0.02888786340563012,0.0030859185905695893,0.0,0.0
0,MX01,2022,max_cum_gdd6,temperature_hazard,1407.206,1509.919,0.24053721766214353,0.0034802814343724104,0.0,0.0
0,MX01,2022,max_cum_gdd9,temperature_hazard,0.0,0.0,0.0,9.766886362395574e-06,0.0,0.0
0,MX01,2022,max_cum_prec1,water_proxy,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,max_cum_prec2,water_proxy,0.152,0.238,0.010406366965152486,0.004146210113218802,0.0,0.0
0,MX01,2022,max_cum_prec3,water_proxy,0.189,8.95,0.5654811850513134,0.0050412939890912495,0.0,0.0
0,MX01,2022,max_cum_prec4,water_proxy,10.514,16.624,0.2869891968060122,0.017629840302703058,0.0,0.0
0,MX01,2022,max_cum_prec5,water_proxy,18.415,22.776,0.11330201365192821,0.04170488690276767,0.0,0.0
0,MX01,2022,max_cum_prec7,water_proxy,200.107,269.617,0.23998508508750432,0.006873501553986816,-0.015946666666668108,0.0
0,MX01,2022,max_cum_prec9,water_proxy,0.0,0.0,0.0,8.87378112910735e-05,0.0,0.0
0,MX01,2022,mean_cum_cwb1,water_proxy,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,mean_cum_cwb9,water_proxy,0.0,0.0,0.0,8.069914230720379e-05,0.0,0.0
0,MX01,2022,mean_prec1,water_proxy,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,mean_prec2,water_proxy,0.0116923076923076,0.0237999999999999,0.018197236149608706,0.0048753745615718195,-0.0038800000000009938,0.0
0,MX01,2022,mean_prec3,water_proxy,0.0011935483870967,0.162,0.46122527500104965,0.007317383217107005,0.0,0.0
0,MX01,2022,mean_prec4,water_proxy,0.3441666666666666,0.0276333333333333,1.4149657012173003,0.009365420923216386,-0.008501355790826448,0.0
0,MX01,2022,mean_prec6,water_proxy,1.2669,1.3004,0.010486227045075153,0.011946493563939098,-0.0058055555555562854,0.0
0,MX01,2022,mean_prec7,water_proxy,4.635,4.331290322580646,0.06775038498625544,0.00388085877546548,0.0,0.0
0,MX01,2022,mean_prec8,water_proxy,5.805684210526316,4.351730769230769,0.5271521580728851,0.0036840111619150075,-0.0035766666666670055,0.0
0,MX01,2022,mean_prec9,water_proxy,0.0,0.0,0.0,4.8401327673225365e-05,0.0,0.0
0,MX01,2022,mean_rad1,radiation_hazard,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,mean_rad4,radiation_hazard,27739524.466666665,27091327.666666668,1.0261547807460545,0.040776478363797095,0.0,0.0
0,MX01,2022,mean_rad5,radiation_hazard,28472680.774193548,28208704.06451613,0.14793756036684255,0.07952862964488783,0.0,0.0
0,MX01,2022,mean_rad9,radiation_hazard,0.0,0.0,0.0,5.017764395379775e-05,0.0,0.0
0,MX01,2022,mean_tavg1,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,mean_tavg2,temperature_hazard,17.861307692307694,17.3718,0.05560093351574459,0.008568255803396862,0.0,0.0
0,MX01,2022,mean_tavg4,temperature_hazard,20.611966666666667,21.0943,0.2079781660305011,0.003966778686717184,0.0,0.0
0,MX01,2022,mean_tavg5,temperature_hazard,22.994645161290325,23.20948387096774,0.06489583536335713,0.0038128148187908362,0.0,0.0
0,MX01,2022,mean_tavg6,temperature_hazard,21.360433333333333,22.84576666666667,0.38314703353396456,0.005941796629956666,-0.00016888888888866305,0.0
0,MX01,2022,mean_tavg7,temperature_hazard,20.370451612903228,23.91883870967742,0.40614384876679954,0.004980331472192879,0.0,0.0
0,MX01,2022,mean_tavg9,temperature_hazard,0.0,0.0,0.0,3.2150631237469294e-06,0.0,0.0
0,MX01,2022,mean_tmax1,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,mean_tmax2,temperature_hazard,25.913538461538455,26.09857142857143,0.017492416994644943,0.011222330475589109,0.0,0.0
0,MX01,2022,mean_tmax6,temperature_hazard,28.445666666666668,29.96356666666667,0.4221587695958911,0.006686106018077409,0.0,0.0
0,MX01,2022,mean_tmax7,temperature_hazard,27.075161290322583,29.46741935483871,0.3034220905683842,0.005838764560023137,-0.024257777777779044,0.0
0,MX01,2022,mean_tmax9,temperature_hazard,0.0,0.0,0.0,6.666042645452512e-05,0.0,0.0
0,MX01,2022,mean_tmin1,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,mean_tmin2,temperature_hazard,9.239,9.827666666666667,0.07230896707478827,0.006598168938749722,-0.003998333333333992,0.0
0,MX01,2022,mean_tmin9,temperature_hazard,0.0,0.0,0.0,6.45119046891162e-05,0.0,0.0
0,MX01,2022,tmin<-2.5p1,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,tmin<-2.5p2,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,tmin<-2.5p3,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,tmin<-2.5p4,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,tmin<-2.5p5,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,tmin<-2.5p6,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,tmin<-2.5p7,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,tmin<-2.5p8,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,tmin<-2.5p9,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,tmax>35p1,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,tmax>35p2,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,tmax>35p3,temperature_hazard,0.0,0.0,0.0,0.0005011689353540445,0.0,0.0
0,MX01,2022,tmax>35p4,temperature_hazard,0.0,0.0,0.0,0.0005615635973675263,0.0,0.0
0,MX01,2022,tmax>35p5,temperature_hazard,0.0,0.0,0.0,0.0004219492612549159,0.0,0.0
0,MX01,2022,tmax>35p6,temperature_hazard,0.0,0.0,0.0,0.0012754310555186026,0.0,0.0
0,MX01,2022,tmax>35p7,temperature_hazard,0.0,0.0,0.0,0.005770658410610029,0.0,0.0
0,MX01,2022,tmax>35p8,temperature_hazard,0.0,0.0,0.0,0.004822739421663985,0.0,0.0
0,MX01,2022,tmax>35p9,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,prec<0p1,water_proxy,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,prec<0p2,water_proxy,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,prec<0p3,water_proxy,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,prec<0p4,water_proxy,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,prec<0p5,water_proxy,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,prec<0p6,water_proxy,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,prec<0p7,water_proxy,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,prec<0p8,water_proxy,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,prec<0p9,water_proxy,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,mean_cum_fpar9,crop_state_indicator,0.0,0.0,0.0,7.353306417489869e-05,0.0,0.0
0,MX01,2022,mean_cum_ndvi9,crop_state_indicator,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,mean_ssm1,water_proxy,0.0,0.0,0.0,0.0,0.0,0.0
0,MX01,2022,mean_ssm2,water_proxy,3.746,3.802,0.030208048481763013,0.003549714502260387,0.0,0.0
0,MX01,2022,mean_ssm3,water_proxy,3.1072258064516127,3.1958387096774192,0.06875062568825714,0.013233913999243138,0.0,0.0
0,MX01,2022,mean_ssm6,water_proxy,3.4347,2.9702,0.21495673099171628,0.03254318095478431,-0.00040919976473041686,0.0
0,MX01,2022,mean_ssm8,water_proxy,4.928789473684211,4.935818181818181,0.0027567006443006653,0.004535958842659506,0.0,0.0
0,MX01,2022,mean_ssm9,water_proxy,0.0,0.0,0.0,0.0002095485190541997,0.0,0.0
1,MX02,2022,mean_cum_cwb2,water_proxy,-42.45347368421053,-24.5092,1.3649728009288224,0.018512518425951374,0.39744123642278417,0.010042976039150284
1,MX02,2022,mean_cum_cwb6,water_proxy,-807.8631,-621.1404666666666,2.506147270244842,0.048877201222739905,0.06456989336462104,0.007909389935564259
1,MX02,2022,mean_rad5,radiation_hazard,29828265.93548387,28208704.06451613,0.9076332239571948,0.07952862964488783,0.07411955107982404,0.005350158697445454
1,MX02,2022,mean_cum_cwb5,water_proxy,-563.6594193548386,-457.6238064516129,2.4872512543688203,0.016819930163784986,0.06596213298042741,0.0027595517166630586
1,MX02,2022,mean_cum_cwb4,water_proxy,-343.271,-282.7742666666666,1.8128118279623624,0.01099117668001449,0.07374555555555773,0.0014693754075286159
1,MX02,2022,mean_ssm3,water_proxy,1.2212258064516128,3.1958387096774192,1.532010211232356,0.013233913999243138,0.0637072222222228,0.0012916315278781113
1,MX02,2022,mean_cum_cwb3,water_proxy,-160.5794193548387,-120.41067741935484,1.2983084458846563,0.005589080049943403,0.07711388888888937,0.0005595653548045932
1,MX02,2022,mean_ssm2,water_proxy,1.3701052631578947,3.802,1.3118356091619743,0.003549714502260387,0.11916166666666861,0.0005548932082560856
1,MX02,2022,mean_rad7,radiation_hazard,27087140.51612903,22878485.870967746,1.590814562697376,0.006126533868136411,0.027334999999999887,0.00026641181106408843
1,MX02,2022,max_cum_prec5,water_proxy,2.093,22.776,0.5373596763042492,0.04170488690276767,0.01123514964005956,0.00025178559656606557
1,MX02,2022,mean_tmax5,temperature_hazard,35.41396774193549,31.33935483870968,1.0635988548332775,0.004557822265994943,0.02573642198695225,0.00012476231241337872
1,MX02,2022,max_cum_prec4,water_proxy,2.0,16.624,0.686895255988727,0.017629840302703058,0.009511057793423205,0.00011517751810401653
1,MX02,2022,mean_tavg5,temperature_hazard,27.162548387096773,23.20948387096774,1.194093114805215,0.0038128148187908362,0.02332999999999963,0.0001062181286869812
1,MX02,2022,mean_tmax8,temperature_hazard,40.06754545454545,29.00788,1.3512304661885262,0.006154763509080429,0.011782384740720353,9.798824942107232e-05
1,MX02,2022,mean_tmin5,temperature_hazard,18.925967741935484,15.113741935483873,1.3207899324958647,0.003613802292587386,0.010773333333333746,5.14219138447027e-05
1,MX02,2022,mean_cum_ndvi2,crop_state_indicator,0.7959999999999999,0.4865,0.9076246334310848,0.006974288186143435,0.008012132980428355,5.071708826709679e-05
1,MX02,2022,tmax>35p5,temperature_hazard,18.0,0.0,4.645303463749512,0.0004219492612549159,0.020576666666667798,4.0331961460403335e-05
1,MX02,2022,mean_tavg7,temperature_hazard,34.373064516129034,23.91883870967742,1.1965773150199384,0.004980331472192879,0.006740448920177222,4.0168705467709185e-05
1,MX02,2022,mean_prec6,water_proxy,0.0986333333333333,1.3004,0.3761790484140234,0.011946493563939098,0.008729999999999016,3.923279967009031e-05
1,MX02,2022,mean_prec5,water_proxy,0.003,0.0584838709677419,0.056959542428650534,0.0657906967605315,0.009003088653620317,3.373824629711294e-05
1,MX02,2022,max_cum_gdd5,temperature_hazard,1368.892,1076.409,0.8435711813567142,0.0030859185905695893,0.012399999999999523,3.227958068861495e-05
1,MX02,2022,mean_tavg4,temperature_hazard,23.7477,21.0943,1.1441242551734585,0.003966778686717184,0.006175555555556045,2.802768299364922e-05
1,MX02,2022,mean_tmin6,temperature_hazard,24.3715,17.514,1.355290722953477,0.004088777311177694,0.004918333333333358,2.725485543040071e-05
1,MX02,2022,max_cum_gdd6,temperature_hazard,2037.54,1509.919,1.2356029647670457,0.0034802814343724104,0.004959999999999631,2.132922045032833e-05
1,MX02,2022,max_cum_gdd4,temperature_hazard,836.853,710.46,0.5705122707555643,0.004026011282644995,0.007439999999999891,1.708885296178268e-05
1,MX02,2022,max_cum_gdd8,temperature_hazard,3061.398,2249.164,1.1634990030024526,0.002566672042150313,0.004918333333333358,1.4687718980811313e-05
1,MX02,2022,mean_cum_ndvi7,crop_state_indicator,7.27525,7.5355,0.1058357055713705,0.0033455286751956086,0.041203333333331926,1.4589127433987144e-05
1,MX02,2022,tmax>35p4,temperature_hazard,7.0,0.0,3.559382182473884,0.0005615635973675263,0.004918333333333358,9.830860391184606e-06
1,MX02,2022,max_cum_gdd2,temperature_hazard,119.828,84.572,0.4398477948973863,0.00603076362708503,0.002480000000001148,6.578492845646416e-06
1,MX02,2022,bulk_density,fixed_context,1.493,1.49,0.033707865168540616,0.01197955917879103,0.008131666666667314,3.2836106310858607e-06
1,MX02,2022,awc,fixed_context,14.024,14.064,0.02147074610842777,0.01819501252471412,0.0,0.0
1,MX02,2022,max_cum_gdd1,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
1,MX02,2022,max_cum_gdd3,temperature_hazard,424.422,370.928,0.32638990579391824,0.0032086107436741047,-0.002992132980426554,0.0
1,MX02,2022,max_cum_gdd7,temperature_hazard,2793.105,1836.397,2.021693880871728,0.003507345914961834,-0.007268578013047922,0.0
1,MX02,2022,max_cum_gdd9,temperature_hazard,0.0,0.0,0.0,9.766886362395574e-06,0.0,0.0
1,MX02,2022,max_cum_prec1,water_proxy,0.0,0.0,0.0,0.0,0.0,0.0
1,MX02,2022,max_cum_prec2,water_proxy,0.8109999999999999,0.238,0.06933544501200437,0.004146210113218802,-0.0057877244600890165,0.0
1,MX02,2022,max_cum_prec3,water_proxy,1.927,8.95,0.45330149099593364,0.0050412939890912495,-0.025166666666663673,0.0
1,MX02,2022,max_cum_prec6,water_proxy,5.052,50.705,0.4415269154142247,0.07264339885500228,-0.017359999999998266,0.0
1,MX02,2022,max_cum_prec7,water_proxy,9.098,269.617,0.8994486315913037,0.006873501553986816,-0.06677999999999962,0.0
1,MX02,2022,max_cum_prec8,water_proxy,17.306,427.673,1.151920302263043,0.004159771100570417,-0.059748333333331516,0.0
1,MX02,2022,max_cum_prec9,water_proxy,0.0,0.0,0.0,8.87378112910735e-05,0.0,0.0
1,MX02,2022,mean_cum_cwb1,water_proxy,0.0,0.0,0.0,0.0,0.0,0.0
1,MX02,2022,mean_cum_cwb7,water_proxy,-1059.6305161290322,-654.1747419354839,1.3704624273738146,0.00913851775012394,-0.0057265054308839325,0.0
1,MX02,2022,mean_cum_cwb8,water_proxy,-1216.7393636363636,-616.1965909090909,1.5496444589285008,0.0028574573880918836,-0.018834999999997493,0.0
1,MX02,2022,mean_cum_cwb9,water_proxy,0.0,0.0,0.0,8.069914230720379e-05,0.0,0.0
1,MX02,2022,mean_prec1,water_proxy,0.0,0.0,0.0,0.0,0.0,0.0
1,MX02,2022,mean_prec2,water_proxy,0.0426842105263157,0.0237999999999999,0.02838199301017686,0.0048753745615718195,0.0,0.0
1,MX02,2022,mean_prec3,water_proxy,0.036,0.162,0.3613933649255966,0.007317383217107005,0.0,0.0
1,MX02,2022,mean_prec4,water_proxy,0.0024333333333333,0.0276333333333333,0.11264891218621303,0.009365420923216386,-0.006748333333332468,0.0
1,MX02,2022,mean_prec7,water_proxy,0.130516129032258,4.331290322580646,0.9370925262294376,0.00388085877546548,-0.018152777777775242,0.0
1,MX02,2022,mean_prec8,water_proxy,0.7461818181818182,4.351730769230769,1.3072446865212441,0.0036840111619150075,-0.03229166666666661,0.0
1,MX02,2022,mean_prec9,water_proxy,0.0,0.0,0.0,4.8401327673225365e-05,0.0,0.0
1,MX02,2022,mean_rad1,radiation_hazard,0.0,0.0,0.0,0.0,0.0,0.0
1,MX02,2022,mean_rad2,radiation_hazard,18594731.63157895,20936299.83333333,0.274453740071774,0.005922520076975975,-0.031571057793421176,0.0
1,MX02,2022,mean_rad3,radiation_hazard,22638599.80645161,23931384.129032254,0.9395596576556106,0.013567238217235295,0.0,0.0
1,MX02,2022,mean_rad4,radiation_hazard,27289218.266666666,27091327.666666668,0.31327890735453157,0.040776478363797095,-0.007974355202649441,0.0
1,MX02,2022,mean_rad6,radiation_hazard,29266891.466666665,25271753.6,1.0031734844174562,0.009900911050105278,-0.018733960737100652,0.0
1,MX02,2022,mean_rad8,radiation_hazard,24493642.90909091,23130302.76190476,0.42336476807566104,0.004106294291039204,0.0,0.0
1,MX02,2022,mean_rad9,radiation_hazard,0.0,0.0,0.0,5.017764395379775e-05,0.0,0.0
1,MX02,2022,mean_tavg1,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
1,MX02,2022,mean_tavg2,temperature_hazard,16.306736842105266,17.3718,0.12097563891794917,0.008568255803396862,0.0,0.0
1,MX02,2022,mean_tavg3,temperature_hazard,19.825612903225807,19.333,0.1858075850926152,0.004084438286518607,0.0,0.0
1,MX02,2022,mean_tavg6,temperature_hazard,32.288266666666665,22.84576666666667,2.4357265692175383,0.005941796629956666,0.0,0.0
1,MX02,2022,mean_tavg8,temperature_hazard,34.39027272727273,24.22764,1.2096710658292862,0.008455357270293553,-0.06351686254383804,0.0
1,MX02,2022,mean_tavg9,temperature_hazard,0.0,0.0,0.0,3.2150631237469294e-06,0.0,0.0
1,MX02,2022,mean_tmax1,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
1,MX02,2022,mean_tmax2,temperature_hazard,23.999736842105264,26.09857142857143,0.19841701929098224,0.011222330475589109,0.0,0.0
1,MX02,2022,mean_tmax3,temperature_hazard,27.69193548387097,27.892322580645164,0.06947434838278944,0.004540236529240122,0.0,0.0
1,MX02,2022,mean_tmax4,temperature_hazard,31.94953333333333,29.49573333333333,1.0156412378068898,0.0036894512795018052,0.0,0.0
1,MX02,2022,mean_tmax6,temperature_hazard,40.0801,29.96356666666667,2.8136130605282403,0.006686106018077409,-0.019774999999997434,0.0
1,MX02,2022,mean_tmax7,temperature_hazard,41.19809677419355,29.46741935483871,1.4878606615059813,0.005838764560023137,-0.05995049515729001,0.0
1,MX02,2022,mean_tmax9,temperature_hazard,0.0,0.0,0.0,6.666042645452512e-05,0.0,0.0
1,MX02,2022,mean_tmin1,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
1,MX02,2022,mean_tmin2,temperature_hazard,9.183947368421054,9.827666666666667,0.07907136615330902,0.006598168938749722,0.0,0.0
1,MX02,2022,mean_tmin3,temperature_hazard,11.938225806451612,12.033548387096776,0.02916034222696122,0.006574836445749871,0.0,0.0
1,MX02,2022,mean_tmin4,temperature_hazard,15.204833333333331,14.265266666666667,0.3666043783455764,0.00550480643907191,-0.019939999999998292,0.0
1,MX02,2022,mean_tmin7,temperature_hazard,27.50132258064516,20.450645161290325,0.8059521526866172,0.015301269967406704,-0.1913024669019352,0.0
1,MX02,2022,mean_tmin8,temperature_hazard,28.505272727272725,20.9312,0.862363860986581,0.01035322299391781,-0.06989499999999982,0.0
1,MX02,2022,mean_tmin9,temperature_hazard,0.0,0.0,0.0,6.45119046891162e-05,0.0,0.0
1,MX02,2022,tmin<-2.5p1,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
1,MX02,2022,tmin<-2.5p2,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
1,MX02,2022,tmin<-2.5p3,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
1,MX02,2022,tmin<-2.5p4,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
1,MX02,2022,tmin<-2.5p5,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
1,MX02,2022,tmin<-2.5p6,temperature_hazard,0.0,0.0,0.0,0.0,0.0,0.0
