adm_id,year,feature,feature_role,from_value,to_value,predicted_increment
CN031,2022,median_ssm2,water_proxy,6.921,6.8191500000000005,0.00819666666666663
CN031,2022,median_ssm5,water_proxy,6.78,6.66,0.01912944444444431
CN031,2022,median_ssm4,water_proxy,7.033,6.9082,0.008607222222221544
CN031,2022,median_ssm3,water_proxy,6.972,6.8928,0.018952777777778707
CN032,2022,median_ssm3,water_proxy,5.66,5.5727,0.013197777777778086
CN032,2022,mean_prec2,water_proxy,0.5750714285714286,0.8036603448275862,0.005054444444443362
CN032,2022,prec<6.425p5,water_proxy,31.0,30.0,8.881784197001252e-16
CN033,2022,median_ssm2,water_proxy,7.8875,7.5428500000000005,0.01743833333333189
CN033,2022,median_ssm4,water_proxy,7.853,7.5699499999999995,0.020287777777777904
CN033,2022,median_ssm3,water_proxy,7.911,7.588699999999999,0.013091666666667834
CN033,2022,median_ssm1,water_proxy,7.624,7.4857,0.0005833333333331581
CN035,2022,median_ssm2,water_proxy,8.428,7.5428500000000005,0.013397222222220062
CN035,2022,mean_cum_cwb6,water_proxy,636.1993333333334,284.80721904761896,0.0023250000000007987
CN035,2022,mean_prec5,water_proxy,12.092322580645162,7.315567741935483,0.019928333333333992
CN035,2022,max_cum_prec5,water_proxy,952.83,634.5622999999999,0.004807222222223739
CN036,2022,mean_prec2,water_proxy,4.617714285714285,3.071149137931034,0.003901111111110467
CN036,2022,mean_cum_cwb2,water_proxy,138.89214285714286,23.36734642857142,0.0037444444444467706
CN036,2022,mean_cum_cwb6,water_proxy,681.8938333333333,284.80721904761896,0.001827222222220648
CN037,2022,mean_prec6,water_proxy,5.245966666666667,4.426216666666667,0.002958333333332064
CN037,2022,mean_prec4,water_proxy,0.4913666666666667,0.7010866666666667,0.0055083333333341145
CN041,2022,median_ssm2,water_proxy,4.958,4.6988,0.016981666666668005
CN041,2022,median_ssm3,water_proxy,4.653,4.3892999999999995,0.006630555555557471
CN042,2022,median_ssm4,water_proxy,6.805,6.4852,0.001995555555555306
CN042,2022,median_ssm7,water_proxy,6.8555,6.5297,0.009253888888888895
CN043,2022,median_ssm6,water_proxy,8.1645,7.872449999999999,0.004286111111110991
CN043,2022,prec<6.425p1,water_proxy,16.0,17.2,8.881784197001252e-16
CN043,2022,max_cum_prec4,water_proxy,573.307,411.65629999999993,0.001097777777776976
CN044,2022,median_ssm2,water_proxy,7.080500000000001,6.902450000000001,0.002220000000002109
CN044,2022,median_ssm5,water_proxy,7.753,7.5196,0.002254999999999896
CN044,2022,mean_prec5,water_proxy,10.141193548387095,7.315567741935483,0.0042722222222204564
CN044,2022,mean_prec1,water_proxy,1.682173913043478,1.3137347826086956,0.0001133333333340758
CN045,2022,prec<6.425p5,water_proxy,12.0,18.0,0.010193888888888836
CN045,2022,mean_cum_cwb2,water_proxy,129.88739285714286,23.36734642857142,0.011346666666665506
CN045,2022,mean_prec5,water_proxy,10.39774193548387,7.315567741935483,0.003077777777779289
CN046,2013,median_ssm5,water_proxy,6.255,6.1049999999999995,0.02610833333333229
CN046,2013,median_ssm4,water_proxy,6.0440000000000005,5.957075000000001,0.01741055555555704
CN046,2013,mean_cum_cwb6,water_proxy,-133.23357142857142,-164.9225285714286,0.0007449999999984414
CN046,2013,prec<6.425p5,water_proxy,18.0,19.2,0.0036422222222229905
CN050,2022,median_ssm2,water_proxy,7.374,7.2606,0.015324444444443586
CN050,2022,median_ssm3,water_proxy,7.24,7.1548,0.006324444444445909
CN050,2022,median_ssm1,water_proxy,7.4195,7.30415,0.005221666666666458
CN050,2022,median_ssm4,water_proxy,7.2485,7.1528,0.0009411111111106152
CN051,2022,median_ssm2,water_proxy,7.114,6.99325,0.006380000000000052
CN051,2022,prec<6.425p2,water_proxy,27.0,27.3,0.0034999999999998366
CN051,2022,median_ssm6,water_proxy,6.8855,6.7608500000000005,0.007350555555555083
CN052,2022,median_ssm6,water_proxy,8.385000000000002,7.872449999999999,0.005469444444444527
CN052,2022,median_ssm4,water_proxy,7.934,7.5699499999999995,0.015722777777776642
CN052,2022,median_ssm2,water_proxy,8.327,7.5428500000000005,0.004784444444443814
CN053,2022,median_ssm2,water_proxy,7.869,7.5428500000000005,0.008601111111110171
CN053,2022,mean_cum_cwb5,water_proxy,-65.99351612903226,-106.46827741935485,0.004523888888887662
CN053,2022,median_ssm5,water_proxy,7.646,7.3871,8.881784197001252e-16
CN054,2022,prec<6.425p6,water_proxy,13.0,15.4,0.03652055555555567
CN054,2022,mean_cum_cwb2,water_proxy,12.871857142857143,5.9407321428571445,9.999999999621423e-06
CN054,2022,prec<6.425p2,water_proxy,25.0,25.6,0.0016883333333339579
CN054,2022,mean_prec7,water_proxy,2.414,4.177292857142858,0.001142222222223488
CN061,2022,median_ssm2,water_proxy,4.309,4.1902,0.0039055555555567167
CN061,2022,mean_cum_cwb2,water_proxy,-11.591259259259258,-14.534813624338625,0.003216111111110642
CN061,2022,prec<6.425p5,water_proxy,30.0,29.4,0.004177222222222277
CN061,2022,prec<6.425p3,water_proxy,30.0,30.3,8.881784197001252e-16
CN062,2022,mean_cum_cwb2,water_proxy,-8.836368421052631,-11.985027894736842,0.042787222222221644
CN062,2022,median_ssm5,water_proxy,2.927,3.1914000000000002,0.010384444444444085
CN062,2022,mean_prec7,water_proxy,3.3586666666666667,2.9136266666666666,0.005424999999999791
CN062,2022,mean_prec6,water_proxy,0.9521333333333334,1.4315900000000001,0.0031688888888883326
CN063,2022,prec<6.425p7,water_proxy,19.0,17.0,0.004674999999992657
CN063,2022,mean_cum_cwb4,water_proxy,-154.88976666666667,-146.66143666666667,3.552713678800501e-15
CN063,2022,mean_cum_cwb7,water_proxy,-395.6919523809525,-356.425480952381,0.0066049999999977516
CN064,2022,median_ssm2,water_proxy,3.581,3.52355,0.016665000000000596
CN064,2022,mean_prec2,water_proxy,0.3084761904761904,0.25591904761904755,0.005991111111110392
CN064,2022,prec<6.425p4,water_proxy,30.0,29.7,0.01134500000000127
CN064,2022,max_cum_prec2,water_proxy,6.478,5.3743,0.0008866666666671463
CN065,2022,mean_prec3,water_proxy,1.799,1.4078290322580644,1.7763568394002505e-15
