adm_id,awc,bulk_density,year,max_cum_gdd1,max_cum_gdd2,max_cum_gdd3,max_cum_gdd4,max_cum_gdd5,max_cum_gdd6,max_cum_gdd7,max_cum_gdd8,max_cum_gdd12,max_cum_prec1,max_cum_prec2,max_cum_prec3,max_cum_prec4,max_cum_prec5,max_cum_prec6,max_cum_prec7,max_cum_prec8,max_cum_prec12,mean_cum_cwb1,mean_cum_cwb2,mean_cum_cwb3,mean_cum_cwb4,mean_cum_cwb5,mean_cum_cwb6,mean_cum_cwb7,mean_cum_cwb8,mean_cum_cwb12,mean_prec1,mean_prec2,mean_prec3,mean_prec4,mean_prec5,mean_prec6,mean_prec7,mean_prec8,mean_prec12,mean_rad1,mean_rad2,mean_rad3,mean_rad4,mean_rad5,mean_rad6,mean_rad7,mean_rad8,mean_rad12,mean_tavg1,mean_tavg2,mean_tavg3,mean_tavg4,mean_tavg5,mean_tavg6,mean_tavg7,mean_tavg8,mean_tavg12,mean_tmax1,mean_tmax2,mean_tmax3,mean_tmax4,mean_tmax5,mean_tmax6,mean_tmax7,mean_tmax8,mean_tmax12,mean_tmin1,mean_tmin2,mean_tmin3,mean_tmin4,mean_tmin5,mean_tmin6,mean_tmin7,mean_tmin8,mean_tmin12,tmin<-2p1,tmin<-2p2,tmin<-2p3,tmin<-2p4,tmin<-2p5,tmin<-2p6,tmin<-2p7,tmin<-2p8,tmin<-2p12,tmax>33p1,tmax>33p2,tmax>33p3,tmax>33p4,tmax>33p5,tmax>33p6,tmax>33p7,tmax>33p8,tmax>33p12,prec<2p1,prec<2p2,prec<2p3,prec<2p4,prec<2p5,prec<2p6,prec<2p7,prec<2p8,prec<2p12,median_cum_fpar1,median_cum_fpar2,median_cum_fpar3,median_cum_fpar4,median_cum_fpar5,median_cum_fpar6,median_cum_fpar7,median_cum_fpar8,median_cum_ndvi1,median_cum_ndvi2,median_cum_ndvi3,median_cum_ndvi4,median_cum_ndvi5,median_cum_ndvi6,median_cum_ndvi7,median_cum_ndvi8,max_ssm1,max_ssm2,max_ssm3,max_ssm4,max_ssm5,max_ssm6,max_ssm7,max_ssm8,max_ssm12,yield,stage2_tabpfn_base_prediction,stage2_tabpfn_base_prediction_variance,stage2_tabpfn_base_prediction_std,stage2_tabpfn_base_n_repeats,stage2_tabpfn_base_split,stage2_tabpfn_cn_finetuned_prediction,stage2_tabpfn_cn_finetuned_prediction_variance,stage2_tabpfn_cn_finetuned_prediction_std,stage2_tabpfn_cn_finetuned_n_repeats,stage2_tabpfn_cn_finetuned_split
PT16,15.134,1.382,2005,0.2769999999999992,0.754999999999999,95.51,202.324,408.007,745.413,1014.062,0.0,0.0,0.424,18.511,91.839,138.349,188.293,196.934,197.385,0.0,0.0,-11.5228125,-44.784464285714286,-82.42954838709677,-82.11006666666667,-146.62377419354837,-280.3522,-420.9396818181818,0.0,0.0,0.0265,0.6459642857142857,2.3654193548387097,1.5503333333333331,1.6110967741935485,0.2880333333333333,0.0205,0.0,0.0,10475122.96875,13308396.107142856,14859796.887096774,18937961.7,23640155.387096774,26688059.73333333,27971612.0,0.0,0.0,7.594875,7.763821428571428,12.277935483870968,13.560466666666668,16.63493548387097,21.24686666666667,22.211318181818186,0.0,0.0,13.4134375,13.294714285714289,17.407290322580643,18.19333333333333,21.425483870967746,27.0052,28.27186363636364,0.0,0.0,2.979875,2.9224642857142853,7.391064516129032,9.0207,11.946677419354838,15.890066666666666,16.601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,16.0,26.0,23.0,22.0,25.0,29.0,22.0,0.0,0.0,49.158,145.962,284.962,423.003,553.3530000000001,688.081,848.596,0.0,0.835,2.4215,4.413500000000001,6.244,7.986,9.944,11.738,0.0,4.347,4.955,5.424,5.077,4.878,3.924,3.476,0.0,0.0,4.118,4.1480599,9.993508929500918e-05,0.009996753937904503,5,train,4.241512139999999,0.00047712640296799347,0.021843223273317367,5,train
PT17,16.711,1.353,2005,0.0,5.946999999999999,121.92,276.214,531.975,908.227,1305.786,1424.91,0.0,0.0,7.029,40.21,58.476,87.196,88.885,93.888,93.923,0.0,0.0,-24.466380952380952,-77.9536129032258,-137.61393333333334,-247.5992258064516,-414.4566333333333,-602.5557096774194,-716.5508571428571,0.0,0.0,0.3347142857142857,1.0703548387096773,0.6088666666666666,0.9264516129032258,0.0563,0.1613870967741935,0.005,0.0,0.0,14281049.285714284,15537873.822580645,20418339.8,25018625.129032254,27937831.8,27690147.032258064,27310477.14285714,0.0,0.0,9.290809523809523,13.37125806451613,15.143133333333331,18.25035483870968,22.541733333333333,22.82448387096774,27.017714285714284,0.0,0.0,15.272142857142857,18.90667741935484,20.851266666666668,23.987870967741937,29.396666666666665,29.503129032258062,34.95,0.0,0.0,4.065238095238096,8.385419354838708,9.817033333333333,13.038806451612905,16.294633333333334,17.097677419354838,19.203714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,5.0,0.0,0.0,19.0,25.0,28.0,27.0,30.0,30.0,7.0,0.0,0.0,69.8725,179.461,305.098,417.446,524.153,642.288,725.63,0.0,0.945,2.5255,4.068,5.3975,6.849,8.3275,9.237,0.0,4.277,4.989,4.983,4.596,3.52,3.776,3.117,0.0,10.625,10.175431,0.0016671520910000273,0.04083077382318424,5,train,10.176203,0.00013651471299999765,0.011683951086854038,5,train
PT18,14.978,1.496,2005,0.0,2.798,121.06,276.303,543.827,950.062,1377.987,1446.574,0.0,0.0,14.294,50.844,72.101,108.083,109.949,113.843,113.843,0.0,0.0,-22.562615384615388,-74.59406451612904,-128.3264,-236.8487741935484,-399.5198666666666,-593.6487741935484,-699.4115,0.0,0.0,0.5497692307692308,1.179032258064516,0.7085666666666666,1.1607096774193548,0.0622,0.1256129032258064,0.0,0.0,0.0,13632657.307692308,15008884.967741936,20070241.7,24714097.22580645,27843903.866666667,27567189.677419357,28248186.5,0.0,0.0,8.400461538461538,13.35432258064516,15.174766666666669,18.629806451612904,23.541166666666665,23.804032258064517,27.14675,0.0,0.0,14.621846153846151,19.09383870967742,21.143833333333337,24.855483870967745,30.8053,31.15741935483871,34.95675,0.0,0.0,3.139307692307692,8.144677419354839,9.540633333333334,12.818387096774194,16.845299999999998,17.281225806451612,18.50125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,3.0,0.0,0.0,23.0,25.0,27.0,26.0,30.0,30.0,4.0,0.0,0.0,62.043000000000006,162.325,282.103,392.804,502.504,625.653,707.449,0.0,0.936,2.5425000000000004,4.128,5.4635,6.949,8.5055,0.0,0.0,4.984,5.472,5.466,4.981,4.06,3.992,3.462,0.0,7.426,8.07663948,0.006341007571051907,0.07963044374516512,5,train,8.0731391,0.0031749803067999947,0.05634696359876009,5,train
PT11,15.187,1.25,2006,2.7810000000000006,4.58,51.812000000000005,173.197,372.855,657.09,739.599,0.0,2.7810000000000006,67.542,194.657,481.43,591.278,614.444,639.925,641.374,0.0,16.859,32.061096774193544,60.19396428571429,212.9203870967742,373.7867,316.2342258064516,196.06306666666663,120.39555555555556,0.0,8.7775,1.6349354838709678,4.539821428571428,9.250741935483871,3.6616,0.7472903225806452,0.8493666666666667,0.1609999999999999,0.0,8.4295,7997571.564516129,11155544.660714284,10936812.524193548,20080741.466666665,24461712.967741936,25498176.766666666,26811766.222222224,0.0,4622962.0,6.961516129032257,7.673714285714285,11.16690322580645,14.046166666666666,16.44058064516129,19.4745,19.16766666666667,0.0,11.3905,11.533645161290323,12.539321428571428,14.319806451612903,18.521733333333334,20.94751612903226,24.22076666666667,23.82411111111111,0.0,13.0885,3.5953870967741937,3.6285,8.085935483870967,9.759433333333334,11.750903225806452,14.8839,14.616555555555555,0.0,9.6515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,19.0,14.0,19.0,28.0,26.0,9.0,0.0,0.0,117.461,295.851,478.816,662.866,827.533,986.758,1108.047,0.0,1.586,3.9785,6.4295,8.637,10.5545,12.7055,14.246,0.0,6.187,6.466,7.111,6.546,5.676,5.284,4.721,0.0,6.097,2.928,2.96841262,8.754219264699975e-05,0.009356398486971349,5,train,2.99554078,0.00010832214647199775,0.01040779258402077,5,train
PT15,14.07,1.483,2006,0.0,30.385,138.23,308.645,573.548,887.504,1297.6,1391.956,0.0,0.0,45.124,121.236,155.408,155.928,194.645,197.704,197.735,0.0,0.0,-1.9057,8.775838709677421,-22.722466666666666,-132.9507741935484,-269.2547,-415.0415161290323,-525.0058571428572,0.0,0.0,2.2562,2.4552258064516126,1.139066666666667,0.016774193548387,1.2905666666666666,0.0986774193548387,0.0044285714285714,0.0,0.0,11524485.825,16061588.233870968,20801115.15,26351535.870967746,26337513.3,27784210.967741936,26793358.0,0.0,0.0,11.2704,13.477774193548386,15.6805,18.54525806451613,20.4652,23.22890322580645,23.47942857142857,0.0,0.0,14.4036,16.51974193548387,19.246366666666667,23.08116129032258,24.34583333333333,27.85341935483871,27.903,0.0,0.0,8.56085,10.545290322580644,12.4053,14.42183870967742,17.180600000000002,19.18322580645161,19.67742857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,24.0,25.0,31.0,25.0,30.0,7.0,0.0,0.0,95.0675,251.554,432.514,589.054,715.257,835.0409999999999,916.203,0.0,1.228,3.381,5.501,7.281499999999999,8.963000000000001,10.606,11.582,0.0,6.477,6.778,6.349,5.561,5.987,5.012,4.14,0.0,5.578,5.718483900000001,0.00033722817630000754,0.018363773476603538,5,train,5.812161,0.00041694187950000146,0.020419154720506955,5,train
PT16,15.134,1.382,2006,0.0,6.867000000000001,70.693,209.743,442.946,745.494,1025.577,0.0,0.0,5.215,90.012,243.89,314.141,321.625,352.407,360.456,0.0,0.0,-7.7178125,-1.2839285714285715,66.96770967741936,116.86023333333334,27.36754838709678,-111.46726666666667,-223.98018181818185,0.0,0.0,0.3259375,3.0284642857142856,4.963806451612903,2.3417000000000003,0.2414193548387097,1.026066666666667,0.3658636363636363,0.0,0.0,9393881.8125,11909938.660714284,12068555.185483873,20442239.566666663,25307387.41935484,24916423.03333333,26395472.40909091,0.0,0.0,7.013375,8.66307142857143,11.80958064516129,14.635,17.52267741935484,20.08493333333333,22.73104545454545,0.0,0.0,12.010875,13.71225,15.45283870967742,19.3396,22.96003225806452,25.444133333333333,28.563681818181816,0.0,0.0,3.0706875,4.5145357142857145,8.246354838709678,10.272,12.131483870967743,15.3078,17.352545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,15.0,19.0,18.0,23.0,30.0,25.0,20.0,0.0,0.0,53.66,161.261,324.445,486.538,630.282,769.093,937.926,0.0,0.859,2.5285,4.778499999999999,6.84,8.679,10.6325,12.572,0.0,4.751,5.616,5.972,5.527,4.281,5.126,3.834,0.0,0.0,5.088,5.1028315,0.0002503295704999976,0.015821806802637856,5,train,5.14434666,0.00046320182406800275,0.021522124060324593,5,train
PT17,16.711,1.353,2006,0.0,17.753,109.561,279.856,561.372,897.668,1333.102,1444.812,0.0,0.0,38.515,125.248,163.398,165.443,208.068,214.308,214.341,0.0,0.0,-1.6547619047619044,11.510193548387097,-6.134033333333334,-129.25329032258065,-273.42240000000004,-427.51325806451615,-548.2957142857142,0.0,0.0,1.8340476190476191,2.7978387096774195,1.2716666666666667,0.0659677419354838,1.4208333333333334,0.2012903225806451,0.0047142857142857,0.0,0.0,12015371.5,13949897.35483871,20905814.83333333,26497505.48387097,25168712.266666666,27167179.741935484,26337168.57142857,0.0,0.0,10.069047619047618,12.868967741935483,15.6765,19.08116129032258,21.209866666666667,24.046258064516127,25.958571428571428,0.0,0.0,14.756714285714288,16.99274193548387,21.0463,25.80135483870968,27.2827,31.08841935483871,33.01571428571429,0.0,0.0,6.172,9.065290322580646,11.0739,12.82425806451613,16.1034,18.241225806451613,19.31757142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,4.0,0.0,0.0,15.0,23.0,25.0,31.0,26.0,31.0,7.0,0.0,0.0,85.05850000000001,224.98,385.657,520.831,631.596,751.03,838.545,0.0,1.126,3.068,5.161,6.7780000000000005,8.283999999999999,9.9595,10.971,0.0,5.455,6.09,5.232,3.843,5.384,3.66,3.057,0.0,9.923,9.9076778,2.740020769999932e-05,0.005234520770805988,5,train,9.892752400000001,0.00013357998529999265,0.011557680792442428,5,train
PT18,14.978,1.496,2006,0.0,13.958000000000002,99.747,271.3,564.863,919.727,1382.39,1444.265,0.0,0.0,43.388,133.013,174.94,177.653,221.043,229.963,229.983,0.0,0.0,-4.172884615384616,10.659451612903226,-4.121066666666668,-123.1703870967742,-268.77000000000004,-423.8867096774193,-533.7317499999999,0.0,0.0,1.6687692307692308,2.8911290322580645,1.3975666666666666,0.087516129032258,1.4463333333333332,0.2877419354838709,0.005,0.0,0.0,11815895.615384616,13833549.548387095,20128166.466666665,26295679.29032258,25388825.7,27297288.51612903,26390430.0,0.0,0.0,9.349730769230767,12.61416129032258,15.718433333333332,19.469774193548385,21.8288,24.924612903225807,25.46875,0.0,0.0,14.47653846153846,17.187096774193545,21.30503333333333,26.511741935483872,28.30636666666667,32.35683870967742,32.7745,0.0,0.0,5.256461538461538,8.463387096774193,10.698,12.817741935483872,16.139400000000002,18.470580645161288,18.82825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,11.0,2.0,0.0,0.0,20.0,23.0,25.0,31.0,26.0,30.0,4.0,0.0,0.0,83.96700000000001,227.263,400.525,549.461,669.4929999999999,796.281,884.117,0.0,1.186,3.333,5.543,7.3355,8.9365,10.649,0.0,0.0,5.93,6.393,5.773,4.621,5.789,4.225,3.479,0.0,8.781,8.8375518,7.98034686999984e-05,0.008933278720604121,5,train,8.8413772,0.00045233694670000215,0.021268214469014605,5,train
PT11,15.187,1.25,2007,24.93,51.084,99.485,204.479,358.246,571.252,647.935,0.0,7.476000000000001,61.14,327.349,402.873,461.0,579.472,728.612,736.089,0.0,15.609,27.84090322580645,145.90382142857143,280.7447741935484,245.7898333333333,227.19870967741932,254.55666666666667,256.71722222222223,0.0,13.562,1.4687419354838709,9.507464285714288,2.436258064516129,1.9375666666666664,3.821677419354839,4.971333333333334,0.8307777777777778,0.0,7.8045,6986142.645161291,8736973.276785715,15023768.846774194,19782084.683333334,21672029.241935484,23698282.75,24775713.33333333,0.0,3272066.75,8.842483870967742,10.205892857142857,11.17483870967742,13.341533333333333,14.960225806451612,17.100199999999997,18.520333333333333,0.0,13.738,12.470806451612903,13.251964285714283,15.347612903225809,17.8364,19.080645161290324,21.05923333333333,22.48211111111111,0.0,14.892,5.717225806451613,6.8067142857142855,7.180032258064516,9.033833333333332,10.988096774193547,13.261533333333334,14.602666666666668,0.0,12.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,23.0,20.0,18.0,22.0,7.0,0.0,0.0,120.332,301.755,490.691,675.208,836.854,995.486,1117.639,0.0,1.597,4.1965,6.666,8.81,10.764,13.0705,14.695,0.0,6.708,7.118,7.175,6.214,6.059,6.322,5.631,0.0,6.677,2.988,3.0280963400000003,4.883197943800132e-05,0.006987988225376551,5,train,3.05114742,7.933516143699966e-05,0.008907028765924115,5,train
PT15,14.07,1.483,2007,0.0,75.90599999999999,175.10399999999998,312.284,534.551,813.273,1188.689,1274.747,0.0,0.0,35.816,54.231,112.259,138.66,162.975,163.741,163.983,0.0,0.0,3.2623000000000006,-42.59041935483871,-90.1249,-172.12848387096776,-288.4645333333333,-440.7505483870968,-552.8974285714286,0.0,0.0,1.7908000000000002,0.5940322580645161,1.9342666666666664,0.8516451612903225,0.8104999999999999,0.0247096774193548,0.0345714285714285,0.0,0.0,12024472.45,18416580.322580647,21238979.066666663,25112412.70967742,26092963.33333333,28255501.16129032,26586812.57142857,0.0,0.0,13.7953,13.199935483870966,14.572666666666668,17.169903225806454,19.29073333333333,22.11019354838709,22.294,0.0,0.0,16.4495,17.152354838709677,18.175666666666665,21.055129032258066,22.9868,26.796709677419354,26.427285714285716,0.0,0.0,11.0887,9.519612903225807,11.285266666666669,13.595290322580643,16.0767,18.05354838709677,18.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,28.0,21.0,27.0,26.0,31.0,7.0,0.0,0.0,86.8515,232.568,399.095,550.946,682.554,802.364,879.067,0.0,1.292,3.362,5.34,7.1285,8.913,10.55,11.518,0.0,6.378,5.943,6.344,6.496,5.552,4.874,4.231,0.0,6.57,6.58334756,0.0007044341583329917,0.02654117854076928,5,train,6.6111718800000006,0.0004840449547670061,0.022001021675526936,5,train
PT16,15.134,1.382,2007,5.611000000000001,42.486,99.343,212.99,387.175,629.639,836.564,0.0,0.0,19.355,165.762,202.925,270.41,346.966,414.544,430.574,0.0,0.0,-0.5368124999999998,57.75057142857143,93.85480645161292,60.95006666666667,21.00732258064516,-32.01183333333333,-112.666,0.0,0.0,1.2096875,5.228821428571429,1.1988064516129031,2.2495,2.4695483870967743,2.2526,0.7286363636363636,0.0,0.0,8956111.875,9296477.67857143,15724427.806451611,20288351.7,22234764.032258064,24019785.5,25535179.954545453,0.0,0.0,7.9820625,10.844,11.665258064516127,13.707666666666666,15.618870967741936,18.08213333333333,19.40568181818182,0.0,0.0,12.118125,14.3755,16.380129032258065,18.3924,20.183129032258066,22.811066666666665,24.4265,0.0,0.0,4.517375,7.104714285714286,7.190483870967742,9.4429,11.29616129032258,13.688433333333334,14.805136363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,27.0,18.0,22.0,24.0,20.0,0.0,0.0,50.743,153.592,310.112,458.151,592.948,735.092,908.92,0.0,0.8714999999999999,2.6465,4.9115,6.818,8.6735,10.85,12.864,0.0,5.076,5.964,5.303,4.908,5.208,5.586,4.546,0.0,0.0,5.38,5.38423804,0.00023925312378299108,0.01546780927549183,5,train,5.42834938,0.0007634167084619892,0.02762999653387581,5,train
PT17,16.711,1.353,2007,0.0,58.247,146.493,293.484,516.974,810.997,1200.819,1294.753,0.0,0.0,74.318,83.48100000000001,131.205,175.118,211.814,213.861,213.969,0.0,0.0,36.201523809523806,1.1013548387096774,-61.80503333333333,-142.58190322580646,-256.31493333333333,-415.5060967741936,-537.1055714285715,0.0,0.0,3.538952380952381,0.2955806451612903,1.5908,1.416548387096774,1.2231999999999998,0.0660322580645161,0.0154285714285714,0.0,0.0,10254413.023809524,17362400.548387095,21335484.133333333,23558242.741935484,25600395.666666668,27615104.90322581,26149772.0,0.0,0.0,12.771809523809525,12.830774193548388,14.8997,17.20935483870968,19.800766666666668,22.57490322580645,23.41914285714285,0.0,0.0,16.397333333333332,18.15132258064516,20.189966666666667,22.67932258064516,25.3459,29.641290322580645,30.247285714285717,0.0,0.0,8.936142857142856,8.054,10.1358,12.240806451612904,14.917966666666668,16.720870967741934,17.429142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,10.0,30.0,23.0,26.0,26.0,31.0,7.0,0.0,0.0,80.15899999999999,212.653,358.72,482.482,592.981,718.019,810.596,0.0,1.1549999999999998,3.053,4.793,6.3285,7.813000000000001,9.437,10.435,0.0,5.634,4.859,5.247,5.315,5.328,3.833,3.215,0.0,10.183,10.168714099999999,1.543046029999876e-05,0.003928162458452904,5,train,10.1570158,9.665775569999327e-05,0.009831467626961566,5,train
PT18,14.978,1.496,2007,0.0,51.251,128.398,268.125,497.466,806.49,1220.864,1286.701,0.0,0.0,76.375,88.712,147.494,196.668,233.367,235.796,235.853,0.0,0.0,28.28265384615385,-1.0341935483870943,-54.16556666666666,-125.1775806451613,-236.2837333333333,-395.6497419354839,-508.17525,0.0,0.0,2.9375,0.3979677419354838,1.9594,1.586258064516129,1.2232999999999998,0.0783548387096774,0.01425,0.0,0.0,9682256.576923076,17313846.19354839,20693996.5,23302728.83870968,24893400.2,27734451.16129032,27441295.5,0.0,0.0,11.742346153846151,12.437935483870968,14.656066666666668,17.398096774193547,20.3008,23.366903225806453,26.45925,0.0,0.0,15.851615384615384,18.130935483870967,20.08403333333333,23.22732258064516,26.325766666666667,30.74158064516129,34.71775,0.0,0.0,7.729038461538461,7.35,9.738499999999998,12.077709677419357,14.8646,16.889741935483872,18.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,17.0,29.0,22.0,24.0,26.0,31.0,4.0,0.0,0.0,73.4245,199.988,347.056,479.247,606.619,748.976,845.468,0.0,1.153,3.119,4.989,6.689500000000001,8.431000000000001,10.2275,0.0,0.0,6.279,5.54,5.664,5.895,5.559,4.41,3.535,0.0,9.467,9.461782600000001,1.2165927799997921e-05,0.003487969007889537,5,train,9.4386404,5.697849830000371e-05,0.0075484103160866735,5,train
PT11,15.187,1.25,2008,20.091,68.054,93.318,190.278,313.93,565.63,618.933,0.0,0.0,216.942,271.696,360.703,639.207,832.995,858.064,868.064,0.0,0.213,155.20816129032258,199.00489655172413,194.1875483870968,320.3646,426.0252258064516,451.9182666666667,383.961875,0.0,-0.8585,6.991258064516129,1.8880689655172411,2.871193548387097,9.283466666666667,6.251225806451613,0.8356333333333333,1.25,0.0,0.1065,6677275.100806451,10264952.965517242,14075827.66935484,18446168.366666667,19626513.83870968,26519293.1,23997244.5,0.0,6637507.5,10.040903225806453,11.531551724137932,10.423258064516128,13.206933333333334,13.988774193548387,18.39,16.662875,0.0,7.747,13.640548387096771,16.038310344827586,14.311548387096774,17.231466666666666,17.29706451612903,22.824,20.273375,0.0,12.2515,6.947903225806451,7.8196551724137935,6.569258064516129,9.4247,10.836967741935483,13.786666666666669,12.920125,0.0,4.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,21.0,15.0,15.0,28.0,6.0,0.0,2.0,102.703,279.19,469.677,658.442,825.568,981.571,1096.742,0.0,1.5455,3.9775,6.533,9.0615,11.1,13.067,14.598,0.0,6.585,6.223,6.001,6.871,6.553,6.183,5.364,0.0,5.198,3.05,3.0817625200000003,8.722043557000651e-06,0.002953310609638047,5,train,3.10500896,2.440586043299919e-05,0.004940228783467339,5,train
PT15,14.07,1.483,2008,0.0,83.686,193.413,359.033,547.913,878.613,1239.148,1319.246,0.0,0.0,120.021,148.374,257.6,304.846,307.0,307.56600000000003,307.584,0.0,0.0,32.65114285714286,43.54451612903226,30.707666666666668,-27.22835483870968,-132.54236666666668,-311.3862258064516,-416.1376666666667,0.0,0.0,5.715285714285715,0.9146129032258064,3.6408666666666663,1.5240645161290325,0.0718,0.018258064516129,0.003,0.0,0.0,11922386.714285716,17716809.677419353,21088580.258333333,22333003.16129032,28516664.866666667,28188911.35483871,27265511.33333333,0.0,0.0,13.985047619047618,13.539580645161289,15.520666666666669,16.092903225806452,21.023333333333333,21.63016129032258,23.349666666666668,0.0,0.0,16.76090476190476,17.441129032258065,19.087300000000003,19.10641935483871,25.36873333333333,26.130709677419357,28.34283333333333,0.0,0.0,11.366619047619048,9.957935483870967,12.1022,13.46758064516129,16.874299999999998,17.91409677419355,19.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,29.0,22.0,25.0,30.0,31.0,6.0,0.0,0.0,87.317,234.404,404.283,559.391,698.418,825.648,907.662,0.0,1.161,3.241,5.495,7.354999999999999,9.002500000000001,10.658,11.66,0.0,7.433,6.419,6.927,6.303,5.579,4.479,4.094,0.0,7.575,7.5837106599999995,3.9575066007997286e-05,0.006290871641354423,5,train,7.59364134,3.398604737300045e-05,0.005829755344180444,5,train
PT16,15.134,1.382,2008,11.884,68.774,116.118,242.864,389.957,671.218,891.735,0.0,0.0,3.084,49.007,86.828,288.925,399.564,411.901,416.709,0.0,0.0,-7.0685625000000005,-16.123103448275863,-45.57651612903225,1.3101666666666638,31.19232258064516,-10.762066666666673,-133.70538095238095,0.0,0.0,0.19275,1.583551724137931,1.220032258064516,6.736566666666667,3.569,0.4112333333333333,0.2289523809523809,0.0,0.0,9506166.6875,10561366.448275862,14722958.532258064,18836762.666666668,20148195.64516129,26614405.23333333,27111076.095238097,0.0,0.0,10.5844375,11.935,11.389967741935484,14.224866666666664,14.744935483870968,19.375366666666665,20.50080952380952,0.0,0.0,16.018625,16.615275862068966,15.896806451612903,18.898233333333334,18.58770967741936,24.556933333333333,25.95252380952381,0.0,0.0,6.495,8.151793103448275,7.1533870967741935,9.917633333333333,11.130354838709676,14.4793,15.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,24.0,17.0,15.0,29.0,20.0,0.0,0.0,46.962,149.265,310.608,462.203,598.645,733.735,892.631,0.0,0.8175000000000001,2.4735000000000005,4.8,6.9945,8.88,10.7485,12.629,0.0,4.905,5.247,4.911,6.206,5.487,4.948,4.06,0.0,0.0,5.262,5.2742343599999995,0.00014062127214300332,0.011858384044337715,5,train,5.31038772,0.00030635229183700684,0.017502922379905788,5,train
PT17,16.711,1.353,2008,0.0,66.527,149.143,320.233,516.7,868.984,1252.673,1335.901,0.0,0.0,63.915,85.517,208.962,262.622,265.544,267.787,267.791,0.0,0.0,5.961272727272728,-12.29874193548387,-20.2356,-69.50738709677418,-180.7181,-374.41270967741934,-486.356,0.0,0.0,2.9052272727272728,0.6968387096774193,4.114833333333333,1.730967741935484,0.0974,0.0723548387096774,0.0006666666666666,0.0,0.0,11807900.727272728,15599339.08064516,20217957.45,21195409.032258064,28071221.73333333,27410102.83870968,27447542.33333333,0.0,0.0,13.023954545454544,12.650967741935483,15.703,16.33764516129032,21.7428,22.377064516129032,23.871333333333336,0.0,0.0,17.949181818181817,17.650064516129035,20.94233333333333,20.88925806451613,28.697866666666663,29.011903225806453,32.02916666666667,0.0,0.0,9.079227272727271,8.244806451612904,10.910166666666669,12.203870967741937,15.499933333333331,16.605806451612903,17.584500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,15.0,29.0,21.0,22.0,30.0,31.0,6.0,0.0,0.0,80.1715,215.143,367.963,497.42,607.73,729.55,824.25,0.0,1.083,3.043,5.0305,6.621,7.9605,9.5615,10.603,0.0,5.735,5.764,6.014,5.314,4.522,3.522,3.083,0.0,11.863,11.882156499999999,9.345541799999439e-05,0.009667234247704687,5,train,11.8544164,7.437110030001051e-05,0.008623868059056244,5,train
