country,advisor,model,candidate_id,selected_k,repeat,seed,split,mape,normalized_rmse,r,r2,kge
CN,fixed,svr,baseline,60,2,1051,test,0.0949,11.7441,0.8437,0.601,0.7881
CN,fixed,svr,baseline,60,3,2060,train,0.0594,9.026,0.9242,0.8494,0.8391
CN,fixed,svr,baseline,60,3,2060,test,0.0949,11.7441,0.8437,0.601,0.7881
CN,fixed,svr,baseline,60,4,3069,train,0.0594,9.026,0.9242,0.8494,0.8391
CN,fixed,svr,baseline,60,4,3069,test,0.0949,11.7441,0.8437,0.601,0.7881
CN,fixed,svr,baseline,60,5,4078,train,0.0594,9.026,0.9242,0.8494,0.8391
CN,fixed,svr,baseline,60,5,4078,test,0.0949,11.7441,0.8437,0.601,0.7881
CN,fixed,cnn1d,baseline,60,1,42,train,0.1197,14.2552,0.8018,0.6243,0.6733
CN,fixed,cnn1d,baseline,60,1,42,test,0.1118,13.679,0.721,0.4586,0.6693
CN,fixed,cnn1d,baseline,60,2,1051,train,0.1037,12.3186,0.8604,0.7195,0.7532
CN,fixed,cnn1d,baseline,60,2,1051,test,0.1079,13.1475,0.7605,0.4999,0.7135
CN,fixed,cnn1d,baseline,60,3,2060,train,0.0932,11.5732,0.8699,0.7524,0.809
CN,fixed,cnn1d,baseline,60,3,2060,test,0.1095,13.5257,0.7299,0.4707,0.674
CN,fixed,cnn1d,baseline,60,4,3069,train,0.1002,12.3659,0.8501,0.7173,0.7493
CN,fixed,cnn1d,baseline,60,4,3069,test,0.1147,13.8356,0.7442,0.4462,0.6926
CN,fixed,cnn1d,baseline,60,5,4078,train,0.1084,13.2379,0.8326,0.676,0.6794
CN,fixed,cnn1d,baseline,60,5,4078,test,0.1125,13.7407,0.7359,0.4537,0.6749
CN,fixed,transformer_flat,baseline,60,1,42,train,0.1348,16.8461,0.6998,0.4754,0.4898
CN,fixed,transformer_flat,baseline,60,1,42,test,0.1069,13.5351,0.7455,0.47,0.6886
CN,fixed,transformer_flat,baseline,60,2,1051,train,0.1633,18.9581,0.6261,0.3356,0.4749
CN,fixed,transformer_flat,baseline,60,2,1051,test,0.1037,12.7325,0.7698,0.531,0.683
CN,fixed,transformer_flat,baseline,60,3,2060,train,0.1489,17.5354,0.69,0.4315,0.5041
CN,fixed,transformer_flat,baseline,60,3,2060,test,0.103,13.0431,0.7662,0.5078,0.6846
CN,fixed,transformer_flat,baseline,60,4,3069,train,0.1547,17.8888,0.6872,0.4084,0.484
CN,fixed,transformer_flat,baseline,60,4,3069,test,0.0995,12.726,0.7607,0.5314,0.6962
CN,fixed,transformer_flat,baseline,60,5,4078,train,0.1321,16.3051,0.7174,0.5085,0.6082
CN,fixed,transformer_flat,baseline,60,5,4078,test,0.102,13.3574,0.7809,0.4838,0.6025
CN,qwen_rag,ridge,rag1_rag_local_profile,60,1,42,train,0.1098,13.7396,0.8075,0.651,0.7075
CN,qwen_rag,ridge,rag1_rag_local_profile,60,1,42,test,0.1136,13.7461,0.8045,0.4533,0.7287
CN,qwen_rag,ridge,rag1_rag_local_profile,60,2,1051,train,0.1098,13.7396,0.8075,0.651,0.7075
CN,qwen_rag,ridge,rag1_rag_local_profile,60,2,1051,test,0.1136,13.7461,0.8045,0.4533,0.7287
CN,qwen_rag,ridge,rag1_rag_local_profile,60,3,2060,train,0.1098,13.7396,0.8075,0.651,0.7075
CN,qwen_rag,ridge,rag1_rag_local_profile,60,3,2060,test,0.1136,13.7461,0.8045,0.4533,0.7287
CN,qwen_rag,ridge,rag1_rag_local_profile,60,4,3069,train,0.1098,13.7396,0.8075,0.651,0.7075
CN,qwen_rag,ridge,rag1_rag_local_profile,60,4,3069,test,0.1136,13.7461,0.8045,0.4533,0.7287
CN,qwen_rag,ridge,rag1_rag_local_profile,60,5,4078,train,0.1098,13.7396,0.8075,0.651,0.7075
CN,qwen_rag,ridge,rag1_rag_local_profile,60,5,4078,test,0.1136,13.7461,0.8045,0.4533,0.7287
CN,qwen_rag,xgboost,rag1_rag_robust_hybrid,60,1,42,train,0.0166,1.9816,0.9969,0.9927,0.9658
CN,qwen_rag,xgboost,rag1_rag_robust_hybrid,60,1,42,test,0.0932,11.7538,0.8778,0.6003,0.7875
CN,qwen_rag,xgboost,rag1_rag_robust_hybrid,60,2,1051,train,0.0164,1.9658,0.9969,0.9929,0.966
CN,qwen_rag,xgboost,rag1_rag_robust_hybrid,60,2,1051,test,0.0947,11.8561,0.871,0.5933,0.7851
CN,qwen_rag,xgboost,rag1_rag_robust_hybrid,60,3,2060,train,0.0165,1.9908,0.9968,0.9927,0.966
CN,qwen_rag,xgboost,rag1_rag_robust_hybrid,60,3,2060,test,0.0931,11.7844,0.8724,0.5982,0.7871
CN,qwen_rag,xgboost,rag1_rag_robust_hybrid,60,4,3069,train,0.0161,1.9325,0.9971,0.9931,0.9658
CN,qwen_rag,xgboost,rag1_rag_robust_hybrid,60,4,3069,test,0.0942,11.882,0.8734,0.5915,0.782
CN,qwen_rag,xgboost,rag1_rag_robust_hybrid,60,5,4078,train,0.0165,1.9766,0.9969,0.9928,0.9658
CN,qwen_rag,xgboost,rag1_rag_robust_hybrid,60,5,4078,test,0.0939,11.6547,0.8827,0.607,0.7903
CN,qwen_rag,svr,rag1_rag_historical_regime,60,1,42,train,0.0635,9.93,0.9072,0.8177,0.8124
CN,qwen_rag,svr,rag1_rag_historical_regime,60,1,42,test,0.0895,11.1588,0.8592,0.6397,0.8059
CN,qwen_rag,svr,rag1_rag_historical_regime,60,2,1051,train,0.0635,9.93,0.9072,0.8177,0.8124
CN,qwen_rag,svr,rag1_rag_historical_regime,60,2,1051,test,0.0895,11.1588,0.8592,0.6397,0.8059
CN,qwen_rag,svr,rag1_rag_historical_regime,60,3,2060,train,0.0635,9.93,0.9072,0.8177,0.8124
CN,qwen_rag,svr,rag1_rag_historical_regime,60,3,2060,test,0.0895,11.1588,0.8592,0.6397,0.8059
CN,qwen_rag,svr,rag1_rag_historical_regime,60,4,3069,train,0.0635,9.93,0.9072,0.8177,0.8124
CN,qwen_rag,svr,rag1_rag_historical_regime,60,4,3069,test,0.0895,11.1588,0.8592,0.6397,0.8059
CN,qwen_rag,svr,rag1_rag_historical_regime,60,5,4078,train,0.0635,9.93,0.9072,0.8177,0.8124
CN,qwen_rag,svr,rag1_rag_historical_regime,60,5,4078,test,0.0895,11.1588,0.8592,0.6397,0.8059
CN,qwen_rag,cnn1d,rag1_rag_historical_regime,60,1,42,train,0.1222,14.5433,0.813,0.609,0.7713
CN,qwen_rag,cnn1d,rag1_rag_historical_regime,60,1,42,test,0.1093,13.1664,0.7548,0.4984,0.6674
CN,qwen_rag,cnn1d,rag1_rag_historical_regime,60,2,1051,train,0.1478,16.7891,0.7329,0.4789,0.5231
CN,qwen_rag,cnn1d,rag1_rag_historical_regime,60,2,1051,test,0.1046,12.8497,0.7812,0.5223,0.7423
CN,qwen_rag,cnn1d,rag1_rag_historical_regime,60,3,2060,train,0.1044,12.7818,0.8417,0.698,0.7794
CN,qwen_rag,cnn1d,rag1_rag_historical_regime,60,3,2060,test,0.1045,12.6219,0.7723,0.5391,0.7046
CN,qwen_rag,cnn1d,rag1_rag_historical_regime,60,4,3069,train,0.1096,13.3469,0.8281,0.6707,0.6952
CN,qwen_rag,cnn1d,rag1_rag_historical_regime,60,4,3069,test,0.1116,13.3112,0.7788,0.4874,0.7383
CN,qwen_rag,cnn1d,rag1_rag_historical_regime,60,5,4078,train,0.1464,16.6097,0.7506,0.49,0.6382
CN,qwen_rag,cnn1d,rag1_rag_historical_regime,60,5,4078,test,0.0997,11.9858,0.804,0.5844,0.764
CN,qwen_rag,transformer_flat,rag1_rag_historical_regime,60,1,42,train,0.1366,15.845,0.7484,0.5359,0.6415
CN,qwen_rag,transformer_flat,rag1_rag_historical_regime,60,1,42,test,0.1007,12.2239,0.7907,0.5677,0.708
CN,qwen_rag,transformer_flat,rag1_rag_historical_regime,60,2,1051,train,0.1411,16.3484,0.7299,0.5059,0.5704
CN,qwen_rag,transformer_flat,rag1_rag_historical_regime,60,2,1051,test,0.0982,12.1819,0.7856,0.5706,0.6754
CN,qwen_rag,transformer_flat,rag1_rag_historical_regime,60,3,2060,train,0.138,16.0921,0.7351,0.5213,0.5693
CN,qwen_rag,transformer_flat,rag1_rag_historical_regime,60,3,2060,test,0.1029,12.6671,0.7729,0.5358,0.7056
CN,qwen_rag,transformer_flat,rag1_rag_historical_regime,60,4,3069,train,0.1541,16.9377,0.7398,0.4696,0.5461
CN,qwen_rag,transformer_flat,rag1_rag_historical_regime,60,4,3069,test,0.0988,12.1263,0.7816,0.5746,0.6459
CN,qwen_rag,transformer_flat,rag1_rag_historical_regime,60,5,4078,train,0.1437,16.2059,0.7628,0.5145,0.6753
CN,qwen_rag,transformer_flat,rag1_rag_historical_regime,60,5,4078,test,0.0991,12.7396,0.7588,0.5304,0.6579
PT,fixed,ridge,baseline,60,1,42,train,0.0893,10.3172,0.9694,0.9392,0.9123
PT,fixed,ridge,baseline,60,1,42,test,0.2452,27.5909,0.8607,0.3599,0.7187
PT,fixed,ridge,baseline,60,2,1051,train,0.0893,10.3172,0.9694,0.9392,0.9123
PT,fixed,ridge,baseline,60,2,1051,test,0.2452,27.5909,0.8607,0.3599,0.7187
PT,fixed,ridge,baseline,60,3,2060,train,0.0893,10.3172,0.9694,0.9392,0.9123
PT,fixed,ridge,baseline,60,3,2060,test,0.2452,27.5909,0.8607,0.3599,0.7187
PT,fixed,ridge,baseline,60,4,3069,train,0.0893,10.3172,0.9694,0.9392,0.9123
PT,fixed,ridge,baseline,60,4,3069,test,0.2452,27.5909,0.8607,0.3599,0.7187
PT,fixed,ridge,baseline,60,5,4078,train,0.0893,10.3172,0.9694,0.9392,0.9123
PT,fixed,ridge,baseline,60,5,4078,test,0.2452,27.5909,0.8607,0.3599,0.7187
PT,fixed,xgboost,baseline,60,1,42,train,0.0009,0.0949,1.0,1.0,0.9992
PT,fixed,xgboost,baseline,60,1,42,test,0.2246,29.1234,0.8254,0.2868,0.6487
PT,fixed,xgboost,baseline,60,2,1051,train,0.0011,0.1089,1.0,1.0,0.9991
PT,fixed,xgboost,baseline,60,2,1051,test,0.2186,28.3543,0.8365,0.3239,0.6691
PT,fixed,xgboost,baseline,60,3,2060,train,0.0009,0.0879,1.0,1.0,0.9993
PT,fixed,xgboost,baseline,60,3,2060,test,0.213,27.9276,0.8282,0.3441,0.671
PT,fixed,xgboost,baseline,60,4,3069,train,0.001,0.1011,1.0,1.0,0.9993
PT,fixed,xgboost,baseline,60,4,3069,test,0.2201,28.4598,0.8307,0.3189,0.6635
PT,fixed,xgboost,baseline,60,5,4078,train,0.001,0.0966,1.0,1.0,0.9992
PT,fixed,xgboost,baseline,60,5,4078,test,0.2287,28.6952,0.8287,0.3076,0.6536
PT,fixed,svr,baseline,60,1,42,train,0.0577,11.4296,0.9631,0.9253,0.89
PT,fixed,svr,baseline,60,1,42,test,0.2089,27.0744,0.8385,0.3836,0.6659
PT,fixed,svr,baseline,60,2,1051,train,0.0577,11.4296,0.9631,0.9253,0.89
PT,fixed,svr,baseline,60,2,1051,test,0.2089,27.0744,0.8385,0.3836,0.6659
PT,fixed,svr,baseline,60,3,2060,train,0.0577,11.4296,0.9631,0.9253,0.89
PT,fixed,svr,baseline,60,3,2060,test,0.2089,27.0744,0.8385,0.3836,0.6659
PT,fixed,svr,baseline,60,4,3069,train,0.0577,11.4296,0.9631,0.9253,0.89
PT,fixed,svr,baseline,60,4,3069,test,0.2089,27.0744,0.8385,0.3836,0.6659
PT,fixed,svr,baseline,60,5,4078,train,0.0577,11.4296,0.9631,0.9253,0.89
PT,fixed,svr,baseline,60,5,4078,test,0.2089,27.0744,0.8385,0.3836,0.6659
PT,fixed,cnn1d,baseline,60,1,42,train,0.1369,18.3728,0.9015,0.8071,0.8084
PT,fixed,cnn1d,baseline,60,1,42,test,0.2448,29.9623,0.906,0.2451,0.6156
PT,fixed,cnn1d,baseline,60,2,1051,train,0.1304,17.4585,0.9127,0.8258,0.837
PT,fixed,cnn1d,baseline,60,2,1051,test,0.2557,30.5325,0.8923,0.2161,0.5841
PT,fixed,cnn1d,baseline,60,3,2060,train,0.1533,17.8115,0.9061,0.8187,0.8087
PT,fixed,cnn1d,baseline,60,3,2060,test,0.2425,28.662,0.914,0.3092,0.6177
PT,fixed,cnn1d,baseline,60,4,3069,train,0.1563,18.5288,0.8978,0.8038,0.7941
PT,fixed,cnn1d,baseline,60,4,3069,test,0.2554,31.0839,0.9073,0.1875,0.5866
PT,fixed,cnn1d,baseline,60,5,4078,train,0.1458,17.3293,0.9111,0.8284,0.8243
PT,fixed,cnn1d,baseline,60,5,4078,test,0.2792,33.3408,0.8802,0.0652,0.5398
PT,fixed,transformer_flat,baseline,60,1,42,train,0.2868,31.9943,0.6654,0.4151,0.4491
PT,fixed,transformer_flat,baseline,60,1,42,test,0.2818,32.6981,0.8622,0.1009,0.6117
PT,fixed,transformer_flat,baseline,60,2,1051,train,0.2655,32.2875,0.6844,0.4043,0.4085
PT,fixed,transformer_flat,baseline,60,2,1051,test,0.2985,34.8908,0.8694,-0.0237,0.5721
PT,fixed,transformer_flat,baseline,60,3,2060,train,0.2823,32.0193,0.66,0.4141,0.4542
PT,fixed,transformer_flat,baseline,60,3,2060,test,0.277,32.4488,0.8753,0.1146,0.601
PT,fixed,transformer_flat,baseline,60,4,3069,train,0.2728,31.7003,0.6653,0.4258,0.4388
PT,fixed,transformer_flat,baseline,60,4,3069,test,0.2792,33.3964,0.8612,0.0621,0.5871
PT,fixed,transformer_flat,baseline,60,5,4078,train,0.2804,34.9615,0.6492,0.3015,0.321
PT,fixed,transformer_flat,baseline,60,5,4078,test,0.345,39.5884,0.6115,-0.3179,0.3094
PT,qwen_rag,ridge,rag1_rag_local_profile,60,1,42,train,0.0882,10.481,0.9684,0.9372,0.9102
PT,qwen_rag,ridge,rag1_rag_local_profile,60,1,42,test,0.2235,26.7009,0.8438,0.4005,0.7232
PT,qwen_rag,ridge,rag1_rag_local_profile,60,2,1051,train,0.0882,10.481,0.9684,0.9372,0.9102
PT,qwen_rag,ridge,rag1_rag_local_profile,60,2,1051,test,0.2235,26.7009,0.8438,0.4005,0.7232
PT,qwen_rag,ridge,rag1_rag_local_profile,60,3,2060,train,0.0882,10.481,0.9684,0.9372,0.9102
PT,qwen_rag,ridge,rag1_rag_local_profile,60,3,2060,test,0.2235,26.7009,0.8438,0.4005,0.7232
PT,qwen_rag,ridge,rag1_rag_local_profile,60,4,3069,train,0.0882,10.481,0.9684,0.9372,0.9102
PT,qwen_rag,ridge,rag1_rag_local_profile,60,4,3069,test,0.2235,26.7009,0.8438,0.4005,0.7232
PT,qwen_rag,ridge,rag1_rag_local_profile,60,5,4078,train,0.0882,10.481,0.9684,0.9372,0.9102
PT,qwen_rag,ridge,rag1_rag_local_profile,60,5,4078,test,0.2235,26.7009,0.8438,0.4005,0.7232
PT,qwen_rag,xgboost,rag1_rag_historical_regime,60,1,42,train,0.0009,0.0906,1.0,1.0,0.9992
PT,qwen_rag,xgboost,rag1_rag_historical_regime,60,1,42,test,0.2069,26.8347,0.8566,0.3945,0.6977
PT,qwen_rag,xgboost,rag1_rag_historical_regime,60,2,1051,train,0.001,0.0959,1.0,1.0,0.9991
PT,qwen_rag,xgboost,rag1_rag_historical_regime,60,2,1051,test,0.1994,25.9906,0.8597,0.432,0.7025
PT,qwen_rag,xgboost,rag1_rag_historical_regime,60,3,2060,train,0.0008,0.0838,1.0,1.0,0.9993
PT,qwen_rag,xgboost,rag1_rag_historical_regime,60,3,2060,test,0.2031,25.9012,0.8645,0.4359,0.7049
PT,qwen_rag,xgboost,rag1_rag_historical_regime,60,4,3069,train,0.0009,0.0892,1.0,1.0,0.9993
PT,qwen_rag,xgboost,rag1_rag_historical_regime,60,4,3069,test,0.2091,27.0515,0.8552,0.3846,0.6931
PT,qwen_rag,xgboost,rag1_rag_historical_regime,60,5,4078,train,0.0011,0.1156,1.0,1.0,0.999
PT,qwen_rag,xgboost,rag1_rag_historical_regime,60,5,4078,test,0.2099,26.873,0.8626,0.3927,0.6901
PT,qwen_rag,svr,rag1_rag_local_profile,60,1,42,train,0.0596,11.7966,0.9606,0.9205,0.8848
PT,qwen_rag,svr,rag1_rag_local_profile,60,1,42,test,0.2127,27.8792,0.8172,0.3464,0.6513
PT,qwen_rag,svr,rag1_rag_local_profile,60,2,1051,train,0.0596,11.7966,0.9606,0.9205,0.8848
PT,qwen_rag,svr,rag1_rag_local_profile,60,2,1051,test,0.2127,27.8792,0.8172,0.3464,0.6513
PT,qwen_rag,svr,rag1_rag_local_profile,60,3,2060,train,0.0596,11.7966,0.9606,0.9205,0.8848
PT,qwen_rag,svr,rag1_rag_local_profile,60,3,2060,test,0.2127,27.8792,0.8172,0.3464,0.6513
PT,qwen_rag,svr,rag1_rag_local_profile,60,4,3069,train,0.0596,11.7966,0.9606,0.9205,0.8848
PT,qwen_rag,svr,rag1_rag_local_profile,60,4,3069,test,0.2127,27.8792,0.8172,0.3464,0.6513
PT,qwen_rag,svr,rag1_rag_local_profile,60,5,4078,train,0.0596,11.7966,0.9606,0.9205,0.8848
PT,qwen_rag,svr,rag1_rag_local_profile,60,5,4078,test,0.2127,27.8792,0.8172,0.3464,0.6513
PT,qwen_rag,cnn1d,rag1_rag_historical_regime,60,1,42,train,0.1356,17.9402,0.9043,0.8161,0.8329
PT,qwen_rag,cnn1d,rag1_rag_historical_regime,60,1,42,test,0.2567,30.016,0.885,0.2424,0.6049
PT,qwen_rag,cnn1d,rag1_rag_historical_regime,60,2,1051,train,0.1698,17.8146,0.9101,0.8186,0.793
PT,qwen_rag,cnn1d,rag1_rag_historical_regime,60,2,1051,test,0.2577,30.6707,0.8853,0.209,0.5927
PT,qwen_rag,cnn1d,rag1_rag_historical_regime,60,3,2060,train,0.1438,17.4005,0.912,0.827,0.8309
PT,qwen_rag,cnn1d,rag1_rag_historical_regime,60,3,2060,test,0.2685,31.092,0.918,0.1871,0.5823
PT,qwen_rag,cnn1d,rag1_rag_historical_regime,60,4,3069,train,0.1318,18.6418,0.9008,0.8014,0.827
PT,qwen_rag,cnn1d,rag1_rag_historical_regime,60,4,3069,test,0.2688,31.9097,0.8735,0.1438,0.5741
PT,qwen_rag,cnn1d,rag1_rag_historical_regime,60,5,4078,train,0.1659,17.9721,0.9088,0.8154,0.8105
PT,qwen_rag,cnn1d,rag1_rag_historical_regime,60,5,4078,test,0.2657,32.1482,0.891,0.1309,0.5609
PT,qwen_rag,transformer_flat,rag1_rag_local_profile,60,1,42,train,0.2746,31.5363,0.6741,0.4317,0.446
PT,qwen_rag,transformer_flat,rag1_rag_local_profile,60,1,42,test,0.2967,34.1838,0.7751,0.0174,0.4911
PT,qwen_rag,transformer_flat,rag1_rag_local_profile,60,2,1051,train,0.2811,32.3254,0.661,0.4029,0.4652
PT,qwen_rag,transformer_flat,rag1_rag_local_profile,60,2,1051,test,0.2991,34.721,0.8645,-0.0138,0.5692
PT,qwen_rag,transformer_flat,rag1_rag_local_profile,60,3,2060,train,0.2794,31.6441,0.6672,0.4278,0.4634
PT,qwen_rag,transformer_flat,rag1_rag_local_profile,60,3,2060,test,0.2734,32.2629,0.8955,0.1247,0.5863
PT,qwen_rag,transformer_flat,rag1_rag_local_profile,60,4,3069,train,0.275,31.5361,0.6685,0.4317,0.456
PT,qwen_rag,transformer_flat,rag1_rag_local_profile,60,4,3069,test,0.2817,33.9188,0.8689,0.0325,0.5668
PT,qwen_rag,transformer_flat,rag1_rag_local_profile,60,5,4078,train,0.2584,33.746,0.6661,0.3492,0.4282
PT,qwen_rag,transformer_flat,rag1_rag_local_profile,60,5,4078,test,0.3359,39.6899,0.6699,-0.3247,0.3102
