adm_id,awc,bulk_density,year,max_cum_gdd1,max_cum_gdd2,max_cum_gdd3,max_cum_gdd4,max_cum_gdd5,max_cum_gdd6,max_cum_gdd7,max_cum_prec1,max_cum_prec2,max_cum_prec3,max_cum_prec4,max_cum_prec5,max_cum_prec6,max_cum_prec7,mean_cum_cwb1,mean_cum_cwb2,mean_cum_cwb3,mean_cum_cwb4,mean_cum_cwb5,mean_cum_cwb6,mean_cum_cwb7,mean_prec1,mean_prec2,mean_prec3,mean_prec4,mean_prec5,mean_prec6,mean_prec7,mean_rad1,mean_rad2,mean_rad3,mean_rad4,mean_rad5,mean_rad6,mean_rad7,mean_tavg1,mean_tavg2,mean_tavg3,mean_tavg4,mean_tavg5,mean_tavg6,mean_tavg7,mean_tmax1,mean_tmax2,mean_tmax3,mean_tmax4,mean_tmax5,mean_tmax6,mean_tmax7,mean_tmin1,mean_tmin2,mean_tmin3,mean_tmin4,mean_tmin5,mean_tmin6,mean_tmin7,tmin<-7.802549999999999p1,tmin<-7.802549999999999p2,tmin<-7.802549999999999p3,tmin<-7.802549999999999p4,tmin<-7.802549999999999p5,tmin<-7.802549999999999p6,tmin<-7.802549999999999p7,tmax>38.866p1,tmax>38.866p2,tmax>38.866p3,tmax>38.866p4,tmax>38.866p5,tmax>38.866p6,tmax>38.866p7,prec<0.037p1,prec<0.037p2,prec<0.037p3,prec<0.037p4,prec<0.037p5,prec<0.037p6,prec<0.037p7,median_cum_fpar1,median_cum_fpar2,median_cum_fpar3,median_cum_fpar4,median_cum_fpar5,median_cum_fpar6,median_cum_fpar7,median_cum_ndvi1,median_cum_ndvi2,median_cum_ndvi3,median_cum_ndvi4,median_cum_ndvi5,median_cum_ndvi6,median_cum_ndvi7,median_ssm1,median_ssm2,median_ssm3,median_ssm4,median_ssm5,median_ssm6,median_ssm7,yield
CN037,14.446,1.493,2003,0.0,2.2529999999999983,86.631,355.052,806.713,1386.269,1647.884,0.0,20.451999999999998,56.459,124.89099999999999,175.989,263.169,392.012,0.0,-11.0206,-34.85141935483871,-86.87253333333334,-137.0619677419355,-244.80886666666666,-253.80707142857142,0.0,0.8180799999999999,1.1615161290322582,2.2810666666666664,1.6483225806451614,2.9059999999999997,9.20307142857143,0.0,11498657.7,15287535.725806452,18864413.4,21237444.129032258,22704315.6,17888413.67857143,0.0,2.5821199999999997,6.904903225806452,13.947366666666666,19.569709677419354,24.318533333333335,23.686785714285715,0.0,8.02264,12.320838709677421,19.553333333333335,24.9678064516129,29.7781,27.88228571428571,0.0,-2.06772,2.0945161290322583,8.791033333333333,14.55925806451613,19.305233333333334,20.113214285714285,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,14.0,16.0,6.0,0.0,0.0,19.482,63.099999999999994,153.92,275.49,384.14,491.15,0.0,0.373,1.185,2.456,4.0755,5.679,7.0335,0.0,4.408,4.462,4.3469999999999995,4.446,4.1695,4.893,5.865
CN041,14.925,1.468,2003,0.0,17.924,139.90800000000002,430.456,914.779,1531.612,1760.626,0.0,42.038000000000004,94.958,158.67,214.578,366.748,507.402,0.0,2.042666666666667,-0.8301935483870964,-33.818133333333336,-69.9001935483871,-166.524,-77.97383333333333,0.0,1.556962962962963,1.7070967741935485,2.1237333333333335,1.8034838709677419,5.072333333333333,11.721166666666667,0.0,10331229.361111112,14344674.33064516,16929418.741666667,19064379.322580647,21853680.716666665,15949198.541666666,0.0,3.921148148148148,8.256741935483872,14.684933333333333,20.623322580645162,25.5611,24.084500000000002,0.0,9.01962962962963,13.475741935483871,19.805433333333333,25.590290322580646,30.889799999999997,27.776916666666665,0.0,-0.7196666666666667,3.405774193548387,9.689666666666666,15.780806451612905,20.4303,20.837666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,9.0,10.0,3.0,0.0,0.0,35.2675,114.068,260.449,423.56100000000004,538.45,640.2764999999999,0.0,0.6685,2.1479999999999997,3.977,6.1105,7.699999999999999,9.1145,0.0,4.59,4.568,4.4435,4.425,4.278499999999999,5.5055,3.211
CN042,13.08,1.433,2003,1.141,53.235,210.165,529.002,1025.983,1648.641,1728.926,10.068999999999999,96.334,196.838,350.695,475.387,737.651,774.796,-1.6911999999999998,14.613535714285716,74.8121935483871,115.30749999999999,183.32793548387096,160.517,305.93975,2.0138,3.080892857142857,3.242064516129032,5.128566666666667,4.022322580645161,8.742133333333333,9.28625,9490965.8,8880207.99107143,12733881.362903226,13652444.091666667,16772885.709677419,19528660.475,13288797.25,4.3284,5.911499999999999,9.686903225806452,15.6279,21.03164516129032,25.755266666666667,25.07125,8.602,10.101714285714285,14.17174193548387,20.015233333333335,25.179612903225806,29.952333333333335,28.014,-0.12620000000000003,1.744,5.219387096774193,11.208300000000001,16.91164516129032,21.62313333333333,22.22625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,12.0,4.0,6.0,3.0,0.0,0.0,54.415000000000006,151.629,272.232,395.734,515.247,617.024,0.0,0.958,2.6185,4.302,6.2615,8.222,9.767,0.0,7.041,7.043,7.1025,7.207,6.867,7.8,4.91
CN046,11.719,1.364,2003,121.474,585.888,1142.426,1803.213,2533.272,2698.163,0.0,2.181,13.08,37.891,84.269,237.541,246.06199999999998,0.0,-13.849874999999999,-62.735,-156.86183870967741,-262.8410333333333,-343.926935483871,-333.5322857142857,0.0,0.272625,0.38925,0.8003548387096774,1.5459333333333334,4.944258064516129,1.2172857142857143,0.0,13635537.9375,15057293.25,15507564.096774194,21180688.866666667,20894050.548387095,21962696.0,0.0,20.18425,21.586214285714284,22.95283870967742,27.026233333333334,28.550290322580643,28.555857142857143,0.0,25.091625,26.09507142857143,27.42983870967742,31.96466666666667,33.08851612903226,32.57271428571429,0.0,16.538375000000002,18.17832142857143,19.44309677419355,23.19793333333333,25.04893548387097,24.65657142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,79.749,204.455,338.534,486.337,591.241,0.0,0.505,1.7985,3.847,5.696,7.646000000000001,9.125,0.0,0.0,6.3100000000000005,6.31,6.157500000000001,6.457,6.08,0.0,3.087
CN051,12.899,1.434,2003,1.4180000000000001,129.47899999999998,337.245,685.217,1154.55,1678.863,1918.25,2.468,32.165,84.279,164.24099999999999,314.717,485.011,562.695,0.36100000000000004,-8.88782142857143,-24.940516129032257,-38.808233333333334,-23.228677419354835,7.6101666666666725,73.99192307692309,1.234,1.0606071428571429,1.6810967741935483,2.6654,4.854064516129032,5.676466666666667,5.975692307692308,8064615.25,9188206.57142857,12728740.5,15012962.083333334,15919427.774193548,16535595.366666667,14934370.846153846,5.709,9.573607142857142,11.702129032258066,16.599066666666666,20.139774193548387,22.4771,23.414384615384616,9.1785,13.175321428571428,15.866903225806452,20.7969,23.924193548387095,26.16433333333333,26.491846153846154,2.065,5.766107142857143,7.213225806451613,12.1128,16.336709677419353,18.640033333333335,20.411461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.088,174.387,280.3,386.595,524.975,681.0045,0.0,1.061,2.74,4.25,5.861,8.096,10.177,0.0,6.4775,6.446,6.2989999999999995,6.337,6.390000000000001,6.523,4.454
CN052,13.061,1.533,2003,9.447,133.937,303.27,618.635,1003.703,1413.691,1510.285,17.331,53.785,134.203,252.573,451.954,713.245,760.371,1.477875,-7.115571428571429,-33.776645161290325,-47.950066666666665,2.5134838709677485,173.99470000000002,244.31900000000005,2.166375,1.3019285714285715,2.594129032258065,3.9456666666666664,6.431645161290323,8.7097,7.854333333333334,9615886.625,13072440.767857144,14567957.741935484,17509782.4,14929027.338709677,14935508.383333333,18351907.0,5.418875,9.046464285714285,10.233645161290323,15.512166666666667,17.421548387096774,18.66626666666667,21.099,10.563875,14.508892857142857,15.635258064516128,21.178333333333335,21.660806451612903,22.225433333333335,24.716333333333335,1.731875,4.134571428571428,5.446354838709677,10.757866666666667,13.76774193548387,15.389466666666666,18.085666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,48.167,125.71600000000001,207.091,294.688,407.265,510.267,0.32,1.1949999999999998,2.6485000000000003,3.886,5.2515,7.4510000000000005,9.102,0.0,7.5065,7.541,7.336,7.546,7.8629999999999995,7.785500000000001,4.661
CN053,12.971,1.41,2003,4.285,162.579,412.409,792.009,1213.042,1612.351,1835.714,2.48,30.233,92.146,131.005,274.675,544.324,608.236,0.24,-21.89325,-98.09477419354839,-185.9211,-258.2582258064516,-118.87243333333332,-46.69586666666667,2.48,0.9911785714285715,1.9971935483870966,1.2953000000000001,4.634516129032257,8.9883,4.2608,13848300.0,17281197.660714287,19428010.774193548,23359392.9,19605553.5,15915530.433333334,18573130.733333334,9.285,10.653357142857143,13.059032258064516,17.653333333333332,18.581709677419354,18.310299999999998,19.890866666666668,14.252,16.598785714285714,18.861032258064515,23.925,23.64525806451613,22.1075,23.738999999999997,5.529,5.046321428571429,7.675129032258065,11.770033333333334,14.199193548387097,15.1877,16.718666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,69.935,170.255,259.928,342.081,443.105,563.6445,0.0,1.13,2.795,4.175,5.547000000000001,7.5385,9.415,0.0,7.0455000000000005,6.999,6.505,6.481,7.3245000000000005,7.301,3.749
CN054,13.005,1.461,2003,0.0,0.0,0.0,25.515,124.169,331.36899999999997,437.852,1.028,59.966,122.902,197.685,315.487,542.835,658.664,-0.844,-0.24242857142857102,-10.79432258064516,-37.39456666666667,-48.55422580645161,-8.449399999999999,101.93864285714287,1.028,2.1049285714285717,2.0301935483870968,2.492766666666667,3.800064516129032,7.578266666666667,8.2735,16965302.0,18414399.32142857,21664800.29032258,23115026.0,23251183.677419353,19992307.3,17918857.07142857,-0.491,-0.9690714285714286,1.6043548387096773,5.569500000000001,8.140322580645162,11.906666666666666,12.605928571428572,3.78,3.655892857142857,6.5365806451612904,10.790533333333334,13.212903225806452,16.617166666666666,16.694357142857143,-5.517,-5.6582857142857135,-3.268193548387097,0.34936666666666666,3.774,8.219933333333334,9.645785714285713,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,40.595,101.96,167.442,249.974,361.882,474.2205,0.0,0.826,2.0435,3.065,4.2535,5.774,6.976,0.0,6.257,6.171,6.0,5.98,6.2225,6.5024999999999995,4.924
CN061,12.801,1.465,2003,0.0,10.718,95.244,329.133,771.16,1332.416,1576.066,0.0,18.108999999999998,55.42,106.643,164.832,234.566,296.971,0.0,-11.46037037037037,-37.98270967741935,-76.84396666666666,-153.74290322580643,-265.27366666666666,-310.34607142857146,0.0,0.6707037037037037,1.2035806451612903,1.7074333333333334,1.8770645161290322,2.3244666666666665,4.4575000000000005,0.0,11958418.787037037,14953719.161290323,17411143.216666665,19534168.30645161,22927221.0,17983699.25,0.0,2.573074074074074,6.405258064516128,12.7963,19.258935483870967,23.70853333333333,22.40357142857143,0.0,7.852962962962963,11.722096774193549,18.6512,24.797806451612903,29.692733333333333,27.192,0.0,-2.3414444444444444,1.1914193548387098,6.977033333333334,13.349838709677421,17.481166666666663,17.96892857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,6.0,8.0,3.0,0.0,0.0,24.5,74.376,159.923,267.481,370.352,468.14649999999995,0.0,0.513,1.3639999999999999,2.449,3.9539999999999997,5.4704999999999995,6.7775,0.0,3.974,4.054,4.0040000000000004,3.72,3.556,4.047000000000001,3.935
CN062,12.84,1.465,2003,0.0,0.0,44.69,178.26,507.45,966.278,1301.153,0.0,6.172,29.334,59.512,110.212,154.6,195.434,0.0,-12.299105263157895,-49.51783870967742,-120.53643333333333,-212.7312580645161,-345.18846666666667,-431.96104761904763,0.0,0.3248421052631579,0.7471612903225806,1.0059333333333333,1.6354838709677417,1.4796000000000002,1.9444761904761902,0.0,14075038.47368421,17118837.048387095,20076477.2,21918214.93548387,24016531.466666665,22049677.23809524,0.0,0.046052631578947366,3.307967741935484,9.426466666666666,15.619032258064516,20.294266666666665,20.946428571428573,0.0,5.853315789473684,9.052612903225805,15.6915,21.687129032258067,26.625566666666668,26.728,0.0,-5.853736842105263,-2.5655161290322583,3.0032,9.20025806451613,13.504933333333334,15.308809523809524,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,3.0,6.0,0.0,0.0,14.165000000000001,37.159,71.704,134.048,232.661,351.626,0.0,0.257,0.688,1.191,1.9845000000000002,3.285,4.602,0.0,3.182,3.215,3.122,3.012,2.5250000000000004,3.209,4.984
CN064,12.016,1.441,2003,0.0,3.029,60.489,249.56,620.43,1114.179,1417.594,0.0,5.183,25.131999999999998,42.63,103.525,150.352,176.084,0.0,-15.38452380952381,-62.55170967741936,-154.8579,-261.65500000000003,-396.4416,-478.4939444444444,0.0,0.2468095238095238,0.643516129032258,0.5832666666666667,1.9643548387096774,1.5609,1.4295555555555555,0.0,14153347.0,17062457.79032258,20605833.966666665,21694213.79032258,24598846.85,22518149.833333332,0.0,0.8686666666666667,4.668903225806451,11.302366666666668,16.963548387096775,21.4583,21.85638888888889,0.0,6.985047619047619,10.66683870967742,17.7375,23.223,28.06676666666667,27.67088888888889,0.0,-5.435428571428572,-1.2972580645161291,4.6654,10.451516129032258,14.622366666666666,16.139388888888888,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,10.0,9.0,11.0,3.0,0.0,13.181999999999999,34.055,64.298,119.31,209.34699999999998,306.977,0.0,0.219,0.5965,1.0230000000000001,1.6975,2.8385,3.9574999999999996,0.0,3.049,3.121,2.8225,3.249,2.1505,3.229,6.801
